index,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,keyword_bugs,fastread_bugs
134,atomtypedatabase.py,1.0,1.0,1.0,1.0,7.0,1.0,6.0,0.0,10.0,12.0,12.0,114.0,24.0,82.0,22.0,60.0,8.0,0.0,0.0,86.0,22.0,64.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,1.0,1.0,0.1,22.0,22.0,22.0,12.0,18.0,22
136,drawTest.py,2.0,2.0,2.0,1.0,10.0,0.0,9.0,3.0,1.0,6.0,5.0,93.0,12.0,56.0,19.0,37.0,25.0,2.0,0.0,56.0,19.0,37.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.45,14.0,14.0,14.0,6.0,24.0,28
137,element.py,2.0,2.0,2.0,2.0,29.0,0.0,6.0,4.0,2.0,6.0,5.0,281.0,25.0,160.0,10.0,150.0,96.0,1.0,0.0,150.0,10.0,140.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,3.0,0.6,13.0,13.0,13.0,12.0,49.0,51
138,elementTest.py,1.0,1.0,1.0,1.0,6.0,0.0,4.0,3.0,1.0,5.0,4.0,59.0,11.0,24.0,9.0,15.0,24.0,2.0,0.0,24.0,9.0,15.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,5.0,21.0,21
139,graphTest.py,2.0,2.0,2.0,1.0,17.0,1.0,13.0,3.0,1.0,27.0,26.0,518.0,68.0,356.0,30.0,326.0,102.0,2.0,0.0,321.0,30.0,291.0,2.0,2.0,2.0,1.0,9.0,9.0,9.0,1.0,3.0,0.29,78.0,78.0,78.0,27.0,31.0,40
140,group.py,3.0,3.0,3.0,3.0,13.0,0.0,7.0,5.0,4.0,54.0,54.0,864.0,80.0,431.0,64.0,370.0,358.0,0.0,0.0,425.0,63.0,362.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,28.0,5.0,0.83,188.0,188.0,188.0,163.0,115.0,129
141,groupTest.py,2.0,2.0,2.0,1.0,13.0,0.0,10.0,3.0,3.0,35.0,34.0,525.0,50.0,356.0,44.0,312.0,119.0,2.0,0.0,334.0,44.0,290.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,1.0,4.0,0.33,93.0,93.0,93.0,35.0,43.0,57
142,isomorphismTest.py,1.0,1.0,1.0,1.0,15.0,2.0,11.0,2.0,0.0,30.0,29.0,421.0,88.0,283.0,41.0,242.0,64.0,2.0,0.0,213.0,40.0,173.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,1.0,2.0,0.23,52.0,52.0,52.0,30.0,42.0,45
144,moleculeTest.py,1.0,1.0,1.0,1.0,14.0,0.0,10.0,3.0,3.0,96.0,95.0,1517.0,165.0,1035.0,113.0,922.0,331.0,2.0,0.0,656.0,108.0,548.0,2.0,2.0,2.0,1.0,11.0,11.0,11.0,11.0,4.0,0.32,190.0,190.0,190.0,108.0,82.0,107
146,symmetryTest.py,1.0,1.0,1.0,1.0,6.0,0.0,3.0,3.0,1.0,47.0,46.0,389.0,52.0,191.0,55.0,136.0,150.0,2.0,0.0,188.0,52.0,136.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,3.0,0.79,73.0,73.0,73.0,47.0,40.0,48
148,collisionTest.py,1.0,1.0,1.0,1.0,7.0,0.0,5.0,2.0,1.0,7.0,7.0,108.0,13.0,40.0,13.0,27.0,55.0,0.0,0.0,36.0,13.0,23.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.38,8.0,8.0,8.0,7.0,16.0,20
149,draw.py,7.0,7.0,7.0,3.0,46.0,4.0,35.0,7.0,1.0,9.0,9.0,484.0,58.0,319.0,17.0,302.0,107.0,0.0,0.0,320.0,17.0,303.0,0.0,0.0,0.0,0.0,35.0,35.0,35.0,19.0,4.0,0.34,67.0,67.0,67.0,29.0,63.0,75
150,network.py,5.0,5.0,5.0,2.0,32.0,3.0,21.0,8.0,3.0,26.0,26.0,954.0,124.0,550.0,40.0,510.0,285.0,0.0,0.0,523.0,40.0,483.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,15.0,6.0,0.52,147.0,147.0,147.0,53.0,35.0,45
151,networkTest.py,1.0,1.0,1.0,1.0,14.0,0.0,11.0,3.0,1.0,10.0,9.0,206.0,23.0,120.0,22.0,98.0,63.0,2.0,0.0,43.0,22.0,21.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.53,11.0,11.0,11.0,10.0,26.0,29
153,gaussian.py,4.0,4.0,4.0,2.0,21.0,2.0,14.0,5.0,4.0,8.0,8.0,298.0,46.0,189.0,20.0,169.0,109.0,0.0,0.0,142.0,20.0,122.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,9.0,5.0,0.58,32.0,32.0,32.0,21.0,78.0,91
154,gaussianTest.py,3.0,3.0,3.0,1.0,18.0,3.0,12.0,4.0,2.0,7.0,6.0,167.0,39.0,98.0,17.0,81.0,38.0,14.0,1.0,87.0,15.0,72.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,0.39,21.0,21.0,21.0,10.0,66.0,74
156,mainTest.py,2.0,2.0,2.0,1.0,25.0,4.0,20.0,4.0,2.0,9.0,8.0,283.0,52.0,195.0,17.0,178.0,46.0,2.0,0.0,162.0,15.0,147.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,1.0,2.0,0.24,23.0,23.0,23.0,9.0,72.0,85
157,molecule.py,1.0,1.0,1.0,1.0,11.0,1.0,7.0,3.0,2.0,32.0,31.0,462.0,79.0,258.0,51.0,207.0,133.0,2.0,0.0,224.0,47.0,177.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,7.0,2.0,0.52,58.0,58.0,58.0,44.0,121.0,154
158,mopac.py,3.0,3.0,3.0,2.0,23.0,2.0,16.0,6.0,6.0,8.0,8.0,310.0,50.0,188.0,23.0,165.0,83.0,0.0,0.0,145.0,23.0,122.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,9.0,5.0,0.44,31.0,31.0,31.0,21.0,58.0,63
159,mopacTest.py,2.0,2.0,2.0,1.0,17.0,3.0,12.0,4.0,3.0,10.0,9.0,225.0,51.0,132.0,22.0,110.0,54.0,6.0,1.0,115.0,19.0,96.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,0.41,28.0,28.0,28.0,10.0,45.0,53
160,qmdata.py,1.0,1.0,1.0,1.0,20.0,1.0,18.0,2.0,2.0,4.0,4.0,101.0,11.0,78.0,23.0,55.0,18.0,0.0,0.0,43.0,9.0,34.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.23,7.0,7.0,7.0,4.0,23.0,25
161,qmverifier.py,2.0,2.0,2.0,1.0,16.0,2.0,9.0,5.0,1.0,3.0,3.0,71.0,15.0,31.0,6.0,25.0,26.0,0.0,0.0,26.0,6.0,20.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,0.84,6.0,6.0,6.0,5.0,6.0,10
162,symmetry.py,1.0,1.0,1.0,1.0,15.0,1.0,13.0,2.0,3.0,12.0,11.0,257.0,47.0,159.0,18.0,141.0,53.0,1.0,0.0,87.0,17.0,70.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,0.33,22.0,22.0,22.0,16.0,49.0,57
163,quantity.py,3.0,3.0,3.0,2.0,15.0,1.0,8.0,4.0,5.0,34.0,33.0,693.0,115.0,342.0,41.0,301.0,236.0,1.0,0.0,290.0,41.0,249.0,1.0,1.0,1.0,1.0,21.0,21.0,21.0,20.0,4.0,0.69,109.0,109.0,109.0,80.0,33.0,38
164,quantityTest.py,1.0,1.0,1.0,1.0,8.0,0.0,5.0,3.0,20.0,84.0,84.0,949.0,128.0,454.0,109.0,345.0,367.0,0.0,0.0,454.0,109.0,345.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.81,94.0,94.0,94.0,84.0,41.0,51
165,reaction.py,5.0,5.0,5.0,2.0,24.0,1.0,16.0,6.0,3.0,41.0,41.0,1147.0,133.0,679.0,78.0,601.0,338.0,0.0,0.0,559.0,67.0,492.0,0.0,0.0,0.0,0.0,55.0,55.0,55.0,19.0,5.0,0.5,220.0,220.0,220.0,93.0,87.0,105
166,reactionTest.py,1.0,1.0,1.0,1.0,15.0,0.0,13.0,2.0,3.0,27.0,26.0,487.0,47.0,360.0,42.0,318.0,80.0,2.0,0.0,234.0,42.0,192.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,0.22,45.0,45.0,45.0,27.0,57.0,65
172,pdep.py,6.0,6.0,6.0,2.0,31.0,2.0,20.0,9.0,3.0,17.0,17.0,631.0,68.0,366.0,41.0,325.0,208.0,0.0,0.0,311.0,28.0,283.0,0.0,0.0,0.0,0.0,39.0,39.0,39.0,17.0,5.0,0.57,113.0,113.0,113.0,48.0,118.0,137
174,simpleTest.py,10.0,10.0,10.0,1.0,171.0,37.0,110.0,28.0,1.0,1.0,1.0,212.0,47.0,122.0,13.0,109.0,47.0,0.0,0.0,111.0,13.0,98.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,1.0,3.0,0.39,10.0,10.0,10.0,1.0,42.0,45
175,species.py,2.0,2.0,2.0,1.0,8.0,0.0,5.0,2.0,3.0,45.0,44.0,546.0,59.0,273.0,54.0,219.0,214.0,1.0,0.0,261.0,51.0,210.0,1.0,1.0,1.0,1.0,13.0,13.0,13.0,8.0,4.0,0.78,104.0,104.0,104.0,76.0,70.0,84
176,speciesTest.py,1.0,1.0,1.0,1.0,13.0,0.0,11.0,3.0,1.0,9.0,8.0,155.0,18.0,103.0,16.0,87.0,34.0,2.0,0.0,78.0,16.0,62.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.33,11.0,11.0,11.0,9.0,42.0,53
178,conformerTest.py,1.0,1.0,1.0,1.0,12.0,0.0,9.0,3.0,1.0,19.0,19.0,315.0,28.0,186.0,28.0,158.0,102.0,0.0,0.0,137.0,27.0,110.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.55,30.0,30.0,30.0,19.0,30.0,35
179,rotationTest.py,1.0,1.0,1.0,1.0,10.0,0.0,7.0,3.0,4.0,68.0,68.0,852.0,80.0,501.0,81.0,420.0,271.0,0.0,0.0,482.0,81.0,401.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,0.54,120.0,120.0,120.0,68.0,30.0,35
180,schrodingerTest.py,1.0,1.0,1.0,1.0,8.0,0.0,6.0,3.0,1.0,7.0,6.0,125.0,15.0,44.0,11.0,33.0,66.0,2.0,0.0,44.0,11.0,33.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.5,13.0,13.0,13.0,7.0,16.0,20
181,torsionTest.py,1.0,1.0,1.0,1.0,11.0,0.0,7.0,3.0,1.0,32.0,31.0,448.0,39.0,253.0,38.0,215.0,156.0,2.0,0.0,247.0,38.0,209.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.62,58.0,58.0,58.0,32.0,16.0,20
182,translationTest.py,1.0,1.0,1.0,1.0,10.0,0.0,6.0,3.0,1.0,9.0,9.0,147.0,15.0,62.0,16.0,46.0,70.0,0.0,0.0,59.0,16.0,43.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.13,14.0,14.0,14.0,9.0,30.0,35
183,vibrationTest.py,2.0,2.0,2.0,1.0,11.0,0.0,7.0,4.0,1.0,16.0,15.0,242.0,23.0,123.0,22.0,101.0,98.0,2.0,0.0,119.0,22.0,97.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,0.8,32.0,32.0,32.0,16.0,16.0,20
185,convertTest.py,1.0,1.0,1.0,1.0,19.0,0.0,18.0,3.0,1.0,10.0,9.0,251.0,17.0,170.0,14.0,156.0,64.0,2.0,0.0,137.0,14.0,123.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.38,19.0,19.0,19.0,10.0,21.0,24
186,nasaTest.py,1.0,1.0,1.0,1.0,11.0,0.0,8.0,3.0,1.0,14.0,14.0,224.0,20.0,125.0,20.0,105.0,80.0,0.0,0.0,116.0,20.0,96.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.64,25.0,25.0,25.0,14.0,43.0,50
187,thermodataTest.py,1.0,1.0,1.0,1.0,10.0,0.0,7.0,3.0,1.0,18.0,18.0,249.0,24.0,134.0,24.0,110.0,91.0,0.0,0.0,123.0,24.0,99.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.68,29.0,29.0,29.0,18.0,23.0,26
188,wilhoitTest.py,1.0,1.0,1.0,1.0,10.0,0.0,7.0,3.0,1.0,22.0,22.0,305.0,31.0,165.0,28.0,137.0,111.0,0.0,0.0,152.0,28.0,124.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.67,29.0,29.0,29.0,22.0,30.0,36
189,transport.py,3.0,3.0,3.0,1.0,14.0,0.0,10.0,3.0,1.0,4.0,4.0,88.0,10.0,46.0,9.0,37.0,33.0,0.0,0.0,46.0,9.0,37.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,1.0,0.72,12.0,12.0,12.0,4.0,41.0,54
190,transportDataTest.py,1.0,1.0,1.0,1.0,9.0,0.0,6.0,2.0,3.0,23.0,22.0,289.0,32.0,152.0,36.0,116.0,106.0,2.0,0.0,122.0,36.0,86.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,1.0,2.0,0.7,28.0,28.0,28.0,23.0,20.0,28
191,convertFAME.py,13.0,13.0,13.0,4.0,73.0,8.0,63.0,10.0,0.0,6.0,5.0,466.0,64.0,341.0,21.0,320.0,62.0,37.0,2.0,294.0,21.0,273.0,10.0,10.0,10.0,1.0,36.0,36.0,36.0,10.0,5.0,0.18,82.0,82.0,82.0,25.0,21.0,26
192,diffModels.py,6.0,6.0,6.0,3.0,29.0,2.0,19.0,4.0,0.0,8.0,7.0,307.0,34.0,233.0,17.0,178.0,44.0,145.0,2.0,190.0,17.0,173.0,10.0,10.0,10.0,1.0,16.0,16.0,16.0,15.0,5.0,0.19,50.0,50.0,50.0,28.0,20.0,33
193,generateFluxDiagram.py,16.0,16.0,16.0,5.0,81.0,11.0,62.0,15.0,0.0,7.0,6.0,637.0,97.0,423.0,22.0,401.0,133.0,7.0,1.0,396.0,22.0,374.0,5.0,5.0,5.0,1.0,46.0,46.0,46.0,19.0,7.0,0.31,118.0,118.0,118.0,37.0,36.0,44
194,generateReactions.py,4.0,4.0,4.0,1.0,28.0,5.0,24.0,9.0,0.0,2.0,1.0,123.0,22.0,49.0,7.0,42.0,52.0,17.0,1.0,40.0,7.0,33.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0,2.0,1.06,8.0,8.0,8.0,2.0,25.0,30
195,mergeModels.py,10.0,10.0,10.0,6.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,87.0,17.0,56.0,4.0,52.0,18.0,113.0,2.0,50.0,4.0,46.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,6.0,3.0,0.32,10.0,10.0,10.0,6.0,11.0,16
196,sensitivity.py,3.0,3.0,3.0,1.0,21.0,3.0,20.0,3.0,0.0,3.0,2.0,94.0,20.0,60.0,9.0,51.0,14.0,2.0,0.0,40.0,9.0,31.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,1.0,3.0,0.23,9.0,9.0,9.0,3.0,81.0,103
197,thermoEstimator.py,3.0,3.0,3.0,1.0,21.0,6.0,24.0,6.0,0.0,2.0,1.0,70.0,17.0,37.0,7.0,30.0,16.0,2.0,0.0,30.0,7.0,23.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,0.43,6.0,6.0,6.0,2.0,39.0,44
198,setup.py,5.0,5.0,5.0,1.0,35.0,0.0,24.0,3.0,0.0,4.0,3.0,204.0,16.0,137.0,10.0,127.0,51.0,432.0,3.0,52.0,10.0,42.0,17.0,17.0,17.0,1.0,17.0,17.0,17.0,1.0,5.0,0.37,20.0,20.0,20.0,4.0,0.0,0
199,databaseTest.py,3.0,3.0,3.0,1.0,18.0,1.0,14.0,3.0,1.0,17.0,16.0,353.0,44.0,251.0,30.0,221.0,59.0,2.0,0.0,247.0,29.0,218.0,2.0,2.0,2.0,1.0,10.0,10.0,10.0,4.0,4.0,0.24,62.0,62.0,62.0,24.0,49.0,65
200,__future__.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
201,_collections_abc.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
202,_compat_pickle.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
203,_compression.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
204,_dummy_thread.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
205,_py_abc.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
206,_pydecimal.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
207,_sitebuiltins.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
208,_threading_local.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
209,_weakrefset.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
211,argparse.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
212,ast.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
213,base64.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
214,bdb.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
215,bisect.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
216,bz2.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
217,cProfile.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
218,calendar.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
221,codecs.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
222,codeop.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
225,configparser.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
226,contextlib.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
227,contextvars.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
228,copy.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
229,copyreg.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
230,csv.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
232,_endian.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
233,wintypes.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
234,datetime.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
235,decimal.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
236,difflib.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
237,dis.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
239,archive_util.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
