,File,Hash,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,keyword_buggy
0,trunk/libmesh/include/parallel/parallel.h,f6fc13b,0.0,2.0,0.0,209.0,738.0,204.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,13.0,1146.0,57.0,106.0,94.0,14.0,126.0,846.0,18.0,26.0,40.0,33.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,1.19,13.0,13.0,13.0,13.0,1.0
1,trunk/libmesh/include/parallel/parallel.h,86d9814,0.0,2.0,0.0,214.0,746.0,218.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,13.0,1173.0,59.0,110.0,98.0,15.0,131.0,861.0,19.0,30.0,44.0,37.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,1.19,13.0,13.0,13.0,13.0,0.0
2,trunk/libmesh/include/parallel/parallel.h,e05286c,0.0,2.0,0.0,214.0,746.0,218.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,13.0,1173.0,59.0,110.0,98.0,15.0,131.0,861.0,19.0,30.0,44.0,37.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,1.19,13.0,13.0,13.0,13.0,1.0
3,trunk/libmesh/include/parallel/parallel.h,b853e96,0.0,3.0,0.0,219.0,766.0,220.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,18.0,1200.0,64.0,129.0,117.0,17.0,133.0,862.0,19.0,32.0,51.0,42.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,1.03,18.0,18.0,18.0,18.0,0.0
4,trunk/libmesh/src/parallel/parallel_sort.C,b853e96,4.0,17.0,9.0,76.0,194.0,117.0,2.0,2.0,2.0,1.0,27.0,4.0,17.0,9.0,0.0,5.0,363.0,53.0,100.0,31.0,57.0,69.0,141.0,14.0,39.0,57.0,25.0,0.0,32.0,5.0,5.0,5.0,1.0,2.0,0.69,11.0,11.0,11.0,5.0,1.0
5,trunk/libmesh/src/parallel/parallel_sort.C,f3f099a,3.0,13.0,8.0,75.0,179.0,111.0,1.0,1.0,1.0,1.0,23.0,1.0,8.0,2.0,0.0,5.0,343.0,42.0,55.0,26.0,16.0,35.0,198.0,17.0,21.0,36.0,20.0,0.0,16.0,2.0,2.0,2.0,1.0,1.0,0.64,7.0,7.0,7.0,5.0,0.0
6,trunk/libmesh/src/solvers/system_io.C,f3f099a,32.0,86.0,51.0,254.0,613.0,377.0,10.0,10.0,11.0,1.0,167.0,30.0,79.0,50.0,0.0,7.0,1233.0,238.0,553.0,95.0,387.0,368.0,64.0,21.0,371.0,445.0,87.0,14.0,344.0,26.0,26.0,30.0,1.0,6.0,0.67,73.0,73.0,77.0,7.0,1.0
7,trunk/libmesh/src/solvers/system_io.C,09dd179,32.0,89.0,52.0,254.0,635.0,381.0,10.0,10.0,10.0,1.0,171.0,29.0,75.0,49.0,0.0,7.0,1259.0,232.0,531.0,91.0,369.0,362.0,114.0,31.0,353.0,423.0,83.0,14.0,326.0,22.0,22.0,26.0,1.0,6.0,0.68,69.0,69.0,73.0,7.0,0.0
8,trunk/libmesh/src/partitioning/partitioner.C,d2fc64b,7.0,28.0,7.0,53.0,114.0,47.0,5.0,5.0,5.0,1.0,42.0,7.0,28.0,7.0,0.0,4.0,214.0,53.0,110.0,30.0,80.0,47.0,0.0,4.0,81.0,101.0,25.0,7.0,69.0,14.0,14.0,14.0,1.0,3.0,0.43,20.0,20.0,20.0,4.0,1.0
9,trunk/libmesh/include/partitioning/partitioner.h,d2fc64b,0.0,1.0,0.0,28.0,22.0,68.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,118.0,28.0,18.0,14.0,4.0,68.0,0.0,4.0,8.0,11.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.78,3.0,3.0,3.0,3.0,1.0
10,trunk/libmesh/src/partitioning/partitioner.C,797d917,7.0,28.0,7.0,53.0,114.0,47.0,5.0,5.0,5.0,1.0,42.0,7.0,28.0,7.0,0.0,4.0,214.0,53.0,110.0,30.0,80.0,47.0,0.0,4.0,81.0,101.0,25.0,7.0,69.0,14.0,14.0,14.0,1.0,3.0,0.43,20.0,20.0,20.0,4.0,0.0
11,trunk/libmesh/include/partitioning/partitioner.h,797d917,0.0,1.0,0.0,27.0,22.0,68.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,117.0,27.0,18.0,14.0,4.0,68.0,0.0,4.0,8.0,11.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.78,3.0,3.0,3.0,3.0,0.0
12,trunk/libmesh/src/mesh/mesh_refinement_flagging.C,f8bbe71,0.0,0.0,0.0,133.0,389.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0,9.0,0.0,0.0,0.0,16.0,617.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
13,trunk/libmesh/src/mesh/mesh_refinement_flagging.C,ba8bfeb,0.0,0.0,0.0,133.0,390.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,9.0,0.0,0.0,0.0,16.0,618.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
14,trunk/libmesh/include/utils/statistics.h,4774bc5,0.0,2.0,0.0,34.0,35.0,147.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,6.0,216.0,34.0,29.0,22.0,6.0,147.0,0.0,6.0,16.0,22.0,19.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,5.07,6.0,6.0,6.0,6.0,1.0
15,trunk/libmesh/src/utils/statistics.C,4774bc5,4.0,12.0,0.0,102.0,168.0,24.0,2.0,2.0,2.0,1.0,17.0,4.0,12.0,0.0,0.0,12.0,291.0,102.0,165.0,61.0,86.0,24.0,0.0,3.0,94.0,121.0,51.0,0.0,70.0,5.0,5.0,5.0,4.0,3.0,0.15,27.0,27.0,27.0,15.0,1.0
16,trunk/libmesh/include/utils/statistics.h,38e15d9,0.0,2.0,0.0,35.0,37.0,156.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,6.0,228.0,35.0,31.0,24.0,6.0,156.0,0.0,6.0,17.0,23.0,20.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,5.03,6.0,6.0,6.0,6.0,0.0
17,trunk/libmesh/src/utils/statistics.C,38e15d9,4.0,15.0,1.0,117.0,219.0,42.0,3.0,3.0,3.0,1.0,21.0,4.0,15.0,1.0,0.0,13.0,368.0,117.0,214.0,74.0,119.0,42.0,0.0,5.0,120.0,154.0,59.0,0.0,95.0,8.0,8.0,8.0,4.0,3.0,0.20,34.0,34.0,34.0,16.0,0.0
18,trunk/libmesh/src/utils/statistics.C,38e15d9,4.0,15.0,1.0,117.0,219.0,42.0,3.0,3.0,3.0,1.0,21.0,4.0,15.0,1.0,0.0,13.0,368.0,117.0,214.0,74.0,119.0,42.0,0.0,5.0,120.0,154.0,59.0,0.0,95.0,8.0,8.0,8.0,4.0,3.0,0.20,34.0,34.0,34.0,16.0,1.0
19,trunk/libmesh/src/utils/statistics.C,4af3e65,5.0,15.0,3.0,121.0,220.0,61.0,2.0,2.0,2.0,1.0,22.0,5.0,14.0,3.0,0.0,13.0,392.0,120.0,202.0,71.0,107.0,59.0,14.0,7.0,116.0,148.0,59.0,0.0,89.0,6.0,6.0,6.0,5.0,3.0,0.29,32.0,32.0,32.0,17.0,0.0
20,trunk/libmesh/src/mesh/mesh_refinement.C,ba90b0f,0.0,0.0,0.0,401.0,1324.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2129.0,8.0,0.0,0.0,0.0,17.0,2100.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
21,trunk/libmesh/src/mesh/mesh_refinement.C,c4a1258,0.0,0.0,0.0,402.0,1348.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2159.0,8.0,0.0,0.0,0.0,18.0,2129.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
22,trunk/libmesh/src/numerics/exact_error_estimator.C,19d78da,10.0,42.0,11.0,79.0,270.0,84.0,4.0,4.0,5.0,1.0,63.0,10.0,29.0,9.0,0.0,6.0,428.0,75.0,176.0,59.0,114.0,76.0,68.0,50.0,100.0,125.0,40.0,2.0,83.0,11.0,11.0,12.0,4.0,3.0,0.43,25.0,25.0,27.0,9.0,1.0
23,trunk/libmesh/include/base/libmesh_common.h,19d78da,0.0,2.0,0.0,58.0,111.0,53.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,12.0,220.0,58.0,31.0,17.0,12.0,50.0,27.0,71.0,16.0,29.0,17.0,0.0,12.0,2.0,2.0,2.0,1.0,0.0,1.61,24.0,24.0,24.0,12.0,1.0
24,trunk/libmesh/include/numerics/numeric_vector.h,19d78da,1.0,6.0,0.0,116.0,196.0,324.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0,0.0,1.0,16.0,635.0,116.0,187.0,120.0,77.0,324.0,0.0,9.0,101.0,122.0,72.0,2.0,48.0,3.0,3.0,3.0,1.0,1.0,1.73,22.0,22.0,22.0,16.0,1.0
25,trunk/libmesh/include/numerics/type_vector.h,19d78da,2.0,10.0,0.0,221.0,474.0,197.0,1.0,1.0,1.0,1.0,12.0,2.0,6.0,0.0,1.0,29.0,891.0,213.0,328.0,194.0,95.0,193.0,75.0,89.0,129.0,166.0,107.0,0.0,59.0,3.0,3.0,3.0,1.0,2.0,0.59,37.0,37.0,39.0,29.0,1.0
26,trunk/libmesh/src/numerics/uniform_refinement_estimator.C,19d78da,0.0,0.0,0.0,94.0,393.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,8.0,0.0,0.0,0.0,19.0,547.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
27,trunk/libmesh/include/numerics/type_tensor.h,19d78da,1.0,11.0,0.0,187.0,497.0,146.0,2.0,2.0,2.0,1.0,13.0,1.0,8.0,0.0,1.0,29.0,829.0,179.0,359.0,180.0,141.0,143.0,93.0,62.0,122.0,170.0,82.0,0.0,88.0,4.0,4.0,4.0,1.0,3.0,0.40,47.0,47.0,47.0,29.0,1.0
28,trunk/libmesh/src/numerics/petsc_vector.C,19d78da,0.0,0.0,0.0,308.0,620.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,9.0,0.0,0.0,0.0,17.0,1011.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
29,trunk/libmesh/include/numerics/petsc_vector.h,19d78da,0.0,0.0,0.0,199.0,290.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.0,20.0,0.0,0.0,0.0,16.0,723.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
30,trunk/libmesh/include/parallel/parallel.h,19d78da,0.0,3.0,0.0,241.0,821.0,228.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,21.0,1285.0,68.0,138.0,122.0,20.0,141.0,924.0,21.0,39.0,62.0,47.0,2.0,13.0,1.0,1.0,1.0,1.0,0.0,1.02,21.0,21.0,21.0,21.0,1.0
31,trunk/libmesh/include/numerics/dense_vector.h,19d78da,0.0,5.0,0.0,125.0,215.0,124.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,25.0,462.0,119.0,188.0,107.0,57.0,114.0,31.0,12.0,81.0,114.0,60.0,0.0,54.0,4.0,4.0,4.0,1.0,1.0,0.61,37.0,37.0,37.0,25.0,1.0
32,trunk/libmesh/include/numerics/laspack_vector.h,19d78da,0.0,0.0,0.0,150.0,215.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,12.0,0.0,0.0,0.0,16.0,568.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
33,trunk/libmesh/include/numerics/dense_vector.h,19d78da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
34,trunk/libmesh/include/numerics/distributed_vector.h,19d78da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
35,trunk/libmesh/include/numerics/laspack_vector.h,19d78da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
36,trunk/libmesh/include/numerics/numeric_vector.h,19d78da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
37,trunk/libmesh/include/numerics/petsc_vector.h,19d78da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
38,trunk/libmesh/include/numerics/type_vector.h,19d78da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
39,trunk/libmesh/src/numerics/distributed_vector.C,19d78da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
40,trunk/libmesh/src/numerics/laspack_vector.C,19d78da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
41,trunk/libmesh/src/numerics/petsc_vector.C,19d78da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
42,trunk/libmesh/src/numerics/distributed_vector.C,19d78da,3.0,11.0,1.0,168.0,330.0,44.0,2.0,2.0,2.0,1.0,15.0,3.0,11.0,1.0,0.0,26.0,540.0,168.0,319.0,93.0,192.0,44.0,0.0,11.0,217.0,264.0,56.0,9.0,199.0,4.0,4.0,4.0,1.0,2.0,0.14,46.0,46.0,47.0,26.0,1.0
43,trunk/libmesh/include/numerics/distributed_vector.h,19d78da,2.0,9.0,1.0,175.0,293.0,257.0,1.0,1.0,1.0,1.0,12.0,2.0,8.0,0.0,1.0,20.0,724.0,163.0,265.0,139.0,90.0,253.0,31.0,16.0,137.0,159.0,73.0,5.0,81.0,4.0,4.0,4.0,1.0,1.0,0.95,23.0,23.0,24.0,20.0,1.0
44,trunk/libmesh/src/numerics/discontinuity_measure.C,19d78da,5.0,21.0,8.0,41.0,95.0,50.0,3.0,3.0,3.0,1.0,34.0,5.0,19.0,8.0,0.0,4.0,182.0,41.0,76.0,34.0,49.0,50.0,4.0,17.0,48.0,60.0,25.0,0.0,35.0,4.0,4.0,4.0,1.0,3.0,0.66,11.0,11.0,11.0,4.0,1.0
45,trunk/libmesh/src/numerics/laspack_vector.C,19d78da,0.0,0.0,0.0,162.0,260.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,10.0,0.0,0.0,0.0,18.0,418.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
46,trunk/libmesh/src/numerics/fourth_error_estimators.C,19d78da,0.0,9.0,0.0,32.0,83.0,27.0,1.0,1.0,1.0,1.0,9.0,0.0,9.0,0.0,0.0,2.0,138.0,19.0,18.0,6.0,8.0,20.0,71.0,17.0,8.0,10.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,0.0,1.11,2.0,2.0,2.0,2.0,1.0
47,trunk/libmesh/src/numerics/kelly_error_estimator.C,19d78da,5.0,22.0,8.0,41.0,98.0,50.0,3.0,3.0,3.0,1.0,34.0,5.0,20.0,8.0,0.0,4.0,185.0,41.0,78.0,33.0,50.0,50.0,4.0,18.0,51.0,62.0,24.0,0.0,38.0,4.0,4.0,4.0,1.0,3.0,0.64,11.0,11.0,11.0,4.0,1.0
48,trunk/libmesh/src/numerics/exact_error_estimator.C,6827afd,10.0,42.0,11.0,79.0,266.0,84.0,4.0,4.0,5.0,1.0,62.0,10.0,29.0,9.0,0.0,6.0,424.0,75.0,176.0,59.0,114.0,76.0,66.0,47.0,100.0,125.0,40.0,2.0,83.0,11.0,11.0,12.0,4.0,3.0,0.43,25.0,25.0,27.0,9.0,0.0
49,trunk/libmesh/include/base/libmesh_common.h,6827afd,0.0,2.0,0.0,62.0,119.0,56.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,14.0,234.0,61.0,33.0,19.0,14.0,53.0,32.0,73.0,18.0,33.0,19.0,0.0,14.0,2.0,2.0,2.0,1.0,0.0,1.61,26.0,26.0,26.0,14.0,0.0
50,trunk/libmesh/include/numerics/numeric_vector.h,6827afd,1.0,6.0,0.0,116.0,196.0,324.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0,0.0,1.0,16.0,635.0,116.0,187.0,120.0,77.0,324.0,0.0,9.0,101.0,122.0,72.0,2.0,48.0,3.0,3.0,3.0,1.0,1.0,1.73,22.0,22.0,22.0,16.0,0.0
51,trunk/libmesh/include/numerics/type_vector.h,6827afd,2.0,10.0,0.0,216.0,466.0,197.0,1.0,1.0,1.0,1.0,12.0,2.0,6.0,0.0,1.0,29.0,878.0,212.0,330.0,194.0,97.0,193.0,57.0,87.0,129.0,166.0,107.0,0.0,59.0,3.0,3.0,3.0,1.0,2.0,0.58,37.0,37.0,39.0,29.0,0.0
52,trunk/libmesh/src/numerics/uniform_refinement_estimator.C,6827afd,0.0,0.0,0.0,94.0,389.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,8.0,0.0,0.0,0.0,19.0,543.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
53,trunk/libmesh/include/numerics/type_tensor.h,6827afd,1.0,11.0,0.0,182.0,486.0,146.0,2.0,2.0,2.0,1.0,13.0,1.0,8.0,0.0,1.0,29.0,813.0,176.0,359.0,180.0,141.0,143.0,82.0,60.0,122.0,170.0,82.0,0.0,88.0,4.0,4.0,4.0,1.0,3.0,0.40,47.0,47.0,47.0,29.0,0.0
54,trunk/libmesh/src/numerics/petsc_vector.C,6827afd,0.0,0.0,0.0,308.0,620.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,9.0,0.0,0.0,0.0,17.0,1011.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
55,trunk/libmesh/include/numerics/petsc_vector.h,6827afd,0.0,0.0,0.0,199.0,290.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.0,20.0,0.0,0.0,0.0,16.0,723.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
56,trunk/libmesh/include/parallel/parallel.h,6827afd,0.0,3.0,0.0,243.0,825.0,228.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,21.0,1291.0,70.0,142.0,126.0,20.0,141.0,924.0,21.0,41.0,64.0,49.0,2.0,13.0,1.0,1.0,1.0,1.0,0.0,0.99,21.0,21.0,21.0,21.0,0.0
57,trunk/libmesh/include/numerics/dense_vector.h,6827afd,0.0,5.0,0.0,122.0,207.0,123.0,2.0,2.0,2.0,1.0,6.0,0.0,5.0,0.0,1.0,23.0,451.0,117.0,186.0,105.0,55.0,113.0,26.0,10.0,79.0,110.0,58.0,0.0,52.0,4.0,4.0,4.0,1.0,1.0,0.61,35.0,35.0,35.0,23.0,0.0
58,trunk/libmesh/include/numerics/laspack_vector.h,6827afd,0.0,0.0,0.0,150.0,215.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,12.0,0.0,0.0,0.0,16.0,568.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
59,trunk/libmesh/include/numerics/dense_vector.h,6827afd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
60,trunk/libmesh/include/numerics/distributed_vector.h,6827afd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
61,trunk/libmesh/include/numerics/laspack_vector.h,6827afd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
62,trunk/libmesh/include/numerics/numeric_vector.h,6827afd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
63,trunk/libmesh/include/numerics/petsc_vector.h,6827afd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
64,trunk/libmesh/include/numerics/type_vector.h,6827afd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
65,trunk/libmesh/src/numerics/distributed_vector.C,6827afd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
66,trunk/libmesh/src/numerics/laspack_vector.C,6827afd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
67,trunk/libmesh/src/numerics/petsc_vector.C,6827afd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
68,trunk/libmesh/src/numerics/distributed_vector.C,6827afd,3.0,11.0,1.0,168.0,329.0,44.0,2.0,2.0,2.0,1.0,15.0,3.0,11.0,1.0,0.0,26.0,539.0,168.0,318.0,93.0,192.0,44.0,0.0,11.0,216.0,263.0,55.0,9.0,199.0,4.0,4.0,4.0,1.0,2.0,0.14,46.0,46.0,47.0,26.0,0.0
69,trunk/libmesh/include/numerics/distributed_vector.h,6827afd,2.0,9.0,1.0,191.0,322.0,287.0,1.0,1.0,1.0,1.0,11.0,1.0,8.0,0.0,1.0,22.0,799.0,179.0,292.0,158.0,98.0,283.0,31.0,18.0,150.0,176.0,82.0,5.0,89.0,4.0,4.0,4.0,1.0,1.0,0.97,29.0,29.0,30.0,22.0,0.0
70,trunk/libmesh/src/numerics/discontinuity_measure.C,6827afd,5.0,19.0,8.0,41.0,87.0,50.0,3.0,3.0,3.0,1.0,32.0,5.0,19.0,8.0,0.0,4.0,174.0,41.0,76.0,34.0,49.0,50.0,0.0,11.0,48.0,60.0,25.0,0.0,35.0,4.0,4.0,4.0,1.0,3.0,0.66,11.0,11.0,11.0,4.0,0.0
71,trunk/libmesh/src/numerics/laspack_vector.C,6827afd,0.0,0.0,0.0,162.0,260.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,10.0,0.0,0.0,0.0,18.0,418.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
72,trunk/libmesh/src/numerics/fourth_error_estimators.C,6827afd,0.0,9.0,0.0,33.0,79.0,27.0,1.0,1.0,1.0,1.0,9.0,0.0,9.0,0.0,0.0,2.0,135.0,19.0,18.0,6.0,8.0,20.0,68.0,14.0,8.0,10.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,0.0,1.11,2.0,2.0,2.0,2.0,0.0
73,trunk/libmesh/src/numerics/kelly_error_estimator.C,6827afd,6.0,20.0,8.0,42.0,90.0,50.0,3.0,3.0,3.0,1.0,33.0,6.0,20.0,8.0,0.0,4.0,178.0,42.0,78.0,33.0,50.0,50.0,0.0,12.0,51.0,62.0,24.0,0.0,38.0,4.0,4.0,4.0,1.0,3.0,0.64,11.0,11.0,11.0,4.0,0.0
74,trunk/libmesh/include/numerics/distributed_vector.h,6827afd,2.0,9.0,1.0,191.0,322.0,287.0,1.0,1.0,1.0,1.0,11.0,1.0,8.0,0.0,1.0,22.0,799.0,179.0,292.0,158.0,98.0,283.0,31.0,18.0,140.0,167.0,83.0,0.0,84.0,4.0,4.0,4.0,1.0,1.0,0.97,29.0,29.0,30.0,22.0,1.0
75,trunk/libmesh/include/numerics/distributed_vector.h,6827afd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
76,trunk/libmesh/include/numerics/distributed_vector.h,65b3f40,2.0,9.0,1.0,173.0,299.0,257.0,1.0,1.0,1.0,1.0,12.0,2.0,8.0,0.0,1.0,20.0,728.0,161.0,269.0,141.0,94.0,253.0,31.0,18.0,133.0,158.0,76.0,0.0,82.0,4.0,4.0,4.0,1.0,1.0,0.94,27.0,27.0,28.0,20.0,0.0
77,trunk/libmesh/include/numerics/distributed_vector.h,65b3f40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
78,trunk/libmesh/include/numerics/distributed_vector.h,65b3f40,2.0,9.0,1.0,173.0,299.0,257.0,1.0,1.0,1.0,1.0,12.0,2.0,8.0,0.0,1.0,20.0,728.0,161.0,269.0,141.0,94.0,253.0,31.0,18.0,133.0,158.0,76.0,0.0,82.0,4.0,4.0,4.0,1.0,1.0,0.94,27.0,27.0,28.0,20.0,1.0
79,trunk/libmesh/include/numerics/distributed_vector.h,65b3f40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
80,trunk/libmesh/include/numerics/distributed_vector.h,e489f58,2.0,9.0,1.0,173.0,299.0,257.0,1.0,1.0,1.0,1.0,12.0,2.0,8.0,0.0,1.0,20.0,728.0,161.0,269.0,141.0,94.0,253.0,31.0,18.0,133.0,158.0,76.0,0.0,82.0,4.0,4.0,4.0,1.0,1.0,0.94,27.0,27.0,28.0,20.0,0.0
81,trunk/libmesh/include/numerics/distributed_vector.h,e489f58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
82,trunk/libmesh/src/mesh/vtk_io.C,e489f58,6.0,36.0,12.0,48.0,290.0,163.0,1.0,1.0,1.0,1.0,52.0,2.0,8.0,2.0,0.0,3.0,475.0,28.0,23.0,3.0,14.0,61.0,344.0,46.0,8.0,11.0,3.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,2.65,3.0,3.0,3.0,3.0,1.0
83,trunk/libmesh/include/numerics/type_vector.h,e489f58,2.0,10.0,0.0,216.0,466.0,197.0,1.0,1.0,1.0,1.0,12.0,2.0,6.0,0.0,1.0,29.0,878.0,212.0,330.0,194.0,97.0,193.0,57.0,87.0,129.0,166.0,107.0,0.0,59.0,3.0,3.0,3.0,1.0,2.0,0.58,37.0,37.0,39.0,29.0,1.0
