index,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs,fastread_bugs
5806,boundary_info.h,0.0,3.0,0.0,72.0,114.0,145.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,4.0,14.0,331.0,72.0,107.0,65.0,20.0,145.0,0.0,7.0,55.0,69.0,50.0,0.0,19.0,2.0,2.0,2.0,1.0,0.0,1.36,20.0,20.0,20.0,14.0,0.0,37
5809,cell_hex20.h,0.0,2.0,0.0,38.0,32.0,79.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,6.0,149.0,35.0,21.0,15.0,8.0,72.0,15.0,6.0,10.0,15.0,10.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,3.43,6.0,6.0,6.0,6.0,0.0,16
5839,enum_io_package.h,0.0,0.0,0.0,23.0,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,23.0,15.0,14.0,0.0,28.0,0.0,4.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,10
5894,quadrature_trap.h,0.0,2.0,2.0,24.0,21.0,39.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,1.0,3.0,84.0,24.0,17.0,10.0,6.0,39.0,0.0,4.0,7.0,10.0,7.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,2.29,4.0,4.0,4.0,3.0,0.0,11
5908,surface.h,0.0,1.0,0.0,23.0,17.0,58.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,98.0,23.0,13.0,9.0,0.0,58.0,0.0,4.0,6.0,11.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.46,3.0,3.0,3.0,3.0,0.0,13
5931,cell_inf_hex8.h,0.0,0.0,0.0,40.0,38.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,10.0,0.0,0.0,0.0,17.0,118.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
5976,face_tri.h,0.0,2.0,0.0,34.0,24.0,68.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,6.0,126.0,34.0,19.0,14.0,5.0,68.0,0.0,5.0,16.0,16.0,11.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,3.58,6.0,6.0,6.0,6.0,0.0,17
6015,fe_compute_data.h,0.0,8.0,0.0,34.0,41.0,59.0,1.0,1.0,1.0,1.0,8.0,0.0,6.0,0.0,1.0,3.0,133.0,34.0,26.0,12.0,6.0,56.0,6.0,12.0,10.0,14.0,8.0,0.0,6.0,2.0,2.0,2.0,1.0,1.0,2.15,4.0,4.0,4.0,3.0,0.0,11
6018,fe_type.h,0.0,5.0,0.0,38.0,67.0,58.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,149.0,33.0,19.0,42.0,2.0,37.0,50.0,12.0,6.0,9.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.95,1.0,1.0,1.0,1.0,0.0,28
6035,diva_io.h,0.0,3.0,0.0,21.0,18.0,42.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,80.0,21.0,13.0,9.0,0.0,42.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.23,1.0,1.0,1.0,1.0,0.0,11
6049,quadrature_simpson.h,0.0,2.0,2.0,28.0,21.0,40.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,1.0,3.0,89.0,28.0,17.0,10.0,6.0,40.0,0.0,4.0,7.0,11.0,8.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,2.35,4.0,4.0,4.0,3.0,0.0,11
6077,point_locator.h,0.0,0.0,0.0,35.0,26.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,130.0,35.0,21.0,15.0,1.0,69.0,0.0,5.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0
6083,qmatrix.h,0.0,0.0,0.0,15.0,72.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,15.0,48.0,48.0,0.0,16.0,2.0,22.0,46.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,2
6093,matrix.h,0.0,0.0,0.0,13.0,55.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,13.0,31.0,31.0,0.0,16.0,2.0,22.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,2
6126,newmark_system.h,0.0,1.0,0.0,44.0,37.0,99.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,180.0,44.0,33.0,29.0,4.0,99.0,0.0,4.0,25.0,26.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,11
6158,cell_prism.h,0.0,1.0,0.0,34.0,24.0,61.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,119.0,34.0,20.0,15.0,6.0,61.0,0.0,4.0,11.0,17.0,11.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,3.05,7.0,7.0,7.0,7.0,0.0,17
6162,slepc_eigen_solver.h,0.0,0.0,0.0,40.0,48.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,10.0,0.0,0.0,0.0,22.0,114.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
6186,fourth_error_estimators.h,0.0,1.0,0.0,25.0,14.0,33.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,72.0,25.0,8.0,5.0,0.0,33.0,0.0,6.0,2.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.12,2.0,2.0,2.0,2.0,0.0,14
6206,linear_implicit_system.h,0.0,1.0,0.0,35.0,26.0,85.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,146.0,35.0,21.0,17.0,4.0,85.0,0.0,5.0,15.0,20.0,16.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,4.05,4.0,4.0,4.0,4.0,0.0,11
6207,inf_elem_builder.h,0.0,0.0,0.0,19.0,31.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,9.0,0.0,0.0,0.0,15.0,88.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
6218,inf_fe_macro.h,0.0,0.0,0.0,22.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,16.0,0.0,0.0,0.0,16.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
6232,laspack_vector.h,0.0,0.0,0.0,164.0,243.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,12.0,0.0,0.0,0.0,16.0,600.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
6243,mesh_triangle_support.h,0.0,0.0,0.0,31.0,14.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,9.0,0.0,0.0,0.0,15.0,84.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
6244,triangle.h,0.0,0.0,0.0,9.0,27.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,9.0,27.0,26.0,0.0,269.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,0.0,0.0,0.0,0.0,0.0,2
6270,struct.h,0.0,0.0,0.0,65.0,116.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,65.0,110.0,98.0,0.0,106.0,2.0,5.0,97.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,4
6284,tree.h,1.0,4.0,1.0,39.0,46.0,74.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,1.0,1.0,6.0,159.0,39.0,42.0,30.0,10.0,74.0,0.0,4.0,24.0,32.0,17.0,1.0,14.0,3.0,3.0,3.0,1.0,1.0,1.76,8.0,8.0,8.0,6.0,0.0,14
6350,system_base.h,0.0,5.0,0.0,153.0,200.0,308.0,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,17.0,661.0,151.0,188.0,126.0,29.0,308.0,3.0,11.0,100.0,117.0,93.0,1.0,23.0,2.0,2.0,2.0,1.0,0.0,1.64,19.0,19.0,19.0,17.0,0.0,0
6360,cell_inf_prism6.h,0.0,0.0,0.0,42.0,36.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,14.0,0.0,0.0,0.0,16.0,108.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
6366,showme.c,1.0,79.0,0.0,101.0,3204.0,79.0,10.0,10.0,13.0,3.0,80.0,1.0,79.0,0.0,0.0,39.0,3384.0,101.0,3170.0,480.0,2321.0,79.0,2.0,33.0,1986.0,2191.0,247.0,2.0,1942.0,56.0,53.0,82.0,28.0,6.0,0.02,405.0,378.0,498.0,133.0,0.0,3
6369,sfc_partitioner.h,1.0,5.0,0.0,29.0,24.0,39.0,2.0,2.0,2.0,1.0,6.0,1.0,5.0,0.0,1.0,2.0,91.0,29.0,19.0,10.0,4.0,39.0,0.0,5.0,6.0,7.0,5.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,2.05,3.0,3.0,4.0,2.0,0.0,14
6386,shanee_io.C,10.0,19.0,10.0,35.0,40.0,36.0,4.0,4.0,4.0,1.0,35.0,10.0,19.0,10.0,0.0,2.0,105.0,35.0,37.0,11.0,20.0,36.0,0.0,3.0,22.0,27.0,11.0,0.0,16.0,6.0,6.0,6.0,1.0,2.0,0.97,7.0,7.0,7.0,2.0,0.0,0
6387,shanee_io.h,0.0,3.0,0.0,18.0,18.0,41.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,77.0,18.0,13.0,9.0,0.0,41.0,0.0,5.0,5.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.15,1.0,1.0,1.0,1.0,0.0,0
6406,petsc_matrix.h,0.0,0.0,0.0,159.0,268.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.0,9.0,0.0,0.0,0.0,16.0,633.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
6411,steady_system.h,0.0,0.0,0.0,13.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,13.0,1.0,1.0,0.0,19.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,10
6418,GLOBAL.h,0.0,0.0,0.0,393.0,1724.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2331.0,393.0,1444.0,1444.0,0.0,319.0,30.0,273.0,184.0,184.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,2
6501,parameters.h,1.0,6.0,0.0,109.0,188.0,125.0,2.0,2.0,2.0,1.0,8.0,1.0,6.0,0.0,3.0,19.0,419.0,109.0,180.0,80.0,68.0,125.0,0.0,8.0,81.0,107.0,52.0,2.0,53.0,5.0,5.0,5.0,3.0,2.0,0.69,34.0,34.0,34.0,21.0,0.0,17
6539,libmesh_base.h,0.0,3.0,0.0,33.0,24.0,43.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,99.0,33.0,21.0,10.0,2.0,43.0,0.0,3.0,7.0,9.0,7.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.05,3.0,3.0,3.0,3.0,0.0,12
6560,edge_edge3.h,0.0,2.0,0.0,36.0,29.0,46.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,6.0,111.0,34.0,20.0,14.0,8.0,43.0,7.0,7.0,9.0,14.0,9.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,2.15,6.0,6.0,6.0,6.0,0.0,22
6569,petsc_vector.h,0.0,0.0,0.0,186.0,249.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,20.0,0.0,0.0,0.0,16.0,628.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
6586,face_quad9.h,0.0,2.0,0.0,43.0,37.0,75.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,6.0,155.0,40.0,25.0,19.0,8.0,68.0,15.0,7.0,13.0,19.0,14.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,2.72,6.0,6.0,6.0,6.0,0.0,21
6591,metis_partitioner.h,0.0,1.0,0.0,20.0,12.0,29.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,60.0,20.0,8.0,4.0,1.0,29.0,0.0,4.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.62,1.0,1.0,1.0,1.0,0.0,14
6632,eigen_system.C,0.0,0.0,0.0,55.0,71.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,7.0,0.0,0.0,0.0,17.0,140.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
6644,o_f_stream.h,0.0,0.0,0.0,41.0,32.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,24.0,0.0,0.0,0.0,39.0,73.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
6676,petsc_nonlinear_solver.h,0.0,0.0,0.0,32.0,40.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,11.0,0.0,0.0,0.0,19.0,82.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
6760,matlab_io.h,0.0,3.0,0.0,20.0,18.0,82.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,119.0,20.0,13.0,9.0,0.0,82.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.31,1.0,1.0,1.0,1.0,0.0,13
6762,enum_order.h,0.0,0.0,0.0,14.0,31.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,14.0,28.0,27.0,0.0,22.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,11
6826,gmsh_io.h,0.0,4.0,0.0,31.0,26.0,53.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,109.0,31.0,21.0,16.0,0.0,53.0,0.0,5.0,8.0,9.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.52,2.0,2.0,2.0,2.0,0.0,11
6840,sphere.h,1.0,4.0,2.0,48.0,49.0,132.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,2.0,1.0,6.0,223.0,48.0,43.0,29.0,14.0,132.0,0.0,6.0,27.0,32.0,26.0,0.0,6.0,2.0,2.0,2.0,1.0,0.0,3.07,7.0,7.0,7.0,6.0,0.0,11
6882,edge_inf_edge2.h,0.0,0.0,0.0,40.0,41.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,11.0,0.0,0.0,0.0,15.0,105.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
6893,quadrature_grid_3D.C,23.0,82.0,17.0,32.0,84.0,32.0,16.0,8.0,16.0,1.0,122.0,23.0,80.0,17.0,0.0,1.0,148.0,32.0,80.0,12.0,50.0,32.0,0.0,4.0,48.0,65.0,12.0,2.0,51.0,16.0,8.0,16.0,1.0,4.0,0.4,16.0,8.0,16.0,1.0,0.0,11
6894,quadrature_grid.h,0.0,3.0,0.0,32.0,25.0,32.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,89.0,32.0,21.0,14.0,5.0,32.0,0.0,4.0,7.0,9.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.52,3.0,3.0,3.0,3.0,0.0,11
6895,medit_io.h,0.0,5.0,0.0,30.0,41.0,57.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,3.0,127.0,30.0,36.0,27.0,3.0,57.0,0.0,5.0,11.0,13.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.58,3.0,3.0,3.0,3.0,0.0,14
6900,cell_inf.h,0.0,0.0,0.0,25.0,24.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,10.0,0.0,0.0,0.0,17.0,55.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
6942,xdr_cxx.h,0.0,1.0,0.0,100.0,98.0,232.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,29.0,430.0,83.0,59.0,55.0,43.0,190.0,76.0,26.0,107.0,136.0,55.0,0.0,81.0,2.0,2.0,2.0,1.0,0.0,3.22,55.0,55.0,57.0,29.0,0.0,20
6947,quadrature_2D.C,37.0,107.0,12.0,171.0,431.0,62.0,17.0,8.0,17.0,7.0,156.0,37.0,105.0,12.0,0.0,4.0,664.0,171.0,421.0,43.0,281.0,62.0,0.0,10.0,311.0,382.0,41.0,39.0,302.0,20.0,11.0,20.0,10.0,4.0,0.15,66.0,33.0,66.0,29.0,0.0,0
6970,unv_io.h,2.0,8.0,2.0,78.0,94.0,154.0,2.0,2.0,3.0,1.0,12.0,2.0,8.0,2.0,1.0,6.0,325.0,78.0,83.0,47.0,19.0,152.0,3.0,10.0,45.0,55.0,35.0,1.0,19.0,7.0,7.0,9.0,4.0,2.0,1.83,13.0,13.0,15.0,9.0,0.0,17
6978,petsc_linear_solver.h,0.0,0.0,0.0,40.0,76.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,11.0,0.0,0.0,0.0,21.0,169.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
6988,linear_partitioner.h,0.0,1.0,0.0,21.0,13.0,31.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,64.0,21.0,9.0,4.0,0.0,31.0,0.0,4.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.44,1.0,1.0,1.0,1.0,0.0,14
7008,laspack_matrix.h,0.0,0.0,0.0,117.0,189.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,9.0,0.0,0.0,0.0,16.0,476.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
7017,point_locator_list.h,0.0,0.0,0.0,33.0,21.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,127.0,33.0,16.0,11.0,1.0,73.0,0.0,5.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,0.0,0.0,12
7065,laspack_interface.h,0.0,0.0,0.0,35.0,41.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,9.0,0.0,0.0,0.0,16.0,94.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7111,linear_solver.C,8.0,28.0,1.0,24.0,34.0,21.0,1.0,2.0,1.0,1.0,37.0,8.0,14.0,1.0,0.0,1.0,79.0,24.0,16.0,4.0,7.0,21.0,10.0,8.0,7.0,9.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.31,1.0,2.0,1.0,1.0,0.0,19
7112,linear_solver.h,0.0,2.0,0.0,49.0,60.0,90.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,8.0,187.0,49.0,51.0,40.0,11.0,90.0,0.0,9.0,19.0,28.0,21.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,1.76,8.0,8.0,8.0,8.0,0.0,19
7113,laspack_linear_solver.h,0.0,0.0,0.0,35.0,65.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,9.0,0.0,0.0,0.0,16.0,121.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
7118,cell_pyramid.h,0.0,1.0,0.0,34.0,28.0,59.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,121.0,32.0,19.0,14.0,6.0,56.0,8.0,6.0,10.0,16.0,10.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,2.95,7.0,7.0,7.0,7.0,0.0,17
7122,point_locator_tree.h,0.0,0.0,0.0,34.0,22.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,34.0,18.0,13.0,1.0,64.0,0.0,4.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0,0.0,0.0,0.0,0.0,14
7144,ex15.C,20.0,42.0,35.0,130.0,240.0,232.0,1.0,1.0,1.0,1.0,96.0,2.0,8.0,2.0,0.0,5.0,590.0,42.0,53.0,30.0,19.0,67.0,417.0,24.0,22.0,28.0,17.0,1.0,10.0,2.0,2.0,2.0,1.0,0.0,1.26,6.0,6.0,6.0,5.0,0.0,3
7145,exact_solution.h,0.0,1.0,0.0,35.0,44.0,106.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,184.0,35.0,39.0,35.0,0.0,106.0,0.0,5.0,16.0,18.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.72,1.0,1.0,1.0,1.0,0.0,12
7165,elem_quality.h,0.0,0.0,0.0,16.0,14.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,16.0,7.0,7.0,1.0,36.0,0.0,7.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,10
7176,cell_tet4.h,0.0,2.0,0.0,38.0,32.0,64.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,6.0,134.0,35.0,21.0,15.0,8.0,57.0,15.0,6.0,10.0,15.0,10.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,2.71,6.0,6.0,6.0,6.0,0.0,21
7214,TECGLBL.h,0.0,0.0,0.0,9.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,9.0,3.0,3.0,0.0,25.0,7.0,16.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,2
7256,fe_base.h,0.0,3.0,0.0,188.0,207.0,439.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,29.0,834.0,169.0,168.0,120.0,43.0,378.0,97.0,22.0,111.0,146.0,99.0,0.0,47.0,3.0,3.0,3.0,1.0,2.0,2.25,35.0,35.0,35.0,29.0,0.0,22
7262,fe_type.C,1.0,9.0,0.0,9.0,12.0,17.0,2.0,2.0,2.0,1.0,10.0,1.0,9.0,0.0,0.0,1.0,38.0,9.0,9.0,2.0,5.0,17.0,0.0,3.0,2.0,4.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,1.89,2.0,2.0,2.0,1.0,0.0,10
7285,inf_fe_instantiate_1D.h,0.0,0.0,0.0,19.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,9.0,0.0,0.0,0.0,22.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7297,solver.h,0.0,3.0,1.0,54.0,62.0,90.0,1.0,1.0,1.0,1.0,4.0,0.0,3.0,1.0,1.0,10.0,205.0,54.0,56.0,34.0,10.0,90.0,0.0,6.0,22.0,31.0,22.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,1.61,10.0,10.0,10.0,10.0,0.0,6
7312,analytic_function.h,0.0,7.0,0.0,35.0,43.0,58.0,2.0,2.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,2.0,136.0,35.0,39.0,27.0,6.0,58.0,0.0,4.0,15.0,17.0,12.0,0.0,5.0,2.0,2.0,2.0,1.0,0.0,1.49,4.0,4.0,4.0,2.0,0.0,12
7323,TECUTILO.h,0.0,0.0,0.0,123.0,547.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,1.0,0.0,0.0,0.0,1.0,921.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
7338,patch_recovery_error_estimator.h,0.0,1.0,0.0,26.0,20.0,42.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,88.0,26.0,13.0,8.0,1.0,42.0,0.0,7.0,4.0,7.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.23,2.0,2.0,2.0,2.0,0.0,20
