index,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs,human_bugs
268,ArrayCwiseBinaryOps.h,0.0,6.0,0.0,18.0,78.0,115.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,0.0,7.0,211.0,18.0,70.0,39.0,11.0,115.0,2.0,6.0,12.0,47.0,38.0,0.0,9.0,1.0,1.0,2.0,1.0,0.0,1.64,7.0,7.0,9.0,7.0,0.0,0
270,ctaylor_math.hpp,1.0,14.0,0.0,44.0,325.0,17.0,2.0,2.0,2.0,1.0,14.0,1.0,10.0,0.0,0.0,22.0,386.0,44.0,249.0,106.0,114.0,17.0,45.0,31.0,120.0,153.0,64.0,0.0,89.0,4.0,4.0,4.0,3.0,2.0,0.07,33.0,33.0,33.0,24.0,0.0,0
271,tmath.hpp,0.0,13.0,0.0,28.0,308.0,46.0,3.0,3.0,3.0,1.0,13.0,0.0,13.0,0.0,0.0,22.0,382.0,28.0,297.0,82.0,178.0,46.0,1.0,11.0,170.0,240.0,66.0,0.0,174.0,8.0,5.0,9.0,8.0,2.0,0.15,69.0,63.0,75.0,29.0,0.0,0
272,cxx11-test-static_assert_fail_compile.cpp,0.0,5.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
273,cxx11-test-lambda.cpp,0.0,5.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
274,PolynomialSolver.h,0.0,9.0,0.0,42.0,222.0,127.0,2.0,2.0,2.0,1.0,9.0,0.0,9.0,0.0,3.0,18.0,389.0,42.0,214.0,79.0,74.0,127.0,0.0,8.0,88.0,126.0,60.0,0.0,66.0,6.0,6.0,6.0,1.0,4.0,0.59,32.0,32.0,32.0,18.0,0.0,0
275,loadquad_vil.c,0.0,22.0,0.0,32.0,313.0,16.0,4.0,4.0,4.0,1.0,22.0,0.0,22.0,0.0,0.0,14.0,359.0,32.0,305.0,44.0,213.0,16.0,0.0,8.0,230.0,289.0,44.0,0.0,245.0,9.0,9.0,10.0,4.0,4.0,0.05,59.0,59.0,62.0,27.0,0.0,0
276,host-input_c-example.c,0.0,2.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
277,SparseSparseProductWithPruning.h,1.0,12.0,4.0,22.0,94.0,36.0,2.0,2.0,2.0,1.0,18.0,1.0,12.0,4.0,0.0,5.0,149.0,22.0,91.0,47.0,29.0,36.0,0.0,3.0,51.0,63.0,36.0,0.0,27.0,6.0,6.0,6.0,1.0,3.0,0.4,10.0,10.0,10.0,5.0,0.0,0
278,pcm_nuclei.h,0.0,0.0,0.0,1.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,43.0,12.0,0.0,2.0,1.0,3.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0
