index,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
118,TemplateGroupTheory.h,0.0,0.0,0.0,48.0,368.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,48.0,365.0,294.0,24.0,263.0,0.0,3.0,76.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0
119,Yukawa.hpp,0.0,2.0,0.0,5.0,18.0,30.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,51.0,5.0,15.0,10.0,3.0,30.0,0.0,3.0,6.0,11.0,8.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2.00,3.0,3.0,3.0,3.0,0.0
120,SelfAdjointEigenSolver_LAPACKE.h,0.0,1.0,0.0,9.0,49.0,35.0,5.0,5.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,90.0,9.0,10.0,10.0,8.0,35.0,0.0,39.0,176.0,201.0,33.0,0.0,168.0,5.0,5.0,7.0,1.0,2.0,3.50,40.0,40.0,56.0,8.0,0.0
122,TensorSyclExtractFunctors.h,0.0,2.0,0.0,22.0,103.0,56.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,13.0,177.0,22.0,100.0,81.0,5.0,56.0,0.0,3.0,40.0,64.0,59.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.56,13.0,13.0,13.0,13.0,0.0
123,SparseMatrix.h,1.0,11.0,1.0,156.0,936.0,318.0,3.0,3.0,4.0,1.0,13.0,1.0,11.0,1.0,2.0,66.0,1403.0,156.0,909.0,325.0,453.0,306.0,19.0,21.0,499.0,716.0,319.0,0.0,397.0,21.0,21.0,28.0,4.0,4.0,0.34,190.0,190.0,231.0,73.0,0.0
125,r1updt.h,12.0,58.0,20.0,16.0,63.0,22.0,9.0,9.0,9.0,1.0,90.0,12.0,58.0,20.0,0.0,1.0,99.0,16.0,63.0,20.0,39.0,22.0,0.0,0.0,40.0,51.0,10.0,0.0,41.0,9.0,9.0,9.0,1.0,3.0,0.35,9.0,9.0,9.0,1.0,0.0
126,SpecialFunctionsArrayAPI.h,0.0,8.0,0.0,11.0,51.0,64.0,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,0.0,5.0,124.0,11.0,48.0,17.0,21.0,64.0,0.0,3.0,5.0,11.0,6.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.33,5.0,5.0,5.0,5.0,0.0
127,SplineFitting.h,6.0,29.0,2.0,61.0,246.0,125.0,3.0,3.0,4.0,1.0,37.0,6.0,29.0,2.0,0.0,7.0,430.0,61.0,236.0,106.0,107.0,125.0,0.0,10.0,129.0,153.0,69.0,0.0,84.0,11.0,11.0,14.0,6.0,4.0,0.53,23.0,23.0,26.0,12.0,0.0
131,SplineFwd.h,0.0,0.0,0.0,23.0,39.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,23.0,35.0,31.0,0.0,41.0,0.0,4.0,26.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0
134,fail-C_host.c,3.0,20.0,2.0,13.0,49.0,25.0,2.0,2.0,2.0,1.0,25.0,3.0,20.0,2.0,0.0,2.0,87.0,13.0,41.0,31.0,37.0,25.0,0.0,8.0,14.0,17.0,8.0,0.0,9.0,2.0,2.0,2.0,1.0,1.0,0.61,3.0,3.0,3.0,2.0,0.0
135,StdList.h,0.0,0.0,0.0,12.0,79.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,5.0,0.0,0.0,0.0,17.0,56.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
136,details.h,0.0,1.0,0.0,14.0,57.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,84.0,11.0,27.0,22.0,0.0,11.0,26.0,16.0,10.0,17.0,17.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.41,6.0,6.0,6.0,6.0,0.0
139,SparseLU_column_bmod.h,17.0,81.0,34.0,22.0,89.0,81.0,10.0,10.0,10.0,3.0,124.0,17.0,81.0,34.0,0.0,1.0,181.0,22.0,86.0,21.0,56.0,81.0,0.0,3.0,61.0,75.0,17.0,0.0,58.0,10.0,10.0,10.0,3.0,3.0,0.94,10.0,10.0,10.0,3.0,0.0
140,NonMPL2.h,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
141,LMqrsolv.h,10.0,48.0,22.0,27.0,105.0,60.0,7.0,7.0,8.0,4.0,80.0,10.0,48.0,22.0,0.0,2.0,188.0,27.0,102.0,38.0,55.0,60.0,0.0,3.0,75.0,91.0,22.0,1.0,68.0,8.0,8.0,9.0,6.0,4.0,0.59,14.0,14.0,16.0,9.0,0.0
142,NestByValue.h,0.0,3.0,0.0,20.0,67.0,25.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,13.0,110.0,20.0,64.0,34.0,13.0,25.0,0.0,3.0,17.0,47.0,34.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,0.39,13.0,13.0,13.0,13.0,0.0
143,Atom.cpp,2.0,79.0,2.0,22.0,409.0,37.0,1.0,1.0,1.0,1.0,84.0,2.0,79.0,2.0,0.0,5.0,465.0,22.0,404.0,15.0,386.0,37.0,0.0,5.0,370.0,379.0,13.0,0.0,366.0,2.0,2.0,2.0,1.0,0.0,0.09,6.0,6.0,6.0,5.0,0.0
