index,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
0,LoggerInterface.hpp,0.0,0.0,0.0,8.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,0.0,0.0,3.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Logger.hpp,0.0,6.0,0.0,13.0,64.0,24.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,7.0,99.0,13.0,56.0,22.0,23.0,24.0,0.0,8.0,25.0,36.0,15.0,0.0,21.0,2.0,2.0,2.0,1.0,1.0,0.43,10.0,10.0,10.0,7.0,0.0
2,Timer.hpp,0.0,5.0,0.0,19.0,108.0,69.0,1.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,1.0,10.0,192.0,19.0,71.0,24.0,25.0,64.0,28.0,15.0,33.0,44.0,22.0,0.0,22.0,1.0,1.0,1.0,1.0,0.0,0.9,10.0,10.0,10.0,10.0,0.0
3,QR.h,0.0,4.0,0.0,13.0,41.0,15.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,6.0,67.0,13.0,38.0,20.0,8.0,15.0,0.0,3.0,12.0,26.0,20.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,0.39,6.0,6.0,6.0,6.0,0.0
4,Amd.h,2.0,50.0,20.0,30.0,361.0,179.0,10.0,10.0,12.0,3.0,54.0,2.0,50.0,20.0,0.0,7.0,435.0,30.0,357.0,34.0,246.0,179.0,0.0,4.0,249.0,322.0,28.0,3.0,291.0,59.0,59.0,64.0,18.0,6.0,0.5,72.0,72.0,81.0,24.0,0.0
5,NonMPL2.h,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,JacobiSVD_MKL.h,0.0,1.0,0.0,9.0,51.0,36.0,10.0,10.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,92.0,9.0,10.0,10.0,8.0,36.0,0.0,41.0,232.0,265.0,81.0,0.0,184.0,10.0,10.0,10.0,1.0,1.0,3.6,80.0,80.0,80.0,8.0,0.0
7,MKL_support.h,0.0,0.0,0.0,19.0,59.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,6.0,0.0,0.0,0.0,32.0,61.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,SparseColEtree.h,2.0,28.0,7.0,18.0,122.0,77.0,5.0,5.0,5.0,2.0,34.0,2.0,28.0,7.0,0.0,4.0,204.0,18.0,119.0,31.0,69.0,77.0,0.0,3.0,76.0,98.0,25.0,0.0,73.0,11.0,11.0,12.0,4.0,3.0,0.65,20.0,20.0,21.0,10.0,0.0
9,BooleanRedux.h,0.0,4.0,0.0,19.0,104.0,34.0,1.0,1.0,2.0,1.0,4.0,0.0,4.0,0.0,0.0,10.0,154.0,19.0,101.0,56.0,16.0,34.0,0.0,3.0,33.0,70.0,52.0,0.0,18.0,5.0,5.0,8.0,5.0,4.0,0.34,14.0,14.0,19.0,14.0,0.0
10,CavityData.hpp,0.0,5.0,0.0,8.0,29.0,39.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,2.0,75.0,8.0,23.0,21.0,2.0,39.0,0.0,6.0,14.0,16.0,14.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.7,2.0,2.0,2.0,2.0,0.0
13,Molecule.hpp,0.0,1.0,0.0,18.0,67.0,108.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,14.0,191.0,18.0,56.0,53.0,15.0,108.0,0.0,11.0,43.0,58.0,44.0,0.0,14.0,1.0,1.0,1.0,1.0,0.0,1.93,14.0,14.0,14.0,14.0,0.0
14,plot_green_spherical.cpp,3.0,28.0,0.0,29.0,157.0,39.0,2.0,2.0,2.0,1.0,32.0,3.0,28.0,0.0,0.0,5.0,225.0,29.0,144.0,50.0,108.0,39.0,0.0,13.0,99.0,112.0,51.0,0.0,61.0,3.0,3.0,3.0,1.0,2.0,0.27,12.0,12.0,12.0,5.0,0.0
20,CollocationIntegrator.hpp,0.0,6.0,2.0,16.0,103.0,93.0,2.0,2.0,2.0,1.0,8.0,0.0,6.0,2.0,0.0,12.0,207.0,16.0,88.0,48.0,48.0,93.0,0.0,15.0,46.0,64.0,38.0,0.0,26.0,4.0,4.0,4.0,1.0,3.0,1.06,18.0,18.0,18.0,12.0,0.0
21,DerivativeTypes.hpp,0.0,0.0,0.0,7.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,7.0,6.0,6.0,0.0,25.0,0.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0
22,GeneralPurpose.hpp,0.0,10.0,0.0,6.0,62.0,22.0,2.0,2.0,2.0,1.0,10.0,0.0,10.0,0.0,0.0,4.0,89.0,6.0,43.0,17.0,22.0,22.0,0.0,19.0,20.0,32.0,10.0,2.0,20.0,3.0,3.0,3.0,1.0,2.0,0.51,9.0,9.0,9.0,4.0,0.0
23,OneLayerTanh.hpp,0.0,3.0,0.0,6.0,48.0,48.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,11.0,99.0,6.0,43.0,22.0,19.0,48.0,0.0,5.0,24.0,35.0,21.0,0.0,14.0,1.0,1.0,1.0,1.0,0.0,1.12,11.0,11.0,11.0,11.0,0.0
24,PhysicalConstants.hpp,0.0,7.0,2.0,13.0,50.0,55.0,2.0,1.0,2.0,1.0,10.0,0.0,7.0,2.0,0.0,6.0,117.0,13.0,45.0,10.0,25.0,55.0,0.0,5.0,20.0,31.0,10.0,0.0,21.0,5.0,2.0,5.0,1.0,1.0,1.22,10.0,7.0,10.0,6.0,0.0
25,SphericalDiffuse.hpp,1.0,10.0,2.0,38.0,222.0,195.0,2.0,2.0,2.0,1.0,12.0,1.0,10.0,2.0,1.0,20.0,445.0,38.0,209.0,85.0,135.0,195.0,0.0,13.0,152.0,187.0,80.0,0.0,107.0,6.0,6.0,6.0,1.0,2.0,0.93,33.0,33.0,33.0,20.0,0.0
26,UniformDielectric.hpp,0.0,3.0,0.0,12.0,50.0,53.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,9.0,114.0,12.0,39.0,15.0,10.0,53.0,0.0,11.0,12.0,21.0,11.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,1.36,9.0,9.0,9.0,9.0,0.0
28,HessenbergDecomposition.h,0.0,7.0,0.0,34.0,137.0,205.0,1.0,1.0,2.0,1.0,8.0,0.0,7.0,0.0,1.0,12.0,373.0,34.0,134.0,63.0,45.0,205.0,0.0,3.0,59.0,82.0,45.0,0.0,37.0,2.0,2.0,2.0,1.0,1.0,1.53,17.0,17.0,21.0,12.0,0.0
29,SparseLU_Utils.h,2.0,20.0,2.0,11.0,49.0,25.0,4.0,4.0,4.0,1.0,23.0,2.0,20.0,2.0,0.0,2.0,80.0,11.0,46.0,14.0,23.0,25.0,0.0,3.0,31.0,41.0,10.0,0.0,31.0,4.0,4.0,4.0,1.0,2.0,0.54,8.0,8.0,8.0,2.0,0.0
30,cxx11-test-class_override_final_fail_compile.cpp,0.0,3.0,0.0,4.0,21.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,5.0,25.0,4.0,21.0,10.0,5.0,0.0,0.0,0.0,11.0,15.0,10.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,1.0
