Name,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,Bugs
m_scf_history.f90,11.0,11.0,1.0,69.0,12.0,44.0,13.0,3.0,1.0,1.0,3.0,469.0,87.0,174.0,82.0,91.0,213.0,151.0,56.0,95.0,17.0,17.0,1.0,5.0,1.22,33.0,33.0,3.0,1.0
m_prcref.f90,23.0,23.0,1.0,215.0,23.0,137.0,58.0,13.0,1.0,1.0,11.0,3457.0,340.0,1822.0,484.0,1337.0,1346.0,1601.0,285.0,1316.0,78.0,78.0,5.0,6.0,0.74,306.0,306.0,21.0,1.0
m_ddb_hdr.f90,27.0,27.0,1.0,174.0,15.0,127.0,33.0,15.0,1.0,1.0,15.0,3355.0,311.0,1988.0,375.0,1612.0,1086.0,1836.0,260.0,1576.0,110.0,110.0,3.0,8.0,0.55,408.0,408.0,19.0,1.0
m_phpi.f90,13.0,13.0,6.0,208.0,44.0,125.0,43.0,3.0,1.0,1.0,3.0,795.0,155.0,419.0,180.0,206.0,238.0,325.0,108.0,217.0,37.0,37.0,17.0,6.0,0.57,40.0,40.0,19.0,1.0
defs_abitypes.f90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1848.0,228.0,1153.0,1152.0,0.0,660.0,1151.0,1151.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,1.0
nhatgrid.f90,11.0,11.0,0.0,72.0,9.0,53.0,10.0,3.0,0.0,1.0,1.0,293.0,33.0,162.0,58.0,103.0,102.0,146.0,32.0,114.0,33.0,33.0,1.0,5.0,0.63,33.0,33.0,1.0,1.0
m_exc_build.f90,59.0,59.0,11.0,562.0,71.0,385.0,136.0,4.0,1.0,1.0,4.0,2570.0,308.0,1575.0,412.0,1047.0,815.0,1258.0,192.0,1066.0,175.0,175.0,23.0,11.0,0.52,236.0,236.0,44.0,1.0
m_abiimages.f90,2.0,2.0,1.0,31.0,9.0,12.0,10.0,2.0,1.0,1.0,2.0,214.0,41.0,46.0,35.0,10.0,129.0,42.0,32.0,10.0,2.0,2.0,1.0,1.0,2.8,4.0,4.0,2.0,1.0
invars2.f90,821.0,821.0,5.0,3037.0,588.0,2286.0,186.0,1.0,0.0,1.0,1.0,3107.0,591.0,2288.0,121.0,2112.0,253.0,2588.0,43.0,2545.0,821.0,821.0,5.0,7.0,0.11,821.0,821.0,5.0,1.0
mrgddb.f90,17.0,17.0,6.0,212.0,36.0,134.0,43.0,1.0,0.0,1.0,1.0,265.0,39.0,136.0,33.0,101.0,93.0,122.0,26.0,96.0,17.0,17.0,6.0,4.0,0.68,17.0,17.0,6.0,1.0
indefo.f90,34.0,34.0,1.0,850.0,37.0,695.0,134.0,1.0,0.0,1.0,1.0,896.0,40.0,697.0,16.0,650.0,177.0,680.0,13.0,667.0,34.0,34.0,1.0,3.0,0.25,34.0,34.0,1.0,1.0
m_ptgroups.f90,8.0,6.0,2.0,55.0,10.0,32.0,12.0,15.0,1.0,1.0,15.0,1286.0,220.0,555.0,226.0,328.0,525.0,523.0,183.0,340.0,35.0,27.0,19.0,5.0,0.95,129.0,98.0,39.0,1.0
m_gpu_detect.f90,3.0,3.0,2.0,59.0,12.0,31.0,19.0,2.0,1.0,1.0,2.0,221.0,41.0,77.0,30.0,15.0,114.0,46.0,27.0,19.0,6.0,6.0,3.0,2.0,1.48,7.0,7.0,4.0,1.0
impurity_solve.f90,10.0,10.0,0.0,129.0,18.0,66.0,49.0,2.0,0.0,1.0,1.0,304.0,40.0,135.0,39.0,95.0,140.0,123.0,35.0,88.0,20.0,20.0,1.0,3.0,1.04,20.0,20.0,1.0,1.0
m_gwls_Projected_AT.f90,22.0,22.0,1.0,413.0,122.0,209.0,130.0,1.0,1.0,1.0,1.0,503.0,137.0,231.0,72.0,158.0,185.0,210.0,57.0,153.0,22.0,22.0,1.0,4.0,0.8,22.0,22.0,1.0,1.0
m_bspline.f90,13.0,13.0,2.0,108.0,18.0,63.0,26.0,20.0,1.0,1.0,20.0,2349.0,455.0,1293.0,311.0,981.0,608.0,1251.0,270.0,981.0,53.0,53.0,13.0,7.0,0.47,277.0,277.0,59.0,1.0
posdoppler.f90,102.0,102.0,8.0,591.0,54.0,491.0,69.0,3.0,0.0,1.0,1.0,1583.0,150.0,1235.0,284.0,950.0,262.0,1031.0,113.0,918.0,200.0,200.0,23.0,22.0,0.21,308.0,308.0,24.0,1.0
multibinit.f90,38.0,38.0,1.0,491.0,78.0,292.0,123.0,1.0,0.0,1.0,1.0,535.0,81.0,294.0,53.0,239.0,164.0,244.0,45.0,199.0,38.0,38.0,1.0,5.0,0.56,38.0,38.0,1.0,1.0
m_cgtools.f90,9.0,9.0,1.0,79.0,13.0,48.0,19.0,50.0,1.0,1.0,50.0,5600.0,803.0,2458.0,600.0,1792.0,2421.0,2332.0,503.0,1829.0,65.0,65.0,12.0,8.0,0.98,491.0,491.0,61.0,1.0
pawdenpot.f90,81.0,81.0,0.0,466.0,50.0,363.0,65.0,2.0,0.0,1.0,1.0,1030.0,103.0,729.0,132.0,596.0,226.0,650.0,56.0,594.0,163.0,163.0,1.0,7.0,0.31,163.0,163.0,1.0,1.0
calc_ucrpa.f90,21.0,21.0,2.0,254.0,31.0,141.0,83.0,6.0,0.0,1.0,6.0,1256.0,143.0,639.0,141.0,496.0,484.0,637.0,99.0,538.0,78.0,76.0,6.0,5.0,0.76,129.0,127.0,13.0,1.0
m_pred_diisrelax.f90,53.0,53.0,1.0,521.0,64.0,257.0,200.0,1.0,1.0,1.0,1.0,613.0,76.0,272.0,68.0,203.0,267.0,240.0,44.0,196.0,53.0,53.0,1.0,5.0,0.98,53.0,53.0,1.0,1.0
optic.f90,51.0,51.0,8.0,732.0,88.0,546.0,119.0,1.0,0.0,1.0,1.0,812.0,91.0,548.0,132.0,316.0,196.0,394.0,73.0,321.0,51.0,51.0,8.0,6.0,0.36,51.0,51.0,8.0,1.0
m_dens.f90,28.0,28.0,5.0,254.0,37.0,167.0,55.0,6.0,1.0,1.0,6.0,1785.0,251.0,1024.0,182.0,841.0,553.0,959.0,148.0,811.0,69.0,69.0,9.0,9.0,0.54,173.0,173.0,30.0,1.0
fock_ACE_getghc.f90,6.0,6.0,1.0,102.0,20.0,54.0,32.0,1.0,0.0,1.0,1.0,147.0,23.0,56.0,27.0,28.0,74.0,48.0,19.0,29.0,6.0,6.0,1.0,2.0,1.32,6.0,6.0,1.0,1.0
anaddb.f90,75.0,75.0,1.0,897.0,169.0,549.0,192.0,1.0,0.0,1.0,1.0,943.0,172.0,551.0,113.0,395.0,235.0,459.0,76.0,383.0,75.0,75.0,1.0,6.0,0.43,75.0,75.0,1.0,1.0
m_wfd.f90,8.0,8.0,1.0,74.0,14.0,43.0,17.0,64.0,1.0,1.0,64.0,7347.0,1214.0,2976.0,1166.0,1811.0,3324.0,2782.0,886.0,1896.0,35.0,35.0,6.0,8.0,1.12,537.0,529.0,85.0,1.0
m_ptg_D3d.f90,2.0,2.0,1.0,168.0,11.0,145.0,12.0,1.0,1.0,1.0,1.0,218.0,20.0,150.0,25.0,124.0,50.0,139.0,14.0,125.0,2.0,2.0,1.0,1.0,0.33,2.0,2.0,1.0,1.0
fourdp.f90,13.0,13.0,1.0,84.0,11.0,57.0,16.0,4.0,0.0,1.0,1.0,408.0,50.0,233.0,49.0,183.0,132.0,219.0,32.0,187.0,55.0,55.0,4.0,6.0,0.57,55.0,55.0,4.0,1.0
m_results_respfn.f90,5.0,5.0,3.0,42.0,7.0,21.0,14.0,2.0,1.0,1.0,2.0,211.0,37.0,59.0,31.0,27.0,119.0,49.0,27.0,22.0,8.0,8.0,5.0,4.0,2.02,11.0,11.0,6.0,1.0
m_pred_verlet.f90,70.0,70.0,1.0,479.0,51.0,326.0,102.0,1.0,1.0,1.0,1.0,578.0,63.0,340.0,61.0,278.0,177.0,301.0,39.0,262.0,70.0,70.0,1.0,5.0,0.52,70.0,70.0,1.0,1.0
m_ptg_C1.f90,2.0,2.0,1.0,46.0,6.0,28.0,12.0,1.0,1.0,1.0,1.0,93.0,12.0,33.0,20.0,12.0,50.0,27.0,14.0,13.0,2.0,2.0,1.0,1.0,1.52,2.0,2.0,1.0,1.0
getgsc.f90,12.0,12.0,3.0,135.0,24.0,89.0,24.0,1.0,0.0,1.0,1.0,197.0,27.0,91.0,38.0,52.0,83.0,88.0,25.0,63.0,12.0,12.0,3.0,2.0,0.91,12.0,12.0,3.0,1.0
setup_positron.f90,73.0,73.0,0.0,352.0,23.0,280.0,54.0,2.0,0.0,1.0,1.0,815.0,50.0,562.0,133.0,428.0,215.0,512.0,90.0,422.0,146.0,146.0,1.0,7.0,0.38,146.0,146.0,1.0,1.0
dotprodm_sumdiag_cgcprj.f90,28.0,28.0,1.0,193.0,31.0,138.0,30.0,1.0,0.0,1.0,1.0,270.0,34.0,140.0,37.0,102.0,104.0,117.0,25.0,92.0,28.0,28.0,1.0,9.0,0.74,28.0,28.0,1.0,1.0
m_ptg_D6h.f90,2.0,2.0,1.0,449.0,19.0,415.0,15.0,1.0,1.0,1.0,1.0,499.0,28.0,420.0,31.0,388.0,53.0,403.0,14.0,389.0,2.0,2.0,1.0,1.0,0.13,2.0,2.0,1.0,1.0
mrggkk.f90,48.0,48.0,1.0,397.0,68.0,261.0,75.0,1.0,0.0,1.0,1.0,449.0,71.0,263.0,50.0,209.0,124.0,233.0,30.0,203.0,48.0,48.0,1.0,8.0,0.47,48.0,48.0,1.0,1.0
m_respfn_driver.f90,145.0,145.0,1.0,876.0,87.0,681.0,120.0,4.0,1.0,1.0,4.0,3916.0,369.0,2790.0,483.0,2291.0,809.0,2342.0,226.0,2116.0,292.0,292.0,1.0,10.0,0.29,580.0,580.0,4.0,1.0
m_ptg_D3h.f90,2.0,2.0,1.0,168.0,11.0,145.0,12.0,1.0,1.0,1.0,1.0,218.0,20.0,150.0,25.0,124.0,50.0,139.0,14.0,125.0,2.0,2.0,1.0,1.0,0.33,2.0,2.0,1.0,1.0
m_ga.f90,1.0,1.0,1.0,25.0,7.0,10.0,8.0,3.0,1.0,1.0,3.0,226.0,41.0,53.0,37.0,15.0,142.0,49.0,34.0,15.0,2.0,2.0,1.0,1.0,2.68,5.0,5.0,3.0,1.0
m_pred_srkna14.f90,15.0,15.0,1.0,219.0,41.0,126.0,55.0,1.0,1.0,1.0,1.0,308.0,53.0,139.0,35.0,103.0,121.0,134.0,34.0,100.0,15.0,15.0,1.0,3.0,0.87,15.0,15.0,1.0,1.0
leave_new.f90,5.0,5.0,1.0,49.0,12.0,26.0,11.0,1.0,0.0,1.0,1.0,94.0,16.0,28.0,12.0,15.0,52.0,28.0,11.0,17.0,5.0,5.0,1.0,1.0,1.86,5.0,5.0,1.0,1.0
m_iogkk.f90,16.0,16.0,3.0,169.0,31.0,101.0,44.0,11.0,1.0,1.0,11.0,2301.0,382.0,1141.0,324.0,816.0,861.0,991.0,231.0,760.0,70.0,70.0,18.0,8.0,0.75,181.0,181.0,37.0,1.0
m_initcuda.f90,2.0,2.0,1.0,50.0,7.0,27.0,17.0,9.0,1.0,1.0,9.0,644.0,97.0,239.0,89.0,33.0,324.0,124.0,79.0,45.0,8.0,8.0,3.0,4.0,1.36,21.0,21.0,11.0,1.0
m_lobpcg2.f90,5.0,4.0,1.0,64.0,10.0,40.0,14.0,16.0,1.0,1.0,18.0,1197.0,222.0,743.0,269.0,444.0,290.0,709.0,253.0,456.0,43.0,31.0,7.0,4.0,0.39,93.0,76.0,24.0,1.0
m_ptg_C4h.f90,2.0,2.0,1.0,172.0,13.0,147.0,12.0,1.0,1.0,1.0,1.0,222.0,22.0,152.0,27.0,124.0,50.0,139.0,14.0,125.0,2.0,2.0,1.0,1.0,0.33,2.0,2.0,1.0,1.0
m_effective_potential.f90,10.0,10.0,1.0,117.0,18.0,76.0,23.0,24.0,1.0,1.0,24.0,3934.0,564.0,1908.0,432.0,1383.0,1487.0,1546.0,352.0,1194.0,49.0,47.0,1.0,9.0,0.78,249.0,245.0,24.0,1.0
m_ifc.f90,14.0,14.0,3.0,135.0,21.0,88.0,28.0,20.0,1.0,1.0,20.0,3618.0,549.0,1852.0,582.0,1208.0,1281.0,1659.0,410.0,1249.0,54.0,54.0,8.0,6.0,0.69,281.0,280.0,63.0,1.0
m_bfgs.f90,9.0,9.0,1.0,100.0,15.0,50.0,35.0,3.0,1.0,1.0,3.0,461.0,65.0,167.0,64.0,102.0,236.0,152.0,52.0,100.0,14.0,14.0,1.0,5.0,1.41,27.0,27.0,3.0,1.0
m_drivexc.f90,42.0,38.0,1.0,211.0,18.0,166.0,31.0,7.0,1.0,1.0,7.0,1961.0,157.0,1185.0,169.0,1015.0,661.0,1032.0,100.0,932.0,161.0,159.0,1.0,6.0,0.56,300.0,266.0,7.0,1.0
m_tddft.f90,146.0,146.0,1.0,1567.0,207.0,1025.0,367.0,1.0,1.0,1.0,1.0,1701.0,220.0,1048.0,152.0,704.0,467.0,717.0,81.0,636.0,146.0,146.0,1.0,8.0,0.45,146.0,146.0,1.0,1.0
berryphase_new.f90,168.0,168.0,14.0,1560.0,232.0,962.0,433.0,1.0,0.0,1.0,1.0,1670.0,235.0,964.0,195.0,768.0,540.0,781.0,88.0,693.0,168.0,168.0,14.0,10.0,0.56,168.0,168.0,14.0,1.0
m_iterators.f90,2.0,2.0,1.0,28.0,7.0,11.0,8.0,10.0,1.0,1.0,10.0,654.0,139.0,178.0,127.0,44.0,349.0,173.0,121.0,52.0,7.0,7.0,1.0,2.0,1.96,23.0,23.0,10.0,1.0
m_ab7_symmetry.f90,5.0,5.0,1.0,36.0,7.0,22.0,6.0,31.0,1.0,1.0,31.0,1282.0,290.0,775.0,297.0,477.0,219.0,786.0,266.0,520.0,21.0,21.0,5.0,3.0,0.28,166.0,166.0,49.0,1.0
pawuj_det.f90,18.0,18.0,4.0,201.0,31.0,137.0,38.0,3.0,0.0,2.0,2.0,688.0,99.0,413.0,102.0,310.0,193.0,351.0,52.0,299.0,41.0,41.0,7.0,4.0,0.47,54.0,54.0,13.0,1.0
m_symfind.f90,68.0,67.0,11.0,422.0,40.0,285.0,104.0,5.0,1.0,1.0,5.0,2412.0,224.0,1447.0,169.0,1277.0,786.0,1424.0,119.0,1305.0,156.0,156.0,22.0,7.0,0.54,343.0,338.0,58.0,1.0
multithreaded_getghc.f90,7.0,7.0,1.0,125.0,14.0,80.0,35.0,1.0,0.0,1.0,1.0,205.0,18.0,82.0,34.0,38.0,111.0,63.0,31.0,32.0,7.0,7.0,1.0,3.0,1.35,7.0,7.0,1.0,1.0
fock_getghc.f90,22.0,22.0,2.0,215.0,26.0,145.0,48.0,3.0,0.0,1.0,1.0,694.0,83.0,437.0,123.0,311.0,190.0,370.0,50.0,320.0,67.0,67.0,6.0,8.0,0.43,67.0,67.0,6.0,1.0
m_sigma_driver.f90,81.0,80.0,5.0,725.0,96.0,474.0,178.0,5.0,1.0,1.0,5.0,3973.0,504.0,2450.0,611.0,1805.0,1136.0,2047.0,266.0,1781.0,258.0,255.0,14.0,8.0,0.46,405.0,401.0,27.0,1.0
m_dtset.f90,24.0,24.0,1.0,250.0,26.0,194.0,32.0,8.0,1.0,1.0,8.0,2313.0,242.0,1576.0,212.0,1359.0,520.0,1448.0,97.0,1351.0,70.0,70.0,5.0,7.0,0.33,197.0,197.0,14.0,1.0
m_extraprho.f90,54.0,54.0,6.0,474.0,56.0,325.0,97.0,2.0,1.0,1.0,2.0,1127.0,127.0,678.0,176.0,501.0,334.0,570.0,87.0,483.0,55.0,55.0,12.0,10.0,0.49,108.0,108.0,13.0,1.0
m_ptg_O.f90,2.0,2.0,1.0,220.0,10.0,198.0,12.0,1.0,1.0,1.0,1.0,270.0,19.0,203.0,24.0,178.0,50.0,193.0,14.0,179.0,2.0,2.0,1.0,1.0,0.25,2.0,2.0,1.0,1.0
atomden.f90,40.0,40.0,6.0,362.0,31.0,268.0,77.0,1.0,0.0,1.0,1.0,443.0,34.0,270.0,61.0,208.0,155.0,237.0,34.0,203.0,40.0,40.0,6.0,7.0,0.57,40.0,40.0,6.0,1.0
m_pred_isothermal.f90,27.0,27.0,1.0,258.0,25.0,160.0,74.0,4.0,1.0,1.0,4.0,1239.0,124.0,656.0,126.0,529.0,466.0,622.0,98.0,524.0,50.0,50.0,1.0,4.0,0.71,110.0,110.0,4.0,1.0
m_vtorhotf.f90,4.0,4.0,1.0,136.0,18.0,73.0,44.0,19.0,1.0,1.0,19.0,1626.0,215.0,744.0,353.0,390.0,669.0,597.0,214.0,383.0,6.0,6.0,1.0,2.0,0.9,90.0,90.0,19.0,1.0
m_harmonic_thermo.f90,123.0,123.0,31.0,914.0,132.0,678.0,137.0,1.0,1.0,1.0,1.0,1011.0,144.0,699.0,134.0,564.0,203.0,562.0,62.0,500.0,123.0,123.0,31.0,9.0,0.29,123.0,123.0,31.0,1.0
m_tdep_abitypes.f90,9.0,9.0,3.0,79.0,8.0,58.0,14.0,6.0,1.0,1.0,6.0,532.0,64.0,380.0,130.0,251.0,101.0,356.0,106.0,250.0,30.0,30.0,18.0,9.0,0.27,55.0,55.0,23.0,1.0
vdw_kernelgen.f90,1.0,1.0,1.0,150.0,31.0,76.0,43.0,1.0,0.0,1.0,1.0,191.0,34.0,78.0,3.0,0.0,81.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.04,1.0,1.0,1.0,1.0
m_spin_model.f90,1.0,1.0,1.0,21.0,4.0,9.0,7.0,11.0,1.0,1.0,11.0,580.0,71.0,140.0,80.0,59.0,371.0,115.0,59.0,56.0,4.0,4.0,1.0,2.0,2.65,15.0,15.0,11.0,1.0
m_mpi_setup.f90,82.0,82.0,14.0,479.0,59.0,351.0,79.0,4.0,1.0,1.0,4.0,2098.0,251.0,1427.0,204.0,1190.0,465.0,1387.0,108.0,1279.0,162.0,162.0,42.0,8.0,0.33,331.0,331.0,59.0,1.0
m_newvtr.f90,71.0,71.0,1.0,494.0,51.0,382.0,65.0,1.0,1.0,1.0,1.0,668.0,61.0,390.0,116.0,271.0,223.0,334.0,70.0,264.0,71.0,71.0,1.0,6.0,0.57,71.0,71.0,1.0,1.0
m_gwls_GenerateEpsilon.f90,6.0,6.0,1.0,207.0,65.0,125.0,42.0,3.0,1.0,1.0,5.0,775.0,215.0,404.0,174.0,229.0,236.0,325.0,115.0,210.0,8.0,8.0,1.0,4.0,0.58,18.0,18.0,3.0,1.0
dfpt_mkvxcstr.f90,14.0,14.0,0.0,92.0,15.0,65.0,15.0,2.0,0.0,1.0,1.0,250.0,34.0,132.0,40.0,91.0,92.0,119.0,27.0,92.0,28.0,28.0,1.0,4.0,0.7,28.0,28.0,1.0,1.0
m_ptg_D2.f90,2.0,2.0,1.0,88.0,9.0,67.0,12.0,1.0,1.0,1.0,1.0,139.0,19.0,72.0,23.0,48.0,50.0,63.0,14.0,49.0,2.0,2.0,1.0,1.0,0.69,2.0,2.0,1.0,1.0
m_xcpbe.f90,125.0,125.0,13.0,5037.0,709.0,3120.0,1221.0,1.0,1.0,1.0,1.0,5182.0,721.0,3132.0,103.0,3028.0,1344.0,2891.0,80.0,2811.0,125.0,125.0,13.0,7.0,0.43,125.0,125.0,13.0,1.0
m_sigmaph.f90,20.0,20.0,3.0,217.0,30.0,136.0,55.0,9.0,1.0,1.0,9.0,2458.0,355.0,1327.0,398.0,725.0,826.0,1012.0,244.0,768.0,76.0,76.0,16.0,8.0,0.62,180.0,180.0,29.0,1.0
m_spacepar.f90,17.0,17.0,1.0,149.0,22.0,95.0,36.0,12.0,1.0,1.0,10.0,2244.0,300.0,1167.0,293.0,873.0,840.0,1113.0,199.0,914.0,45.0,45.0,13.0,12.0,0.72,215.0,215.0,22.0,1.0
m_phgamma.f90,14.0,14.0,2.0,147.0,24.0,94.0,35.0,29.0,1.0,1.0,29.0,5244.0,840.0,2803.0,908.0,1626.0,1761.0,2288.0,586.0,1702.0,85.0,85.0,13.0,9.0,0.63,426.0,420.0,66.0,1.0
m_xfpack.f90,10.0,10.0,1.0,122.0,21.0,60.0,41.0,5.0,1.0,1.0,5.0,833.0,127.0,324.0,110.0,213.0,388.0,285.0,93.0,192.0,20.0,20.0,1.0,5.0,1.2,54.0,54.0,5.0,1.0
m_ptg_D6.f90,2.0,2.0,1.0,168.0,11.0,145.0,12.0,1.0,1.0,1.0,1.0,218.0,20.0,150.0,25.0,124.0,50.0,139.0,14.0,125.0,2.0,2.0,1.0,1.0,0.33,2.0,2.0,1.0,1.0
m_contistr01.f90,12.0,12.0,1.0,1694.0,12.0,1652.0,30.0,1.0,1.0,1.0,1.0,1754.0,17.0,1657.0,19.0,1637.0,82.0,917.0,16.0,901.0,12.0,12.0,1.0,2.0,0.05,12.0,12.0,1.0,1.0
mkcore_wvl.f90,0.0,0.0,0.0,131.0,18.0,91.0,24.0,6.0,0.0,2.0,2.0,911.0,117.0,555.0,67.0,6.0,260.0,59.0,55.0,4.0,2.0,2.0,1.0,1.0,0.47,4.0,4.0,2.0,1.0
calc_optical_mels.f90,11.0,11.0,4.0,139.0,26.0,75.0,44.0,2.0,0.0,1.0,2.0,296.0,48.0,140.0,62.0,77.0,123.0,131.0,49.0,82.0,20.0,20.0,8.0,1.0,0.88,22.0,22.0,9.0,1.0
m_pimd_langevin.f90,24.0,24.0,1.0,313.0,53.0,198.0,68.0,2.0,1.0,1.0,2.0,791.0,121.0,412.0,128.0,283.0,272.0,337.0,60.0,277.0,27.0,27.0,1.0,4.0,0.66,49.0,49.0,2.0,1.0
m_xc_noncoll.f90,17.0,17.0,1.0,225.0,40.0,143.0,59.0,4.0,1.0,1.0,4.0,1110.0,187.0,591.0,87.0,503.0,412.0,604.0,79.0,525.0,30.0,29.0,1.0,7.0,0.7,69.0,68.0,4.0,1.0
m_psxml2ab.f90,1.0,1.0,1.0,17.0,6.0,6.0,5.0,1.0,1.0,2.0,1.0,435.0,59.0,279.0,16.0,0.0,100.0,14.0,14.0,0.0,1.0,1.0,1.0,0.0,0.36,1.0,1.0,1.0,1.0
