index,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
0,Action_Bounds.h,0.0,1.0,0.0,0.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,27.0,0.0,18.0,15.0,1.0,1.0,2.0,6.0,15.0,16.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.06,1.0,1.0,1.0,1.0,0.0
1,Action.h,0.0,1.0,0.0,0.0,30.0,42.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,62.0,0.0,18.0,16.0,4.0,36.0,7.0,8.0,6.0,9.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,3.0,0.0
2,CpptrajFile.h,0.0,1.0,0.0,2.0,73.0,44.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,17.0,105.0,2.0,61.0,57.0,18.0,43.0,4.0,10.0,57.0,74.0,57.0,0.0,17.0,1.0,1.0,1.0,1.0,0.0,0.7,17.0,17.0,17.0,17.0,3.0
3,version.c,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,Exec_SequenceAlign.h,0.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,12.0,0.0,7.0,5.0,1.0,1.0,0.0,4.0,4.0,6.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14,2.0,2.0,2.0,2.0,0.0
5,Exec.h,0.0,1.0,0.0,0.0,12.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,17.0,0.0,7.0,5.0,1.0,5.0,0.0,5.0,3.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.71,2.0,2.0,2.0,2.0,0.0
6,AtomMap.h,0.0,1.0,0.0,2.0,31.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,40.0,2.0,26.0,23.0,3.0,8.0,0.0,5.0,23.0,26.0,23.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.31,3.0,3.0,3.0,3.0,1.0
7,MapAtom.h,0.0,1.0,0.0,2.0,40.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,19.0,43.0,2.0,36.0,33.0,19.0,9.0,0.0,4.0,34.0,53.0,33.0,0.0,20.0,1.0,1.0,1.0,1.0,0.0,0.25,19.0,19.0,19.0,19.0,1.0
8,Topology.h,0.0,1.0,0.0,6.0,177.0,47.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,50.0,218.0,6.0,163.0,150.0,53.0,47.0,0.0,14.0,151.0,202.0,150.0,0.0,52.0,2.0,2.0,2.0,1.0,1.0,0.29,51.0,51.0,51.0,50.0,6.0
9,FileIO_Std.h,0.0,1.0,0.0,0.0,25.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,27.0,0.0,20.0,17.0,3.0,4.0,0.0,5.0,17.0,20.0,17.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.2,3.0,3.0,3.0,3.0,0.0
