index,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
0,Action_Bounds.h,0.0,1.0,0.0,0.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0.0,24.0,21.0,1.0,1.0,2.0,6.0,21.0,22.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04,1.0,1.0,1.0,1.0,0.0
1,Action.h,0.0,1.0,0.0,0.0,30.0,42.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,62.0,0.0,18.0,16.0,4.0,36.0,7.0,8.0,6.0,9.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.00,3.0,3.0,3.0,3.0,0.0
2,FileName.h,0.0,1.0,0.0,1.0,61.0,23.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,14.0,78.0,1.0,53.0,47.0,12.0,22.0,2.0,7.0,43.0,58.0,46.0,0.0,12.0,1.0,1.0,1.0,1.0,0.0,0.42,14.0,14.0,14.0,14.0,0.0
3,version.c,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00,0.0,0.0,0.0,0.0,0.0
4,Exec_SequenceAlign.h,0.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,12.0,0.0,7.0,5.0,1.0,1.0,0.0,4.0,4.0,6.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14,2.0,2.0,2.0,2.0,0.0
5,Exec.h,0.0,1.0,0.0,0.0,12.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,17.0,0.0,7.0,5.0,1.0,5.0,0.0,5.0,3.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.71,2.0,2.0,2.0,2.0,0.0
6,AtomMap.h,0.0,1.0,0.0,2.0,31.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,40.0,2.0,26.0,23.0,3.0,8.0,0.0,5.0,23.0,26.0,23.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.31,3.0,3.0,3.0,3.0,0.0
7,MapAtom.h,0.0,1.0,0.0,2.0,42.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,20.0,45.0,2.0,38.0,35.0,20.0,10.0,0.0,4.0,36.0,56.0,35.0,0.0,21.0,1.0,1.0,1.0,1.0,0.0,0.26,20.0,20.0,20.0,20.0,0.0
8,Topology.h,0.0,1.0,0.0,6.0,212.0,54.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,70.0,259.0,6.0,198.0,183.0,71.0,54.0,0.0,14.0,177.0,249.0,179.0,0.0,70.0,2.0,2.0,2.0,1.0,1.0,0.27,71.0,71.0,71.0,70.0,0.0
9,FileIO_Std.h,0.0,1.0,0.0,0.0,25.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,27.0,0.0,20.0,17.0,3.0,4.0,0.0,5.0,17.0,20.0,17.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.20,3.0,3.0,3.0,3.0,0.0
11,FileIO.h,0.0,1.0,0.0,0.0,21.0,27.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,47.0,0.0,17.0,15.0,12.0,27.0,0.0,4.0,14.0,15.0,15.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.59,1.0,1.0,1.0,1.0,0.0
12,ProgressBar.h,0.0,1.0,0.0,0.0,30.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,32.0,0.0,27.0,21.0,2.0,2.0,0.0,3.0,19.0,24.0,21.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,0.07,5.0,5.0,5.0,4.0,0.0
13,DataIO_Xplor.h,0.0,1.0,0.0,0.0,21.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,22.0,0.0,17.0,14.0,3.0,2.0,0.0,4.0,11.0,15.0,12.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.12,4.0,4.0,4.0,4.0,0.0
14,DataIO.h,0.0,1.0,0.0,0.0,43.0,25.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,9.0,59.0,0.0,36.0,32.0,13.0,25.0,0.0,7.0,32.0,41.0,31.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,0.69,9.0,9.0,9.0,9.0,0.0
15,Action_SetVelocity.h,0.0,1.0,0.0,3.0,28.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,32.0,3.0,22.0,19.0,1.0,6.0,0.0,6.0,18.0,20.0,19.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.27,2.0,2.0,2.0,2.0,0.0
16,Random.h,0.0,1.0,0.0,0.0,24.0,37.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,61.0,0.0,21.0,17.0,2.0,37.0,0.0,3.0,17.0,19.0,17.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.76,2.0,2.0,2.0,2.0,0.0
17,Constraints.h,0.0,2.0,0.0,2.0,44.0,8.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,7.0,48.0,2.0,39.0,29.0,8.0,8.0,0.0,5.0,28.0,36.0,29.0,0.0,7.0,2.0,2.0,2.0,1.0,1.0,0.21,8.0,8.0,8.0,7.0,0.0
18,Exec_UpdateParameters.cpp,1.0,33.0,2.0,8.0,168.0,12.0,6.0,6.0,6.0,5.0,36.0,1.0,33.0,2.0,0.0,5.0,188.0,8.0,165.0,33.0,108.0,12.0,0.0,3.0,92.0,120.0,33.0,0.0,87.0,21.0,21.0,21.0,21.0,4.0,0.07,28.0,28.0,28.0,25.0,0.0
19,Exec_UpdateParameters.h,0.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,12.0,0.0,7.0,5.0,1.0,1.0,0.0,4.0,4.0,6.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14,2.0,2.0,2.0,2.0,0.0
20,CpptrajStdio.h,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,12.0,0.0,9.0,0.0,3.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
21,DataSet_Parameters.h,0.0,1.0,0.0,2.0,40.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,16.0,45.0,2.0,30.0,27.0,16.0,3.0,1.0,9.0,27.0,43.0,27.0,0.0,16.0,1.0,1.0,1.0,1.0,0.0,0.10,16.0,16.0,16.0,16.0,0.0
22,Analysis_TI.cpp,1.0,44.0,4.0,18.0,491.0,60.0,11.0,11.0,11.0,4.0,48.0,1.0,44.0,4.0,0.0,11.0,560.0,18.0,484.0,103.0,384.0,60.0,0.0,7.0,359.0,484.0,87.0,0.0,397.0,45.0,45.0,46.0,15.0,4.0,0.12,124.0,118.0,126.0,52.0,0.0
25,Analysis_TI.h,0.0,1.0,0.0,3.0,44.0,19.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,49.0,3.0,39.0,36.0,1.0,19.0,0.0,5.0,36.0,37.0,36.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.49,1.0,1.0,1.0,1.0,0.0
26,DataSet_Mesh.h,0.0,2.0,0.0,0.0,52.0,21.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,13.0,70.0,0.0,43.0,32.0,16.0,21.0,1.0,8.0,36.0,49.0,31.0,0.0,18.0,2.0,2.0,2.0,1.0,1.0,0.49,14.0,14.0,14.0,13.0,0.0
27,StringRoutines.h,0.0,0.0,0.0,0.0,25.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,21.0,21.0,0.0,28.0,0.0,4.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0
28,Action_Molsurf.cpp,2.0,28.0,3.0,26.0,231.0,35.0,8.0,8.0,8.0,2.0,33.0,2.0,28.0,3.0,0.0,8.0,289.0,26.0,228.0,77.0,168.0,35.0,0.0,3.0,143.0,206.0,41.0,0.0,165.0,21.0,20.0,22.0,13.0,4.0,0.15,62.0,60.0,64.0,23.0,0.0
30,Action_Molsurf.h,0.0,1.0,0.0,4.0,52.0,25.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,78.0,4.0,47.0,44.0,1.0,25.0,0.0,5.0,43.0,46.0,45.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.53,2.0,2.0,2.0,2.0,0.0
31,molsurf.h,0.0,0.0,0.0,20.0,168.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,20.0,145.0,145.0,0.0,71.0,0.0,23.0,117.0,117.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0
32,FileIO_Bzip2.h,0.0,0.0,0.0,1.0,33.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
34,TrajectoryIO.cpp,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
35,TrajectoryIO.h,0.0,1.0,0.0,1.0,58.0,58.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,111.0,1.0,29.0,25.0,19.0,50.0,19.0,18.0,23.0,30.0,25.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.72,7.0,7.0,7.0,7.0,0.0
36,Action_InfraredSpectrum.h,0.0,1.0,0.0,1.0,25.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,27.0,1.0,20.0,17.0,1.0,6.0,0.0,5.0,17.0,19.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.30,1.0,1.0,1.0,1.0,0.0
37,DataSet_Vector.h,0.0,2.0,0.0,0.0,63.0,15.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,17.0,74.0,0.0,53.0,36.0,24.0,15.0,1.0,9.0,41.0,59.0,35.0,0.0,24.0,2.0,2.0,2.0,1.0,1.0,0.28,19.0,19.0,19.0,17.0,0.0
38,Action_Strip.cpp,1.0,13.0,2.0,14.0,80.0,21.0,4.0,4.0,4.0,1.0,16.0,1.0,13.0,2.0,0.0,6.0,115.0,14.0,77.0,11.0,55.0,21.0,0.0,3.0,43.0,65.0,10.0,0.0,55.0,11.0,11.0,11.0,5.0,2.0,0.27,22.0,22.0,22.0,10.0,0.0
39,Action_Strip.h,0.0,1.0,0.0,1.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,26.0,1.0,20.0,17.0,1.0,1.0,0.0,4.0,16.0,18.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.05,2.0,2.0,2.0,2.0,0.0
