index,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,keyword_bugs,fastread_bugs
460,Action_Mask.h,0.0,1.0,0.0,1.0,24.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,30.0,1.0,19.0,16.0,1.0,10.0,0.0,5.0,15.0,17.0,16.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.53,2.0,2.0,2.0,2.0,2.0,5
461,StringRoutines.cpp,0.0,11.0,0.0,20.0,223.0,42.0,3.0,3.0,3.0,2.0,12.0,0.0,10.0,0.0,1.0,17.0,278.0,20.0,173.0,33.0,125.0,41.0,30.0,23.0,113.0,160.0,31.0,2.0,127.0,11.0,11.0,14.0,11.0,4.0,0.24,47.0,47.0,57.0,39.0,3.0,3
465,Action_Matrix.h,0.0,1.0,0.0,5.0,68.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,79.0,5.0,57.0,53.0,1.0,19.0,2.0,10.0,52.0,54.0,53.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.33,1.0,1.0,1.0,1.0,2.0,6
466,SimplexMin.cpp,5.0,36.0,11.0,28.0,182.0,70.0,9.0,9.0,9.0,1.0,50.0,5.0,36.0,11.0,0.0,5.0,273.0,28.0,180.0,50.0,133.0,70.0,0.0,2.0,136.0,179.0,47.0,0.0,132.0,23.0,23.0,23.0,5.0,7.0,0.39,43.0,43.0,43.0,9.0,0.0,0
467,ImageTypes.h,0.0,5.0,1.0,0.0,13.0,4.0,3.0,3.0,3.0,3.0,5.0,0.0,5.0,1.0,0.0,1.0,16.0,0.0,9.0,5.0,3.0,4.0,0.0,4.0,5.0,9.0,4.0,0.0,5.0,3.0,3.0,3.0,3.0,1.0,0.44,3.0,3.0,3.0,3.0,0.0,0
468,Analysis_State.cpp,2.0,44.0,4.0,11.0,178.0,17.0,11.0,11.0,12.0,5.0,49.0,2.0,44.0,4.0,0.0,4.0,203.0,11.0,176.0,36.0,145.0,17.0,0.0,2.0,110.0,153.0,32.0,0.0,121.0,25.0,25.0,28.0,10.0,5.0,0.1,43.0,43.0,46.0,22.0,3.0,5
469,Cpptraj.cpp,0.0,42.0,5.0,8.0,342.0,43.0,11.0,11.0,13.0,7.0,46.0,0.0,36.0,5.0,0.0,8.0,388.0,8.0,285.0,43.0,223.0,43.0,16.0,41.0,144.0,229.0,41.0,0.0,188.0,44.0,44.0,60.0,44.0,5.0,0.15,85.0,85.0,103.0,63.0,28.0,27
470,ReadLine.h,0.0,1.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,17.0,0.0,12.0,9.0,3.0,1.0,0.0,4.0,9.0,12.0,9.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.08,3.0,3.0,3.0,3.0,0.0,0
471,Analysis_Modes.cpp,1.0,47.0,8.0,22.0,485.0,95.0,10.0,10.0,11.0,5.0,54.0,1.0,47.0,8.0,0.0,10.0,588.0,22.0,481.0,143.0,382.0,95.0,0.0,4.0,291.0,389.0,117.0,0.0,272.0,39.0,39.0,48.0,30.0,5.0,0.2,98.0,98.0,112.0,57.0,7.0,6
472,Residue.cpp,0.0,32.0,8.0,1.0,34.0,9.0,30.0,30.0,30.0,30.0,33.0,0.0,32.0,8.0,0.0,1.0,36.0,1.0,32.0,1.0,30.0,9.0,0.0,2.0,30.0,60.0,1.0,0.0,59.0,30.0,30.0,30.0,30.0,1.0,0.28,30.0,30.0,30.0,30.0,0.0,0
473,Action_DistRmsd.h,0.0,1.0,0.0,1.0,20.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,23.0,1.0,15.0,12.0,1.0,5.0,0.0,5.0,11.0,14.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.33,2.0,2.0,2.0,2.0,6.0,10
475,Analysis_Matrix.cpp,3.0,37.0,4.0,19.0,186.0,25.0,9.0,9.0,10.0,4.0,43.0,3.0,36.0,4.0,0.0,5.0,227.0,19.0,178.0,34.0,136.0,25.0,2.0,6.0,107.0,152.0,21.0,0.0,131.0,22.0,22.0,25.0,13.0,2.0,0.14,45.0,45.0,48.0,24.0,2.0,4
476,Analysis_Matrix.h,0.0,1.0,0.0,3.0,28.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,31.0,3.0,22.0,19.0,1.0,0.0,0.0,6.0,19.0,20.0,19.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4
477,CpptrajStdio.cpp,0.0,8.0,0.0,12.0,79.0,42.0,1.0,1.0,1.0,1.0,8.0,0.0,5.0,0.0,0.0,9.0,131.0,12.0,49.0,17.0,29.0,42.0,11.0,20.0,35.0,48.0,17.0,0.0,31.0,2.0,2.0,2.0,1.0,1.0,0.86,13.0,13.0,13.0,9.0,7.0,7
478,Action_FilterByData.cpp,1.0,23.0,2.0,8.0,94.0,8.0,6.0,6.0,6.0,3.0,26.0,1.0,23.0,2.0,0.0,4.0,110.0,8.0,92.0,18.0,67.0,8.0,0.0,2.0,50.0,74.0,17.0,0.0,57.0,14.0,14.0,14.0,7.0,2.0,0.09,24.0,24.0,25.0,12.0,3.0,7
479,Action_FilterByData.h,0.0,1.0,0.0,1.0,21.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,24.0,1.0,16.0,13.0,2.0,2.0,0.0,5.0,11.0,15.0,13.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.12,4.0,4.0,4.0,4.0,2.0,7
480,Analysis_Multicurve.h,0.0,1.0,0.0,1.0,19.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,20.0,1.0,14.0,11.0,1.0,0.0,0.0,5.0,10.0,12.0,11.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,4
481,DataSet_MatrixFlt.cpp,0.0,7.0,0.0,1.0,15.0,0.0,2.0,2.0,3.0,1.0,7.0,0.0,7.0,0.0,0.0,2.0,16.0,1.0,14.0,6.0,10.0,0.0,0.0,1.0,9.0,13.0,6.0,0.0,7.0,2.0,2.0,3.0,1.0,1.0,0.0,4.0,4.0,5.0,2.0,2.0,2
482,readline.c,4.0,24.0,4.0,212.0,772.0,245.0,4.0,4.0,5.0,1.0,32.0,4.0,22.0,4.0,0.0,26.0,1214.0,210.0,620.0,147.0,392.0,242.0,66.0,109.0,370.0,449.0,104.0,0.0,345.0,22.0,20.0,35.0,15.0,4.0,0.39,101.0,99.0,136.0,47.0,0.0,0
484,Action_DNAionTracker.h,0.0,1.0,0.0,1.0,25.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,26.0,1.0,20.0,17.0,1.0,2.0,0.0,5.0,16.0,18.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1,2.0,2.0,2.0,2.0,1.0,4
485,vi_mode.c,2.0,18.0,1.0,248.0,1356.0,159.0,4.0,4.0,7.0,1.0,22.0,2.0,18.0,1.0,0.0,66.0,1748.0,242.0,1203.0,254.0,660.0,152.0,92.0,75.0,561.0,755.0,128.0,5.0,622.0,20.0,20.0,35.0,11.0,4.0,0.13,264.0,254.0,429.0,107.0,0.0,0
486,ParmFile.cpp,0.0,24.0,1.0,6.0,128.0,12.0,5.0,5.0,6.0,4.0,25.0,0.0,24.0,1.0,0.0,4.0,146.0,6.0,118.0,44.0,93.0,12.0,0.0,10.0,58.0,79.0,20.0,0.0,59.0,10.0,10.0,11.0,8.0,3.0,0.1,21.0,21.0,23.0,16.0,3.0,2
487,Parm_CIF.h,0.0,1.0,0.0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,20.0,0.0,16.0,13.0,6.0,0.0,0.0,4.0,12.0,19.0,13.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0
488,Parm_Tinker.h,0.0,1.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,15.0,0.0,11.0,9.0,5.0,0.0,0.0,4.0,8.0,14.0,9.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0
489,DataIO.cpp,0.0,11.0,0.0,4.0,47.0,2.0,4.0,4.0,5.0,2.0,11.0,0.0,11.0,0.0,0.0,4.0,52.0,4.0,45.0,11.0,31.0,2.0,0.0,2.0,27.0,43.0,11.0,0.0,32.0,6.0,6.0,9.0,6.0,2.0,0.04,16.0,16.0,19.0,11.0,2.0,2
493,ParameterTypes.h,0.0,2.0,0.0,0.0,325.0,57.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,15.0,118.0,355.0,0.0,322.0,221.0,118.0,57.0,0.0,3.0,205.0,332.0,207.0,0.0,125.0,4.0,4.0,5.0,4.0,3.0,0.18,127.0,127.0,128.0,121.0,3.0,6
494,Parm_Tinker.cpp,1.0,17.0,4.0,4.0,37.0,10.0,5.0,5.0,5.0,2.0,22.0,1.0,17.0,4.0,0.0,2.0,51.0,4.0,34.0,11.0,26.0,10.0,0.0,3.0,29.0,38.0,11.0,0.0,27.0,8.0,8.0,8.0,4.0,1.0,0.29,9.0,9.0,9.0,5.0,0.0,0
495,Traj_CharmmCor.cpp,0.0,10.0,2.0,8.0,81.0,17.0,3.0,3.0,4.0,2.0,11.0,0.0,10.0,2.0,0.0,8.0,104.0,8.0,77.0,19.0,53.0,17.0,0.0,4.0,46.0,73.0,17.0,0.0,56.0,9.0,9.0,12.0,6.0,2.0,0.22,27.0,27.0,32.0,21.0,1.0,0
496,callback.c,3.0,25.0,2.0,36.0,170.0,55.0,5.0,5.0,7.0,1.0,30.0,3.0,24.0,2.0,0.0,6.0,258.0,36.0,146.0,23.0,83.0,55.0,2.0,24.0,67.0,93.0,14.0,0.0,79.0,21.0,21.0,33.0,6.0,4.0,0.38,31.0,31.0,43.0,11.0,0.0,0
497,DataSet_string.cpp,0.0,16.0,18.0,5.0,82.0,99.0,3.0,3.0,3.0,1.0,33.0,0.0,7.0,1.0,0.0,5.0,184.0,5.0,37.0,9.0,25.0,14.0,123.0,6.0,18.0,31.0,8.0,0.0,23.0,4.0,4.0,4.0,3.0,3.0,0.38,13.0,13.0,13.0,7.0,6.0,6
498,DataSet_MatrixDbl.cpp,0.0,7.0,0.0,1.0,14.0,0.0,2.0,2.0,2.0,1.0,7.0,0.0,7.0,0.0,0.0,2.0,15.0,1.0,13.0,5.0,9.0,0.0,0.0,1.0,7.0,10.0,5.0,0.0,5.0,2.0,2.0,3.0,1.0,1.0,0.0,3.0,3.0,4.0,2.0,4.0,5
499,Command.cpp,0.0,12.0,1.0,117.0,1802.0,223.0,3.0,3.0,3.0,2.0,13.0,0.0,12.0,1.0,0.0,119.0,2119.0,117.0,1673.0,548.0,1217.0,223.0,0.0,129.0,788.0,1132.0,332.0,0.0,800.0,30.0,30.0,36.0,18.0,5.0,0.13,344.0,344.0,363.0,245.0,37.0,40
500,Action_Distance.h,0.0,1.0,0.0,1.0,21.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,23.0,1.0,16.0,13.0,1.0,4.0,0.0,5.0,12.0,14.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,2.0,2.0,2.0,2.0,1.0,4
501,Action_Dihedral.h,0.0,1.0,0.0,1.0,22.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,24.0,1.0,18.0,15.0,1.0,2.0,0.0,4.0,14.0,16.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.11,2.0,2.0,2.0,2.0,1.0,4
502,Action_Closest.h,0.0,2.0,0.0,1.0,48.0,26.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,55.0,1.0,43.0,36.0,2.0,26.0,0.0,5.0,35.0,38.0,36.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.6,3.0,3.0,3.0,3.0,4.0,8
503,Action_Average.h,0.0,1.0,0.0,1.0,27.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,30.0,1.0,22.0,19.0,1.0,3.0,0.0,5.0,19.0,20.0,19.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14,1.0,1.0,1.0,1.0,7.0,10
504,Action_RunningAvg.h,0.0,1.0,0.0,1.0,23.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,26.0,1.0,19.0,16.0,1.0,10.0,0.0,4.0,15.0,17.0,16.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.53,2.0,2.0,2.0,2.0,3.0,6
505,Action_Contacts.h,0.0,1.0,0.0,2.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,35.0,2.0,26.0,23.0,1.0,1.0,0.0,6.0,22.0,24.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04,2.0,2.0,2.0,2.0,1.0,5
506,Action_LIE.h,0.0,1.0,0.0,4.0,31.0,17.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,41.0,4.0,26.0,23.0,1.0,17.0,0.0,5.0,22.0,24.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.65,2.0,2.0,2.0,2.0,1.0,4
507,Action_Scale.h,0.0,1.0,0.0,1.0,19.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,20.0,1.0,15.0,12.0,1.0,0.0,0.0,4.0,11.0,13.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,4
508,Action_STFC_Diffusion.h,0.0,1.0,0.0,4.0,41.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,48.0,4.0,37.0,34.0,1.0,6.0,0.0,4.0,34.0,35.0,34.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16,1.0,1.0,1.0,1.0,1.0,4
509,Action_MakeStructure.h,0.0,1.0,0.0,0.0,42.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,7.0,45.0,0.0,37.0,30.0,2.0,11.0,0.0,5.0,23.0,30.0,28.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.3,7.0,7.0,7.0,7.0,1.0,4
510,Action_Spam.h,0.0,1.0,0.0,5.0,44.0,48.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,97.0,5.0,38.0,35.0,1.0,48.0,0.0,6.0,35.0,36.0,35.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.26,1.0,1.0,1.0,1.0,3.0,7
511,Action_CreateReservoir.h,0.0,1.0,0.0,0.0,29.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,31.0,0.0,20.0,17.0,1.0,2.0,1.0,8.0,17.0,18.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1,1.0,1.0,1.0,1.0,2.0,4
512,Action_FixAtomOrder.h,0.0,1.0,0.0,2.0,24.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,28.0,2.0,20.0,17.0,1.0,3.0,0.0,4.0,16.0,18.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.15,2.0,2.0,2.0,2.0,1.0,4
513,Action_LESsplit.h,0.0,1.0,0.0,1.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,33.0,1.0,25.0,22.0,1.0,1.0,0.0,6.0,20.0,23.0,22.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04,3.0,3.0,3.0,3.0,1.0,4
514,Action_Volume.h,0.0,1.0,0.0,1.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,23.0,1.0,16.0,13.0,1.0,1.0,0.0,5.0,13.0,14.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.06,1.0,1.0,1.0,1.0,1.0,5
515,Analysis_Corr.h,0.0,1.0,0.0,2.0,19.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,23.0,2.0,15.0,12.0,1.0,2.0,0.0,4.0,12.0,13.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.13,1.0,1.0,1.0,1.0,1.0,4
516,Analysis_IRED.h,0.0,1.0,0.0,4.0,41.0,25.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,48.0,4.0,35.0,32.0,1.0,25.0,0.0,6.0,32.0,33.0,32.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.71,1.0,1.0,1.0,1.0,1.0,4
517,Analysis_CrankShaft.h,0.0,1.0,0.0,3.0,28.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,31.0,3.0,23.0,20.0,1.0,2.0,0.0,5.0,20.0,21.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09,1.0,1.0,1.0,1.0,1.0,4
518,Analysis_AutoCorr.h,0.0,1.0,0.0,2.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,20.0,2.0,14.0,11.0,1.0,0.0,0.0,4.0,11.0,12.0,11.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4
519,Analysis_CrdFluct.h,0.0,1.0,0.0,2.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,23.0,2.0,16.0,13.0,1.0,0.0,0.0,5.0,13.0,14.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4
520,Analysis_Rms2d.h,0.0,1.0,0.0,1.0,32.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,39.0,1.0,25.0,22.0,1.0,14.0,0.0,7.0,22.0,23.0,22.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.56,1.0,1.0,1.0,1.0,2.0,6
521,Analysis_Clustering.h,0.0,1.0,0.0,2.0,64.0,33.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,72.0,2.0,57.0,54.0,1.0,33.0,0.0,7.0,54.0,55.0,54.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.58,1.0,1.0,1.0,1.0,6.0,9
522,Analysis_MeltCurve.h,0.0,1.0,0.0,1.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,18.0,1.0,12.0,9.0,1.0,0.0,0.0,5.0,8.0,10.0,9.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,4
523,Analysis_VectorMath.h,0.0,1.0,0.0,2.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,25.0,2.0,18.0,15.0,1.0,1.0,0.0,5.0,15.0,16.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.06,1.0,1.0,1.0,1.0,1.0,4
524,Analysis_LowestCurve.h,0.0,1.0,0.0,1.0,19.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,20.0,1.0,14.0,11.0,1.0,0.0,0.0,5.0,11.0,12.0,11.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4
525,DataSet_Coords_CRD.cpp,0.0,10.0,1.0,4.0,42.0,2.0,3.0,3.0,3.0,1.0,11.0,0.0,10.0,1.0,0.0,4.0,48.0,4.0,40.0,7.0,29.0,2.0,0.0,2.0,21.0,31.0,7.0,0.0,24.0,5.0,5.0,5.0,1.0,1.0,0.05,10.0,10.0,10.0,4.0,3.0,3
526,Hungarian.cpp,0.0,57.0,22.0,7.0,325.0,132.0,12.0,12.0,14.0,3.0,77.0,0.0,42.0,20.0,0.0,5.0,456.0,6.0,211.0,64.0,153.0,124.0,74.0,50.0,150.0,210.0,64.0,0.0,146.0,19.0,19.0,26.0,9.0,5.0,0.59,60.0,60.0,70.0,15.0,0.0,0
527,Hungarian.h,0.0,1.0,0.0,0.0,30.0,12.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,35.0,0.0,21.0,18.0,3.0,12.0,2.0,7.0,17.0,21.0,18.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.57,4.0,4.0,4.0,4.0,0.0,0
528,Action_DSSP.cpp,2.0,52.0,7.0,31.0,479.0,91.0,14.0,13.0,18.0,5.0,61.0,2.0,46.0,7.0,0.0,9.0,595.0,31.0,418.0,78.0,311.0,87.0,30.0,34.0,259.0,384.0,63.0,0.0,321.0,35.0,35.0,50.0,15.0,7.0,0.21,124.0,117.0,166.0,45.0,8.0,15
529,NetcdfFile.cpp,0.0,12.0,2.0,42.0,757.0,128.0,1.0,1.0,1.0,1.0,14.0,0.0,5.0,0.0,0.0,1.0,924.0,2.0,5.0,2.0,3.0,1.0,903.0,39.0,3.0,4.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.2,1.0,1.0,1.0,1.0,15.0,11
530,DataSet.cpp,0.0,8.0,0.0,7.0,55.0,12.0,2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,0.0,7.0,73.0,7.0,53.0,21.0,27.0,12.0,0.0,2.0,24.0,39.0,10.0,0.0,29.0,3.0,3.0,3.0,3.0,2.0,0.23,15.0,15.0,16.0,9.0,6.0,8
531,Cluster_DPeaks.h,0.0,2.0,0.0,1.0,103.0,13.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,21.0,109.0,1.0,99.0,68.0,27.0,13.0,0.0,4.0,64.0,88.0,59.0,0.0,29.0,2.0,2.0,2.0,1.0,1.0,0.13,24.0,24.0,24.0,21.0,1.0,1
532,Traj_AmberRestartNC.cpp,0.0,0.0,0.0,20.0,238.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,320.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8
533,complete.c,6.0,43.0,7.0,280.0,1463.0,497.0,8.0,8.0,12.0,3.0,55.0,6.0,38.0,7.0,0.0,31.0,2217.0,278.0,1244.0,242.0,755.0,492.0,124.0,111.0,665.0,861.0,160.0,8.0,693.0,31.0,31.0,52.0,13.0,6.0,0.4,259.0,255.0,367.0,108.0,0.0,0
535,SymmetricRmsdCalc.cpp,0.0,25.0,4.0,6.0,151.0,32.0,5.0,5.0,5.0,2.0,28.0,0.0,21.0,4.0,0.0,6.0,187.0,6.0,126.0,24.0,81.0,32.0,12.0,13.0,75.0,106.0,21.0,0.0,85.0,19.0,19.0,20.0,7.0,5.0,0.25,31.0,31.0,32.0,12.0,0.0,0
536,Action_AtomMap.cpp,3.0,46.0,16.0,47.0,600.0,286.0,13.0,13.0,13.0,6.0,63.0,3.0,46.0,16.0,0.0,13.0,916.0,47.0,596.0,93.0,459.0,286.0,0.0,4.0,354.0,521.0,83.0,0.0,438.0,31.0,31.0,33.0,20.0,6.0,0.48,167.0,167.0,174.0,88.0,3.0,5
537,util.c,1.0,10.0,0.0,53.0,247.0,61.0,2.0,2.0,4.0,1.0,11.0,1.0,9.0,0.0,0.0,20.0,355.0,50.0,181.0,59.0,89.0,59.0,30.0,43.0,110.0,129.0,33.0,3.0,93.0,7.0,7.0,14.0,4.0,3.0,0.33,47.0,47.0,77.0,29.0,0.0,0
539,OutputTrajCommon.cpp,0.0,19.0,4.0,6.0,98.0,24.0,4.0,4.0,5.0,1.0,23.0,0.0,19.0,4.0,0.0,5.0,127.0,6.0,95.0,18.0,64.0,24.0,0.0,3.0,43.0,65.0,8.0,0.0,57.0,7.0,7.0,7.0,3.0,3.0,0.25,22.0,22.0,23.0,7.0,3.0,3
540,FileIO_Gzip.cpp,0.0,0.0,0.0,21.0,78.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,1.0,121.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2
541,Analysis_LowestCurve.cpp,1.0,23.0,3.0,6.0,95.0,15.0,5.0,5.0,5.0,2.0,27.0,1.0,23.0,3.0,0.0,4.0,114.0,6.0,93.0,23.0,68.0,15.0,0.0,2.0,55.0,76.0,21.0,0.0,55.0,10.0,10.0,10.0,6.0,4.0,0.16,21.0,21.0,21.0,11.0,4.0,8
542,Analysis_AmdBias.cpp,1.0,16.0,1.0,6.0,66.0,3.0,4.0,4.0,4.0,2.0,17.0,1.0,16.0,1.0,0.0,4.0,75.0,6.0,63.0,18.0,43.0,3.0,0.0,3.0,33.0,47.0,12.0,0.0,35.0,8.0,8.0,10.0,6.0,2.0,0.05,14.0,14.0,16.0,9.0,2.0,5
543,TextFormat.cpp,0.0,24.0,6.0,3.0,51.0,12.0,7.0,7.0,8.0,1.0,29.0,0.0,24.0,6.0,0.0,2.0,65.0,3.0,49.0,10.0,38.0,12.0,0.0,2.0,29.0,43.0,9.0,0.0,34.0,8.0,8.0,9.0,1.0,2.0,0.24,14.0,14.0,15.0,2.0,0.0,0
544,TopologyList.h,0.0,1.0,0.0,0.0,23.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,29.0,0.0,18.0,15.0,1.0,6.0,0.0,5.0,16.0,17.0,15.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.33,1.0,1.0,1.0,1.0,0.0,0
545,DataIO_VecTraj.h,0.0,1.0,0.0,0.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,20.0,0.0,14.0,11.0,4.0,1.0,0.0,5.0,11.0,15.0,11.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.07,4.0,4.0,4.0,4.0,0.0,0
546,ReadLine.cpp,0.0,9.0,2.0,10.0,73.0,28.0,3.0,3.0,4.0,2.0,12.0,0.0,9.0,2.0,0.0,7.0,108.0,10.0,65.0,15.0,44.0,28.0,0.0,8.0,38.0,61.0,16.0,0.0,45.0,9.0,9.0,13.0,4.0,2.0,0.43,22.0,22.0,29.0,14.0,4.0,9
