,File,Hash,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,human_buggy
362,src/region.cpp,633ca33,2.0,18.0,0.0,80.0,394.0,133.0,5.0,5.0,5.0,1.0,20.0,2.0,18.0,0.0,0.0,,21.0,607.0,80.0,382.0,55.0,280.0,133.0,0.0,12.0,,,246.0,346.0,51.0,0.0,295.0,,,,,32.0,32.0,37.0,4.0,4.0,0.35,99.0,99.0,109.0,24.0,1.0
363,src/KOKKOS/region_block_kokkos.cpp,633ca33,1.0,10.0,0.0,24.0,101.0,48.0,2.0,2.0,2.0,1.0,10.0,1.0,10.0,0.0,0.0,,8.0,173.0,24.0,90.0,32.0,47.0,48.0,1.0,10.0,,,47.0,62.0,19.0,0.0,43.0,,,,,3.0,3.0,7.0,1.0,1.0,0.53,13.0,13.0,18.0,8.0,1.0
364,src/KOKKOS/fix_setforce_kokkos.cpp,633ca33,4.0,17.0,1.0,36.0,132.0,21.0,5.0,5.0,6.0,1.0,21.0,4.0,17.0,1.0,0.0,,6.0,187.0,36.0,114.0,22.0,76.0,21.0,1.0,17.0,,,70.0,102.0,13.0,0.0,89.0,,,,,11.0,11.0,12.0,3.0,2.0,0.18,31.0,31.0,34.0,10.0,1.0
365,src/region.cpp,557e5b9,2.0,18.0,0.0,80.0,394.0,133.0,5.0,5.0,5.0,1.0,20.0,2.0,18.0,0.0,0.0,,21.0,607.0,80.0,382.0,55.0,280.0,133.0,0.0,12.0,,,246.0,346.0,51.0,0.0,295.0,,,,,32.0,32.0,37.0,4.0,4.0,0.35,99.0,99.0,109.0,24.0,0.0
366,src/KOKKOS/region_block_kokkos.cpp,557e5b9,1.0,10.0,0.0,25.0,102.0,48.0,2.0,2.0,2.0,1.0,11.0,1.0,10.0,0.0,0.0,,8.0,175.0,25.0,91.0,32.0,48.0,48.0,1.0,10.0,,,48.0,63.0,19.0,0.0,44.0,,,,,3.0,3.0,7.0,1.0,1.0,0.53,13.0,13.0,18.0,8.0,0.0
367,src/KOKKOS/fix_setforce_kokkos.cpp,557e5b9,4.0,17.0,1.0,36.0,134.0,21.0,5.0,5.0,6.0,1.0,21.0,4.0,17.0,1.0,0.0,,6.0,189.0,36.0,116.0,23.0,78.0,21.0,1.0,17.0,,,72.0,104.0,14.0,0.0,90.0,,,,,11.0,11.0,12.0,3.0,2.0,0.18,31.0,31.0,34.0,10.0,0.0
368,src/KOKKOS/pair_eam_alloy_kokkos.cpp,557e5b9,6.0,28.0,3.0,214.0,813.0,141.0,6.0,6.0,7.0,1.0,37.0,6.0,28.0,3.0,0.0,,27.0,1168.0,214.0,793.0,224.0,579.0,141.0,1.0,19.0,,,546.0,706.0,167.0,0.0,539.0,,,,,36.0,36.0,39.0,5.0,4.0,0.18,161.0,161.0,183.0,34.0,1.0
369,src/KOKKOS/pair_eam_fs_kokkos.cpp,557e5b9,6.0,28.0,3.0,215.0,821.0,141.0,6.0,6.0,7.0,1.0,37.0,6.0,28.0,3.0,0.0,,27.0,1177.0,215.0,801.0,225.0,585.0,141.0,1.0,19.0,,,552.0,716.0,169.0,0.0,547.0,,,,,36.0,36.0,39.0,5.0,4.0,0.18,163.0,163.0,185.0,34.0,1.0
370,src/KOKKOS/pair_eam_alloy_kokkos.cpp,d3fa882,6.0,28.0,3.0,214.0,813.0,141.0,6.0,6.0,7.0,1.0,37.0,6.0,28.0,3.0,0.0,,27.0,1168.0,214.0,793.0,224.0,579.0,141.0,1.0,19.0,,,546.0,706.0,167.0,0.0,539.0,,,,,36.0,36.0,39.0,5.0,4.0,0.18,161.0,161.0,183.0,34.0,0.0
371,src/KOKKOS/pair_eam_fs_kokkos.cpp,d3fa882,6.0,28.0,3.0,215.0,821.0,141.0,6.0,6.0,7.0,1.0,37.0,6.0,28.0,3.0,0.0,,27.0,1177.0,215.0,801.0,225.0,585.0,141.0,1.0,19.0,,,552.0,716.0,169.0,0.0,547.0,,,,,36.0,36.0,39.0,5.0,4.0,0.18,163.0,163.0,185.0,34.0,0.0
372,src/variable.cpp,c494ec3,12.0,77.0,5.0,675.0,3761.0,563.0,26.0,26.0,32.0,6.0,94.0,12.0,77.0,5.0,0.0,,48.0,4986.0,675.0,3722.0,514.0,3217.0,563.0,0.0,39.0,,,2498.0,3723.0,495.0,3.0,3225.0,,,,,222.0,222.0,296.0,94.0,6.0,0.15,1237.0,1237.0,1538.0,335.0,1.0
373,src/variable.cpp,e397379,12.0,77.0,5.0,675.0,3763.0,563.0,26.0,26.0,32.0,6.0,94.0,12.0,77.0,5.0,0.0,,48.0,4988.0,675.0,3724.0,514.0,3219.0,563.0,0.0,39.0,,,2499.0,3725.0,495.0,3.0,3227.0,,,,,223.0,223.0,298.0,94.0,6.0,0.15,1238.0,1238.0,1540.0,335.0,0.0
