,File,Hash,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,human_buggy
0,src/USER-MISC/pair_meam_spline.cpp,fb08dc0,4.0,22.0,2.0,162.0,609.0,151.0,5.0,5.0,5.0,1.0,28.0,4.0,22.0,2.0,0.0,,27.0,918.0,162.0,589.0,184.0,455.0,151.0,0.0,20.0,,,461.0,583.0,177.0,0.0,406.0,,,,,31.0,31.0,31.0,6.0,4.0,0.26,122.0,122.0,126.0,32.0,1.0
1,src/USER-MISC/pair_meam_spline.cpp,c76d273,4.0,22.0,2.0,162.0,609.0,151.0,5.0,5.0,5.0,1.0,28.0,4.0,22.0,2.0,0.0,,27.0,918.0,162.0,589.0,184.0,455.0,151.0,0.0,20.0,,,461.0,583.0,177.0,0.0,406.0,,,,,31.0,31.0,31.0,6.0,4.0,0.26,122.0,122.0,126.0,32.0,0.0
2,src/USER-MISC/pair_meam_spline.cpp,c76d273,4.0,22.0,2.0,162.0,609.0,151.0,5.0,5.0,5.0,1.0,28.0,4.0,22.0,2.0,0.0,,27.0,918.0,162.0,589.0,184.0,455.0,151.0,0.0,20.0,,,461.0,583.0,177.0,0.0,406.0,,,,,31.0,31.0,31.0,6.0,4.0,0.26,122.0,122.0,126.0,32.0,1.0
3,src/USER-MISC/pair_meam_spline.cpp,408cc19,4.0,22.0,2.0,162.0,609.0,151.0,5.0,5.0,5.0,1.0,28.0,4.0,22.0,2.0,0.0,,27.0,918.0,162.0,589.0,184.0,455.0,151.0,0.0,20.0,,,461.0,583.0,177.0,0.0,406.0,,,,,31.0,31.0,31.0,6.0,4.0,0.26,122.0,122.0,126.0,32.0,0.0
4,src/USER-MISC/pair_meam_spline.cpp,f58fc94,4.0,22.0,2.0,162.0,612.0,148.0,5.0,5.0,5.0,1.0,28.0,4.0,22.0,2.0,0.0,,27.0,918.0,162.0,592.0,184.0,458.0,148.0,0.0,20.0,,,464.0,586.0,177.0,0.0,409.0,,,,,31.0,31.0,31.0,6.0,4.0,0.25,122.0,122.0,126.0,32.0,1.0
5,src/USER-MISC/pair_meam_spline.cpp,50c7234,4.0,22.0,2.0,162.0,609.0,151.0,5.0,5.0,5.0,1.0,28.0,4.0,22.0,2.0,0.0,,27.0,918.0,162.0,589.0,184.0,455.0,151.0,0.0,20.0,,,461.0,583.0,177.0,0.0,406.0,,,,,31.0,31.0,31.0,6.0,4.0,0.26,122.0,122.0,126.0,32.0,0.0
6,src/USER-MISC/pair_meam_spline.cpp,7409c6d,4.0,22.0,2.0,163.0,615.0,153.0,5.0,5.0,5.0,1.0,28.0,4.0,22.0,2.0,0.0,,27.0,927.0,163.0,595.0,190.0,461.0,153.0,0.0,20.0,,,467.0,589.0,183.0,0.0,406.0,,,,,31.0,31.0,31.0,6.0,4.0,0.26,122.0,122.0,126.0,32.0,1.0
7,src/USER-MISC/pair_meam_spline.cpp,45187a0,4.0,22.0,2.0,163.0,615.0,153.0,5.0,5.0,5.0,1.0,28.0,4.0,22.0,2.0,0.0,,27.0,927.0,163.0,595.0,190.0,461.0,153.0,0.0,20.0,,,467.0,589.0,183.0,0.0,406.0,,,,,31.0,31.0,31.0,6.0,4.0,0.26,122.0,122.0,126.0,32.0,0.0
8,src/PYTHON/python_impl.cpp,7c3b8e0,7.0,37.0,3.0,91.0,356.0,47.0,10.0,10.0,11.0,1.0,47.0,7.0,37.0,3.0,0.0,,9.0,493.0,90.0,335.0,56.0,274.0,47.0,11.0,21.0,,,225.0,314.0,54.0,0.0,260.0,,,,,34.0,34.0,38.0,5.0,4.0,0.14,90.0,90.0,97.0,15.0,1.0
9,src/PYTHON/python_impl.cpp,27a6371,8.0,39.0,3.0,98.0,372.0,50.0,10.0,10.0,11.0,1.0,50.0,8.0,39.0,3.0,0.0,,9.0,519.0,97.0,351.0,59.0,288.0,50.0,11.0,21.0,,,235.0,328.0,57.0,0.0,271.0,,,,,38.0,38.0,43.0,5.0,4.0,0.14,94.0,94.0,102.0,17.0,0.0
