,File,Hash,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_buggy
0,src/KOKKOS/pair_exp6_rx_kokkos.cpp,6c0b691,13.0,70.0,4.0,432.0,2069.0,149.0,11.0,11.0,14.0,2.0,87.0,13.0,69.0,4.0,0.0,,28.0,2642.0,430.0,1983.0,447.0,1558.0,148.0,30.0,61.0,,,1461.0,1753.0,394.0,24.0,1335.0,,,,,57.0,57.0,74.0,12.0,5.0,0.07,297.0,297.0,392.0,58.0,1.0
1,src/KOKKOS/pair_exp6_rx_kokkos.cpp,ca4619e,13.0,70.0,4.0,432.0,2069.0,149.0,11.0,11.0,14.0,2.0,87.0,13.0,69.0,4.0,0.0,,28.0,2642.0,430.0,1983.0,447.0,1558.0,148.0,30.0,61.0,,,1439.0,1731.0,394.0,2.0,1335.0,,,,,57.0,57.0,74.0,12.0,5.0,0.07,297.0,297.0,392.0,58.0,0.0
2,src/KOKKOS/atom_vec_atomic_kokkos.cpp,d73d70f,1.0,23.0,0.0,167.0,1184.0,87.0,4.0,4.0,4.0,1.0,24.0,1.0,23.0,0.0,0.0,,48.0,1438.0,167.0,1173.0,352.0,719.0,87.0,0.0,11.0,,,750.0,943.0,211.0,0.0,732.0,,,,,16.0,16.0,30.0,1.0,4.0,0.07,196.0,196.0,213.0,48.0,1.0
3,src/KOKKOS/atom_vec_full_kokkos.cpp,d73d70f,2.0,37.0,0.0,218.0,2122.0,104.0,7.0,7.0,7.0,1.0,39.0,2.0,37.0,0.0,0.0,,53.0,2444.0,218.0,2111.0,532.0,1415.0,104.0,0.0,11.0,,,1425.0,1773.0,286.0,0.0,1487.0,,,,,73.0,73.0,91.0,1.0,4.0,0.05,351.0,351.0,372.0,53.0,1.0
4,src/KOKKOS/modify_kokkos.cpp,d73d70f,0.0,14.0,0.0,80.0,515.0,126.0,4.0,4.0,4.0,1.0,14.0,0.0,14.0,0.0,0.0,,37.0,721.0,80.0,508.0,89.0,351.0,126.0,0.0,7.0,,,315.0,447.0,89.0,0.0,358.0,,,,,8.0,8.0,8.0,1.0,3.0,0.25,131.0,131.0,131.0,37.0,1.0
5,src/KOKKOS/atom_vec_charge_kokkos.cpp,d73d70f,1.0,22.0,0.0,190.0,1277.0,95.0,4.0,4.0,4.0,1.0,24.0,1.0,22.0,0.0,0.0,,53.0,1562.0,190.0,1266.0,381.0,772.0,95.0,0.0,11.0,,,807.0,1014.0,223.0,0.0,791.0,,,,,18.0,18.0,34.0,1.0,4.0,0.08,210.0,210.0,229.0,53.0,1.0
6,src/KOKKOS/atom_vec_molecular_kokkos.cpp,d73d70f,2.0,36.0,0.0,215.0,2069.0,102.0,6.0,6.0,7.0,1.0,38.0,2.0,36.0,0.0,0.0,,53.0,2386.0,215.0,2058.0,522.0,1373.0,102.0,0.0,11.0,,,1382.0,1723.0,281.0,0.0,1442.0,,,,,71.0,71.0,87.0,1.0,4.0,0.05,344.0,344.0,363.0,53.0,1.0
7,src/KOKKOS/atom_vec_bond_kokkos.cpp,d73d70f,1.0,26.0,0.0,195.0,1492.0,99.0,5.0,5.0,5.0,1.0,27.0,1.0,26.0,0.0,0.0,,53.0,1786.0,195.0,1481.0,429.0,925.0,99.0,0.0,11.0,,,975.0,1224.0,251.0,0.0,973.0,,,,,32.0,32.0,48.0,1.0,4.0,0.07,252.0,252.0,271.0,53.0,1.0
8,src/KOKKOS/atom_vec_angle_kokkos.cpp,d73d70f,2.0,29.0,0.0,202.0,1680.0,100.0,5.0,5.0,6.0,1.0,31.0,2.0,29.0,0.0,0.0,,53.0,1982.0,202.0,1669.0,465.0,1065.0,100.0,0.0,11.0,,,1100.0,1376.0,260.0,0.0,1116.0,,,,,44.0,44.0,60.0,1.0,4.0,0.06,281.0,281.0,300.0,53.0,1.0
9,src/KOKKOS/atom_vec_atomic_kokkos.cpp,0565b1d,1.0,23.0,0.0,167.0,1184.0,87.0,4.0,4.0,4.0,1.0,24.0,1.0,23.0,0.0,0.0,,48.0,1438.0,167.0,1173.0,352.0,719.0,87.0,0.0,11.0,,,750.0,943.0,211.0,0.0,732.0,,,,,16.0,16.0,30.0,1.0,4.0,0.07,196.0,196.0,213.0,48.0,0.0
10,src/KOKKOS/atom_vec_full_kokkos.cpp,0565b1d,2.0,31.0,0.0,224.0,2162.0,104.0,6.0,6.0,6.0,1.0,32.0,2.0,31.0,0.0,0.0,,65.0,2490.0,224.0,2151.0,568.0,1415.0,104.0,0.0,11.0,,,1437.0,1797.0,310.0,0.0,1487.0,,,,,73.0,73.0,91.0,1.0,4.0,0.05,363.0,363.0,384.0,65.0,0.0
11,src/KOKKOS/modify_kokkos.cpp,0565b1d,0.0,15.0,0.0,80.0,555.0,126.0,4.0,4.0,4.0,1.0,15.0,0.0,15.0,0.0,0.0,,37.0,761.0,80.0,548.0,129.0,391.0,126.0,0.0,7.0,,,355.0,487.0,129.0,0.0,358.0,,,,,8.0,8.0,8.0,1.0,3.0,0.23,131.0,131.0,131.0,37.0,0.0
12,src/KOKKOS/atom_vec_charge_kokkos.cpp,0565b1d,1.0,22.0,0.0,190.0,1277.0,95.0,4.0,4.0,4.0,1.0,24.0,1.0,22.0,0.0,0.0,,53.0,1562.0,190.0,1266.0,381.0,772.0,95.0,0.0,11.0,,,807.0,1014.0,223.0,0.0,791.0,,,,,18.0,18.0,34.0,1.0,4.0,0.08,210.0,210.0,229.0,53.0,0.0
13,src/KOKKOS/atom_vec_molecular_kokkos.cpp,0565b1d,2.0,36.0,0.0,215.0,2069.0,102.0,6.0,6.0,7.0,1.0,38.0,2.0,36.0,0.0,0.0,,53.0,2386.0,215.0,2058.0,522.0,1373.0,102.0,0.0,11.0,,,1382.0,1723.0,281.0,0.0,1442.0,,,,,71.0,71.0,87.0,1.0,4.0,0.05,344.0,344.0,363.0,53.0,0.0
14,src/KOKKOS/atom_vec_bond_kokkos.cpp,0565b1d,1.0,26.0,0.0,195.0,1492.0,99.0,5.0,5.0,5.0,1.0,27.0,1.0,26.0,0.0,0.0,,53.0,1786.0,195.0,1481.0,429.0,925.0,99.0,0.0,11.0,,,975.0,1224.0,251.0,0.0,973.0,,,,,32.0,32.0,48.0,1.0,4.0,0.07,252.0,252.0,271.0,53.0,0.0
