Unnamed: 0,File,Hash,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,keyword_buggy
10,src/USER-DPD/pair_table_rx.h,afbc6fc,0.0,1.0,0.0,14.0,25.0,101.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,140.0,12.0,17.0,14.0,0.0,101.0,3.0,7.0,11.0,13.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.94,1.0,1.0,1.0,1.0,0.0
11,src/KOKKOS/pair_table_rx_kokkos.cpp,afbc6fc,5.0,39.0,1.0,116.0,669.0,53.0,9.0,9.0,11.0,1.0,45.0,5.0,39.0,1.0,0.0,16.0,837.0,116.0,643.0,140.0,482.0,53.0,2.0,25.0,455.0,601.0,100.0,0.0,501.0,36.0,36.0,47.0,11.0,3.0,0.08,145.0,145.0,173.0,29.0,0.0
12,src/KOKKOS/pair_table_rx_kokkos.h,afbc6fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
13,src/KOKKOS/pair_multi_lucy_rx_kokkos.cpp,afbc6fc,5.0,27.0,1.0,173.0,720.0,77.0,5.0,5.0,6.0,1.0,33.0,5.0,27.0,1.0,0.0,24.0,969.0,173.0,692.0,173.0,509.0,77.0,2.0,27.0,471.0,601.0,122.0,0.0,479.0,25.0,25.0,30.0,4.0,4.0,0.11,131.0,131.0,149.0,27.0,0.0
14,src/KOKKOS/pair_lj_gromacs_kokkos.cpp,1f6cfb1,3.0,19.0,0.0,56.0,235.0,41.0,4.0,4.0,5.0,1.0,23.0,3.0,19.0,0.0,0.0,10.0,332.0,56.0,211.0,59.0,153.0,41.0,1.0,23.0,133.0,163.0,33.0,0.0,130.0,9.0,9.0,10.0,1.0,2.0,0.19,40.0,40.0,46.0,10.0,1.0
15,src/KOKKOS/pair_lj_gromacs_kokkos.h,1f6cfb1,0.0,3.0,0.0,29.0,108.0,30.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,4.0,167.0,27.0,96.0,88.0,4.0,30.0,5.0,9.0,92.0,95.0,69.0,0.0,26.0,1.0,1.0,1.0,1.0,0.0,0.31,4.0,4.0,4.0,4.0,1.0
16,src/KOKKOS/compute_temp_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
17,src/KOKKOS/domain_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
18,src/KOKKOS/fix_momentum_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
19,src/KOKKOS/fix_setforce_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
20,src/KOKKOS/modify_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
21,src/KOKKOS/pair_buck_coul_cut_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
22,src/KOKKOS/pair_buck_coul_long_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
23,src/KOKKOS/pair_buck_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
24,src/KOKKOS/pair_coul_cut_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
25,src/KOKKOS/pair_coul_debye_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
26,src/KOKKOS/pair_coul_long_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
27,src/KOKKOS/pair_lj_charmm_coul_charmm_implicit_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
28,src/KOKKOS/pair_lj_charmm_coul_charmm_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
29,src/KOKKOS/pair_lj_charmm_coul_long_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
30,src/KOKKOS/pair_lj_class2_coul_cut_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
31,src/KOKKOS/pair_lj_class2_coul_long_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
32,src/KOKKOS/pair_lj_class2_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
33,src/KOKKOS/pair_lj_cut_coul_cut_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
34,src/KOKKOS/pair_lj_cut_coul_debye_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
35,src/KOKKOS/pair_lj_cut_coul_dsf_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
36,src/KOKKOS/pair_lj_cut_coul_long_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
37,src/KOKKOS/pair_lj_cut_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
38,src/KOKKOS/pair_lj_expand_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
39,src/KOKKOS/pair_lj_gromacs_coul_gromacs_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
40,src/KOKKOS/pair_lj_gromacs_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
41,src/KOKKOS/pair_lj_sdk_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
42,src/KOKKOS/pair_table_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
43,src/KOKKOS/pair_tersoff_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
44,src/KOKKOS/pair_tersoff_mod_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
45,src/KOKKOS/pair_tersoff_zbl_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
46,src/KOKKOS/region_block_kokkos.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
47,src/KOKKOS/kokkos_type.h,1f6cfb1,0.0,8.0,0.0,133.0,716.0,74.0,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,0.0,19.0,923.0,93.0,426.0,306.0,100.0,48.0,293.0,70.0,342.0,360.0,256.0,0.0,104.0,1.0,1.0,1.0,1.0,0.0,0.11,19.0,19.0,19.0,19.0,1.0
48,src/KOKKOS/atom_vec_angle_kokkos.cpp,1f6cfb1,2.0,29.0,0.0,202.0,1680.0,100.0,5.0,5.0,6.0,1.0,31.0,2.0,29.0,0.0,0.0,53.0,1982.0,202.0,1669.0,465.0,1065.0,100.0,0.0,11.0,1100.0,1376.0,260.0,0.0,1116.0,44.0,44.0,60.0,1.0,4.0,0.06,283.0,283.0,302.0,53.0,1.0
49,src/domain.h,1f6cfb1,0.0,6.0,0.0,30.0,106.0,182.0,4.0,4.0,7.0,4.0,6.0,0.0,6.0,0.0,1.0,1.0,280.0,30.0,99.0,90.0,5.0,182.0,0.0,7.0,90.0,95.0,88.0,0.0,7.0,4.0,4.0,7.0,4.0,1.0,1.84,4.0,4.0,7.0,4.0,1.0
50,src/modify.h,1f6cfb1,0.0,0.0,0.0,32.0,126.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,244.0,32.0,119.0,114.0,2.0,98.0,0.0,7.0,112.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,1.0
51,src/fix.h,1f6cfb1,0.0,1.0,0.0,46.0,202.0,95.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,88.0,283.0,46.0,198.0,194.0,46.0,95.0,0.0,4.0,125.0,215.0,192.0,0.0,23.0,1.0,1.0,1.0,1.0,0.0,0.48,88.0,88.0,88.0,88.0,1.0
52,lib/colvars/colvarbias_restraint.cpp,1f6cfb1,3.0,24.0,1.0,148.0,676.0,37.0,5.0,5.0,6.0,1.0,29.0,3.0,24.0,1.0,0.0,28.0,861.0,148.0,673.0,109.0,458.0,37.0,0.0,3.0,318.0,466.0,90.0,0.0,376.0,31.0,31.0,39.0,1.0,5.0,0.05,149.0,149.0,165.0,28.0,1.0
53,lib/colvars/colvarmodule.h,1f6cfb1,0.0,5.0,0.0,152.0,334.0,195.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,25.0,676.0,152.0,297.0,193.0,57.0,194.0,3.0,36.0,183.0,216.0,162.0,0.0,54.0,8.0,8.0,8.0,1.0,2.0,0.65,36.0,36.0,36.0,25.0,1.0
54,lib/colvars/colvarvalue.h,1f6cfb1,0.0,16.0,0.0,128.0,678.0,133.0,5.0,2.0,6.0,1.0,16.0,0.0,16.0,0.0,1.0,38.0,938.0,128.0,673.0,135.0,430.0,133.0,0.0,5.0,289.0,512.0,96.0,1.0,415.0,12.0,6.0,13.0,8.0,4.0,0.2,205.0,80.0,217.0,62.0,1.0
55,lib/colvars/colvarbias_restraint.h,1f6cfb1,0.0,0.0,0.0,73.0,85.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,219.0,73.0,81.0,64.0,3.0,61.0,0.0,4.0,63.0,62.0,59.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0
56,lib/colvars/colvartypes.h,1f6cfb1,0.0,6.0,0.0,242.0,1137.0,213.0,2.0,1.0,2.0,1.0,7.0,0.0,6.0,0.0,7.0,165.0,1592.0,242.0,1128.0,373.0,488.0,213.0,0.0,9.0,525.0,766.0,293.0,0.0,473.0,7.0,7.0,10.0,5.0,4.0,0.19,252.0,246.0,266.0,173.0,1.0
57,src/verlet.cpp,1f6cfb1,9.0,34.0,4.0,81.0,262.0,63.0,11.0,11.0,12.0,1.0,48.0,9.0,34.0,4.0,0.0,7.0,406.0,81.0,240.0,21.0,192.0,63.0,0.0,22.0,170.0,251.0,21.0,0.0,230.0,26.0,26.0,27.0,3.0,4.0,0.26,80.0,80.0,83.0,9.0,1.0
58,src/KOKKOS/pair_lj_cut_coul_dsf_kokkos.cpp,1f6cfb1,3.0,18.0,1.0,61.0,250.0,49.0,3.0,3.0,3.0,1.0,22.0,3.0,18.0,1.0,0.0,11.0,360.0,61.0,219.0,68.0,150.0,49.0,1.0,30.0,136.0,166.0,42.0,0.0,124.0,8.0,8.0,11.0,1.0,2.0,0.22,32.0,32.0,38.0,11.0,1.0
59,src/KOKKOS/pair_lj_cut_coul_dsf_kokkos.h,1f6cfb1,0.0,1.0,0.0,27.0,87.0,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,138.0,25.0,75.0,71.0,2.0,24.0,5.0,9.0,68.0,69.0,55.0,0.0,14.0,1.0,1.0,1.0,1.0,0.0,0.32,2.0,2.0,2.0,2.0,1.0
60,src/USER-FEP/pair_lj_cut_tip4p_long_soft.cpp,1f6cfb1,7.0,36.0,2.0,104.0,419.0,69.0,6.0,6.0,7.0,1.0,45.0,7.0,36.0,2.0,0.0,11.0,592.0,104.0,393.0,48.0,324.0,69.0,0.0,26.0,301.0,369.0,46.0,0.0,323.0,34.0,34.0,40.0,10.0,7.0,0.18,67.0,67.0,78.0,20.0,1.0
61,src/USER-OMP/pppm_tip4p_omp.cpp,1f6cfb1,9.0,42.0,3.0,149.0,563.0,103.0,5.0,5.0,6.0,1.0,53.0,9.0,39.0,3.0,0.0,13.0,810.0,149.0,504.0,179.0,370.0,103.0,13.0,56.0,419.0,485.0,175.0,0.0,310.0,13.0,13.0,14.0,9.0,5.0,0.2,66.0,66.0,76.0,21.0,1.0
62,src/KSPACE/pair_tip4p_long.cpp,1f6cfb1,5.0,32.0,2.0,86.0,378.0,63.0,5.0,5.0,6.0,1.0,39.0,5.0,32.0,2.0,0.0,11.0,527.0,86.0,352.0,45.0,283.0,63.0,0.0,26.0,263.0,321.0,44.0,0.0,277.0,34.0,34.0,42.0,7.0,7.0,0.18,57.0,57.0,65.0,17.0,1.0
63,src/QEQ/fix_qeq.cpp,1f6cfb1,3.0,15.0,1.0,178.0,521.0,79.0,3.0,3.0,3.0,1.0,18.0,3.0,15.0,1.0,0.0,34.0,774.0,178.0,500.0,92.0,324.0,79.0,0.0,21.0,380.0,487.0,87.0,0.0,400.0,11.0,11.0,11.0,4.0,3.0,0.16,106.0,106.0,111.0,37.0,1.0
64,src/QEQ/fix_qeq.h,1f6cfb1,0.0,0.0,0.0,30.0,86.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,159.0,30.0,77.0,74.0,2.0,49.0,0.0,9.0,71.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,1.0
65,src/USER-COLVARS/ndx_group.h,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
66,src/KOKKOS/pair_tersoff_mod_kokkos.h,1f6cfb1,0.0,3.0,0.0,53.0,156.0,23.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,6.0,232.0,51.0,143.0,129.0,8.0,23.0,5.0,10.0,117.0,122.0,72.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.16,6.0,6.0,6.0,6.0,1.0
67,src/KOKKOS/pair_lj_sdk_kokkos.cpp,1f6cfb1,3.0,16.0,2.0,53.0,205.0,50.0,4.0,4.0,5.0,1.0,21.0,3.0,16.0,2.0,0.0,10.0,308.0,53.0,180.0,52.0,126.0,50.0,1.0,24.0,114.0,147.0,38.0,0.0,109.0,8.0,8.0,11.0,4.0,2.0,0.28,39.0,39.0,45.0,13.0,1.0
68,src/KOKKOS/pair_lj_sdk_kokkos.h,1f6cfb1,0.0,3.0,0.0,24.0,80.0,30.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,133.0,22.0,68.0,62.0,3.0,30.0,5.0,9.0,63.0,65.0,52.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,0.44,3.0,3.0,3.0,3.0,1.0
69,src/KOKKOS/pair_table_kokkos.cpp,1f6cfb1,4.0,30.0,4.0,180.0,905.0,270.0,6.0,6.0,7.0,1.0,38.0,4.0,30.0,4.0,0.0,28.0,1351.0,180.0,886.0,192.0,659.0,270.0,1.0,18.0,624.0,805.0,146.0,0.0,659.0,24.0,24.0,34.0,5.0,3.0,0.3,179.0,179.0,205.0,32.0,1.0
70,src/KOKKOS/pair_table_kokkos.h,1f6cfb1,0.0,4.0,0.0,43.0,149.0,100.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,292.0,41.0,136.0,125.0,1.0,100.0,5.0,10.0,113.0,115.0,114.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.74,1.0,1.0,1.0,1.0,1.0
71,src/KOKKOS/pair_lj_class2_coul_cut_kokkos.cpp,1f6cfb1,3.0,17.0,0.0,56.0,247.0,44.0,3.0,3.0,3.0,1.0,20.0,3.0,17.0,0.0,0.0,12.0,347.0,56.0,223.0,68.0,152.0,44.0,1.0,23.0,138.0,169.0,38.0,0.0,131.0,8.0,8.0,11.0,1.0,2.0,0.2,33.0,33.0,39.0,12.0,1.0
72,src/KOKKOS/pair_lj_class2_coul_cut_kokkos.h,1f6cfb1,0.0,1.0,0.0,26.0,88.0,30.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,144.0,24.0,76.0,72.0,2.0,30.0,5.0,9.0,69.0,70.0,56.0,0.0,14.0,1.0,1.0,1.0,1.0,0.0,0.39,2.0,2.0,2.0,2.0,1.0
73,src/KOKKOS/pair_coul_debye_kokkos.h,1f6cfb1,0.0,3.0,0.0,27.0,92.0,30.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,4.0,149.0,25.0,80.0,72.0,4.0,30.0,5.0,9.0,57.0,60.0,56.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.38,4.0,4.0,4.0,4.0,1.0
74,src/USER-DPD/fix_eos_table_rx.h,1f6cfb1,0.0,0.0,0.0,18.0,54.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,157.0,16.0,46.0,42.0,0.0,85.0,3.0,7.0,40.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,1.0
75,src/KOKKOS/atom_vec_bond_kokkos.cpp,1f6cfb1,1.0,26.0,0.0,195.0,1492.0,99.0,5.0,5.0,5.0,1.0,27.0,1.0,26.0,0.0,0.0,53.0,1786.0,195.0,1481.0,429.0,925.0,99.0,0.0,11.0,975.0,1224.0,251.0,0.0,973.0,32.0,32.0,48.0,1.0,4.0,0.07,253.0,253.0,272.0,53.0,1.0
76,src/USER-OMP/pair_lj_cut_tip4p_long_omp.cpp,1f6cfb1,11.0,60.0,6.0,79.0,377.0,58.0,10.0,10.0,11.0,1.0,76.0,11.0,59.0,6.0,0.0,6.0,512.0,79.0,356.0,50.0,281.0,58.0,1.0,21.0,263.0,322.0,45.0,0.0,277.0,39.0,39.0,46.0,1.0,7.0,0.16,58.0,58.0,66.0,6.0,1.0
77,lib/colvars/colvarbias_meta.h,1f6cfb1,0.0,6.0,0.0,94.0,206.0,121.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,17.0,421.0,94.0,197.0,130.0,34.0,121.0,0.0,9.0,99.0,123.0,93.0,0.0,30.0,3.0,3.0,3.0,1.0,1.0,0.61,24.0,24.0,25.0,17.0,1.0
78,src/neigh_list.cpp,1f6cfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
79,lib/colvars/colvarbias.h,1f6cfb1,0.0,2.0,0.0,41.0,54.0,40.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,5.0,135.0,41.0,48.0,35.0,6.0,40.0,0.0,6.0,34.0,40.0,36.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.83,5.0,5.0,5.0,5.0,1.0
80,lib/colvars/colvargrid.h,1f6cfb1,1.0,14.0,1.0,229.0,1014.0,208.0,3.0,3.0,3.0,1.0,16.0,1.0,14.0,1.0,4.0,69.0,1448.0,229.0,1004.0,256.0,609.0,208.0,0.0,10.0,513.0,724.0,193.0,4.0,527.0,19.0,19.0,24.0,9.0,4.0,0.21,215.0,215.0,236.0,113.0,1.0
81,lib/colvars/colvarbias_abf.h,1f6cfb1,0.0,15.0,1.0,25.0,66.0,24.0,3.0,3.0,3.0,1.0,16.0,0.0,15.0,1.0,1.0,1.0,115.0,25.0,57.0,40.0,13.0,24.0,0.0,9.0,43.0,46.0,40.0,0.0,6.0,3.0,3.0,3.0,1.0,1.0,0.42,3.0,3.0,3.0,1.0,1.0
82,src/KOKKOS/pair_lj_charmm_coul_long_kokkos.h,1f6cfb1,0.0,1.0,0.0,29.0,105.0,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,158.0,27.0,93.0,89.0,2.0,24.0,5.0,9.0,83.0,84.0,70.0,0.0,14.0,1.0,1.0,1.0,1.0,0.0,0.26,2.0,2.0,2.0,2.0,1.0
83,src/finish.cpp,1f6cfb1,25.0,171.0,8.0,123.0,751.0,49.0,47.0,47.0,53.0,3.0,203.0,23.0,160.0,8.0,0.0,4.0,921.0,110.0,645.0,82.0,542.0,48.0,85.0,38.0,380.0,566.0,67.0,0.0,499.0,166.0,166.0,193.0,11.0,5.0,0.07,186.0,186.0,213.0,14.0,1.0
84,lib/colvars/colvarbias_alb.cpp,1f6cfb1,7.0,29.0,2.0,104.0,327.0,28.0,7.0,7.0,7.0,1.0,37.0,7.0,29.0,2.0,0.0,11.0,457.0,104.0,314.0,36.0,238.0,28.0,5.0,11.0,175.0,247.0,29.0,0.0,218.0,16.0,16.0,19.0,1.0,3.0,0.09,72.0,72.0,82.0,11.0,1.0
85,lib/colvars/colvarbias_alb.h,1f6cfb1,0.0,0.0,0.0,27.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,27.0,31.0,28.0,0.0,18.0,0.0,5.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,1.0
86,src/USER-DPD/fix_rx.h,1f6cfb1,0.0,0.0,0.0,32.0,85.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,191.0,30.0,77.0,72.0,0.0,94.0,3.0,7.0,67.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,1.0
87,src/KSPACE/pppm_tip4p.h,1f6cfb1,0.0,1.0,0.0,12.0,24.0,49.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,85.0,10.0,16.0,12.0,0.0,49.0,3.0,7.0,10.0,11.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.06,1.0,1.0,1.0,1.0,1.0
88,src/USER-DPD/nstencil_half_bin_3d_newton_ssa.cpp,1f6cfb1,4.0,13.0,2.0,14.0,30.0,32.0,8.0,8.0,10.0,2.0,18.0,4.0,13.0,2.0,0.0,2.0,74.0,14.0,27.0,4.0,20.0,32.0,0.0,3.0,25.0,41.0,4.0,0.0,37.0,14.0,14.0,18.0,4.0,5.0,1.19,15.0,15.0,19.0,5.0,1.0
