,File,Hash,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,human_buggy
30,mkdocs_tests/test_variables.py,ded3efd,2.0,2.0,2.0,1.0,39.0,6.0,66.0,6.0,1.0,2.0,1.0,,,,91.0,11.0,72.0,6.0,66.0,8.0,1.0,0.0,72.0,6.0,66.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,0.11,5.0,5.0,5.0,2.0,1.0
31,mkdocs_tests/test_website.py,ded3efd,1.0,1.0,1.0,1.0,27.0,6.0,27.0,11.0,1.0,3.0,2.0,,,,91.0,17.0,58.0,7.0,51.0,25.0,1.0,0.0,58.0,7.0,51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.43,3.0,3.0,3.0,3.0,1.0
32,mkdocs_tests/tools.py,ded3efd,1.0,1.0,1.0,1.0,6.0,1.0,8.0,3.0,1.0,2.0,1.0,,,,24.0,6.0,14.0,7.0,7.0,4.0,1.0,0.0,15.0,7.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.29,3.0,3.0,3.0,2.0,1.0
33,mksite.py,ded3efd,5.0,5.0,5.0,3.0,46.0,11.0,42.0,6.0,0.0,4.0,3.0,,,,147.0,35.0,89.0,17.0,72.0,23.0,2.0,0.0,85.0,15.0,70.0,2.0,2.0,2.0,1.0,10.0,10.0,10.0,6.0,3.0,0.26,22.0,22.0,22.0,13.0,1.0
34,mkdocs_tests/tools.py,ded3efd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
35,src/67_common/m_epjdos.F90,5c3f4e5,18.0,17.0,,1.0,150.0,22.0,105.0,30.0,,11.0,,1.0,1.0,11.0,1909.0,276.0,1103.0,276.0,740.0,612.0,,,889.0,191.0,698.0,,,,,70.0,70.0,,9.0,9.0,0.55,198.0,197.0,,19.0,0.0
36,src/30_diago/m_lobpcg2.F90,5c3f4e5,5.0,4.0,,1.0,65.0,10.0,41.0,14.0,,16.0,,1.0,1.0,18.0,1200.0,220.0,748.0,274.0,444.0,290.0,,,714.0,258.0,456.0,,,,,43.0,31.0,,7.0,4.0,0.39,93.0,76.0,,24.0,0.0
37,src/29_xgTools/m_xgScalapack.F90,5c3f4e5,2.0,2.0,,1.0,54.0,9.0,36.0,9.0,,7.0,,1.0,1.0,7.0,486.0,85.0,297.0,106.0,44.0,110.0,,,130.0,86.0,44.0,,,,,7.0,7.0,,1.0,3.0,0.37,16.0,16.0,,7.0,0.0
38,src/95_drive/timana.F90,5c3f4e5,170.0,76.0,,111.0,1654.0,171.0,1331.0,180.0,,1.0,,0.0,1.0,1.0,1761.0,174.0,1333.0,35.0,1267.0,284.0,,,1449.0,32.0,1417.0,,,,,170.0,76.0,,111.0,8.0,0.21,170.0,76.0,,111.0,0.0
39,src/28_numeric_noabirule/m_slk.F90,5c3f4e5,1.0,1.0,,1.0,14.0,5.0,3.0,6.0,,1.0,,1.0,1.0,1.0,5192.0,853.0,2060.0,49.0,0.0,2410.0,,,48.0,48.0,0.0,,,,,1.0,1.0,,1.0,0.0,1.17,1.0,1.0,,1.0,0.0
40,src/41_xc_lowlevel/m_libxc_functionals.F90,5c3f4e5,6.0,6.0,,1.0,68.0,11.0,41.0,16.0,,18.0,,1.0,1.0,18.0,2114.0,293.0,1004.0,214.0,382.0,869.0,,,600.0,199.0,401.0,,,,,32.0,32.0,,5.0,7.0,0.87,117.0,117.0,,32.0,0.0
41,src/95_drive/driver.F90,5c3f4e5,44.0,39.0,,2.0,400.0,54.0,290.0,58.0,,2.0,,0.0,1.0,1.0,882.0,112.0,582.0,133.0,386.0,194.0,,,432.0,70.0,362.0,,,,,88.0,79.0,,4.0,8.0,0.33,88.0,79.0,,4.0,0.0
42,doc/tutorial/documents/lesson_paral_moldyn/diag_moldyn.py,5c3f4e5,7.0,7.0,7.0,1.0,40.0,1.0,41.0,7.0,0.0,5.0,4.0,,,,217.0,12.0,176.0,7.0,169.0,39.0,1.0,0.0,176.0,7.0,169.0,1.0,1.0,1.0,1.0,17.0,17.0,17.0,1.0,3.0,0.22,35.0,35.0,35.0,5.0,0.0
43,doc/tutorial/documents/lesson_paw3/scripts/comp_bands_abinit2abinit.py,5c3f4e5,36.0,36.0,36.0,9.0,187.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,246.0,18.0,199.0,1.0,187.0,73.0,19388160.0,7.0,181.0,1.0,180.0,36.0,36.0,36.0,9.0,36.0,36.0,36.0,9.0,4.0,0.37,36.0,36.0,36.0,9.0,0.0
44,doc/tutorial/documents/lesson_paw3/scripts/comp_bands_abinit2elk.py,5c3f4e5,32.0,32.0,32.0,15.0,195.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,240.0,18.0,203.0,1.0,195.0,67.0,75227040.0,8.0,189.0,1.0,188.0,32.0,32.0,32.0,15.0,32.0,32.0,32.0,15.0,3.0,0.33,32.0,32.0,32.0,15.0,0.0
45,doc/tutorial/documents/lesson_paw3/scripts/comp_bands_elk2elk.py,5c3f4e5,14.0,14.0,14.0,4.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,84.0,7.0,72.0,1.0,69.0,18.0,3084.0,3.0,66.0,1.0,65.0,14.0,14.0,14.0,4.0,14.0,14.0,14.0,4.0,2.0,0.25,14.0,14.0,14.0,4.0,0.0
46,doc/tutorial/documents/lesson_spin/magnetization.py,5c3f4e5,12.0,12.0,12.0,4.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,78.0,9.0,59.0,1.0,58.0,11.0,182.0,2.0,59.0,1.0,58.0,12.0,12.0,12.0,4.0,12.0,12.0,12.0,4.0,4.0,0.19,12.0,12.0,12.0,4.0,0.0
47,src/29_xgTools/m_xgScalapack.F90,c6406ef,2.0,2.0,,1.0,52.0,9.0,34.0,8.0,,7.0,,1.0,1.0,7.0,472.0,85.0,287.0,96.0,44.0,106.0,,,130.0,86.0,44.0,,,,,7.0,7.0,,1.0,3.0,0.37,16.0,16.0,,7.0,1.0
48,src/12_hide_mpi/m_xmpi.F90,c6406ef,2.0,2.0,,1.0,41.0,9.0,18.0,13.0,,34.0,,1.0,1.0,34.0,4892.0,859.0,1831.0,543.0,196.0,2324.0,,,731.0,518.0,213.0,,,,,6.0,6.0,,4.0,3.0,1.27,78.0,78.0,,42.0,1.0
49,src/29_xgTools/m_xgScalapack.F90,d288ee0,2.0,2.0,,1.0,53.0,9.0,35.0,9.0,,7.0,,1.0,1.0,7.0,479.0,85.0,291.0,98.0,44.0,109.0,,,130.0,86.0,44.0,,,,,7.0,7.0,,1.0,3.0,0.37,16.0,16.0,,7.0,0.0
50,src/12_hide_mpi/m_xmpi.F90,d288ee0,2.0,2.0,,1.0,41.0,9.0,18.0,13.0,,34.0,,1.0,1.0,34.0,4894.0,859.0,1833.0,545.0,196.0,2324.0,,,733.0,520.0,213.0,,,,,6.0,6.0,,4.0,3.0,1.27,78.0,78.0,,42.0,0.0
51,src/30_diago/m_lobpcg2.F90,730b722,5.0,4.0,,1.0,63.0,10.0,40.0,14.0,,16.0,,1.0,1.0,18.0,1170.0,217.0,725.0,271.0,429.0,284.0,,,695.0,255.0,440.0,,,,,38.0,28.0,,7.0,4.0,0.39,88.0,73.0,,24.0,1.0
52,src/41_xc_lowlevel/m_libxc_functionals.F90,730b722,6.0,6.0,,1.0,68.0,11.0,41.0,16.0,,18.0,,1.0,1.0,18.0,2114.0,293.0,1004.0,214.0,382.0,869.0,,,600.0,199.0,401.0,,,,,32.0,32.0,,5.0,7.0,0.87,117.0,117.0,,32.0,1.0
53,src/95_drive/timana.F90,730b722,169.0,76.0,,110.0,1646.0,171.0,1323.0,180.0,,1.0,,0.0,1.0,1.0,1753.0,174.0,1325.0,35.0,1259.0,284.0,,,1441.0,32.0,1409.0,,,,,169.0,76.0,,110.0,8.0,0.21,169.0,76.0,,110.0,1.0
54,src/67_common/m_epjdos.F90,730b722,18.0,17.0,,1.0,150.0,22.0,105.0,30.0,,11.0,,1.0,1.0,11.0,1909.0,276.0,1103.0,276.0,740.0,612.0,,,889.0,191.0,698.0,,,,,70.0,70.0,,9.0,9.0,0.55,198.0,197.0,,19.0,1.0
55,src/12_hide_mpi/m_xmpi.F90,730b722,2.0,2.0,,1.0,41.0,9.0,18.0,13.0,,34.0,,1.0,1.0,34.0,4892.0,859.0,1831.0,543.0,196.0,2324.0,,,731.0,518.0,213.0,,,,,6.0,6.0,,4.0,3.0,1.27,78.0,78.0,,42.0,1.0
56,src/28_numeric_noabirule/m_slk.F90,730b722,1.0,1.0,,1.0,14.0,5.0,3.0,6.0,,1.0,,1.0,1.0,1.0,5192.0,853.0,2060.0,49.0,0.0,2410.0,,,48.0,48.0,0.0,,,,,1.0,1.0,,1.0,0.0,1.17,1.0,1.0,,1.0,1.0
57,src/95_drive/driver.F90,730b722,42.0,38.0,,2.0,395.0,54.0,285.0,58.0,,2.0,,0.0,1.0,1.0,871.0,111.0,572.0,132.0,377.0,194.0,,,422.0,69.0,353.0,,,,,85.0,76.0,,4.0,8.0,0.34,85.0,76.0,,4.0,1.0
58,abimkdocs/abi_check.py,730b722,12.0,12.0,12.0,2.0,43.0,10.0,72.0,0.0,0.0,2.0,1.0,,,,99.0,17.0,81.0,5.0,76.0,1.0,4.0,1.0,75.0,5.0,70.0,3.0,3.0,3.0,1.0,21.0,21.0,21.0,3.0,5.0,0.01,24.0,24.0,24.0,4.0,1.0
59,abimkdocs/mdx_figcaption.py,730b722,1.0,1.0,1.0,1.0,10.0,2.0,8.0,2.0,2.0,5.0,4.0,,,,109.0,30.0,48.0,13.0,35.0,31.0,1.0,0.0,44.0,13.0,31.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,0.65,9.0,9.0,9.0,5.0,1.0
60,abimkdocs/preprocessor.py,730b722,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,5.0,5.0,,,,43.0,9.0,26.0,11.0,15.0,8.0,0.0,0.0,21.0,11.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.31,6.0,6.0,6.0,5.0,1.0
61,abimkdocs/treepreprocessor.py,730b722,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,5.0,5.0,,,,43.0,9.0,26.0,11.0,15.0,8.0,0.0,0.0,21.0,11.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.31,6.0,6.0,6.0,5.0,1.0
62,abimkdocs/treepreprocessor.py,730b722,1.0,1.0,1.0,1.0,6.0,0.0,4.0,1.0,2.0,6.0,6.0,,,,57.0,16.0,33.0,11.0,22.0,10.0,0.0,0.0,31.0,11.0,20.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,0.30,11.0,11.0,11.0,9.0,1.0
63,abimkdocs/variables.py,730b722,3.0,3.0,3.0,1.0,17.0,1.0,13.0,3.0,9.0,49.0,48.0,,,,1002.0,160.0,651.0,86.0,566.0,230.0,2.0,0.0,528.0,75.0,453.0,2.0,2.0,2.0,1.0,17.0,17.0,17.0,7.0,4.0,0.35,156.0,156.0,156.0,82.0,1.0
64,mkdocs_tests/test_variables.py,730b722,3.0,3.0,3.0,1.0,17.0,1.0,13.0,3.0,9.0,49.0,48.0,,,,1002.0,160.0,651.0,86.0,566.0,230.0,2.0,0.0,528.0,75.0,453.0,2.0,2.0,2.0,1.0,17.0,17.0,17.0,7.0,4.0,0.35,156.0,156.0,156.0,82.0,1.0
65,abimkdocs/website.py,730b722,4.0,4.0,4.0,1.0,28.0,3.0,20.0,6.0,8.0,58.0,57.0,,,,1778.0,274.0,1171.0,110.0,1061.0,380.0,2.0,0.0,922.0,101.0,821.0,2.0,2.0,2.0,1.0,70.0,70.0,70.0,6.0,5.0,0.32,276.0,276.0,276.0,109.0,1.0
66,mkdocs_tests/test_website.py,730b722,4.0,4.0,4.0,1.0,28.0,3.0,20.0,6.0,8.0,58.0,57.0,,,,1778.0,274.0,1171.0,110.0,1061.0,380.0,2.0,0.0,922.0,101.0,821.0,2.0,2.0,2.0,1.0,70.0,70.0,70.0,6.0,5.0,0.32,276.0,276.0,276.0,109.0,1.0
67,abimkdocs/wikilinks.py,730b722,2.0,2.0,2.0,1.0,10.0,0.0,7.0,2.0,2.0,7.0,7.0,,,,107.0,25.0,57.0,14.0,43.0,27.0,0.0,0.0,51.0,14.0,37.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,2.0,0.47,14.0,14.0,14.0,9.0,1.0
68,mkdocs_plugins/plugins.py,730b722,1.0,1.0,1.0,1.0,24.0,3.0,7.0,14.0,1.0,1.0,1.0,,,,34.0,7.0,10.0,4.0,6.0,17.0,0.0,0.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.70,1.0,1.0,1.0,1.0,1.0
69,mkdocs_plugins/setup.py,730b722,1.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,14.0,3.0,9.0,2.0,7.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.22,1.0,1.0,1.0,1.0,1.0
70,mkdocs_tests/test_bibtex.py,730b722,3.0,3.0,3.0,1.0,18.0,3.0,21.0,3.0,1.0,3.0,2.0,,,,55.0,11.0,37.0,8.0,29.0,7.0,1.0,0.0,33.0,8.0,25.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,2.0,0.19,9.0,9.0,9.0,3.0,1.0
71,mkdocs_tests/test_variables.py,730b722,2.0,2.0,2.0,1.0,39.0,6.0,66.0,6.0,1.0,2.0,1.0,,,,91.0,11.0,72.0,6.0,66.0,8.0,1.0,0.0,72.0,6.0,66.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,0.11,5.0,5.0,5.0,2.0,1.0
72,mkdocs_tests/test_website.py,730b722,1.0,1.0,1.0,1.0,27.0,6.0,27.0,11.0,1.0,3.0,2.0,,,,91.0,17.0,58.0,7.0,51.0,25.0,1.0,0.0,58.0,7.0,51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.43,3.0,3.0,3.0,3.0,1.0
73,mkdocs_tests/tools.py,730b722,1.0,1.0,1.0,1.0,6.0,1.0,8.0,3.0,1.0,2.0,1.0,,,,24.0,6.0,14.0,7.0,7.0,4.0,1.0,0.0,15.0,7.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.29,3.0,3.0,3.0,2.0,1.0
74,mksite.py,730b722,5.0,5.0,5.0,3.0,46.0,11.0,42.0,6.0,0.0,4.0,3.0,,,,147.0,35.0,89.0,17.0,72.0,23.0,2.0,0.0,85.0,15.0,70.0,2.0,2.0,2.0,1.0,10.0,10.0,10.0,6.0,3.0,0.26,22.0,22.0,22.0,13.0,1.0
75,mkdocs_tests/tools.py,730b722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
76,src/67_common/m_epjdos.F90,7f02e38,18.0,17.0,,1.0,150.0,22.0,105.0,30.0,,11.0,,1.0,1.0,11.0,1909.0,276.0,1103.0,276.0,740.0,612.0,,,889.0,191.0,698.0,,,,,70.0,70.0,,9.0,9.0,0.55,198.0,197.0,,19.0,0.0
77,src/30_diago/m_lobpcg2.F90,7f02e38,5.0,4.0,,1.0,65.0,10.0,41.0,14.0,,16.0,,1.0,1.0,18.0,1200.0,220.0,748.0,274.0,444.0,290.0,,,714.0,258.0,456.0,,,,,43.0,31.0,,7.0,4.0,0.39,93.0,76.0,,24.0,0.0
