index,File,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,Bugs
585,m_xfpack.F90,10.0,10.0,1.0,122.0,21.0,60.0,41.0,5.0,1.0,1.0,5.0,833.0,127.0,324.0,110.0,213.0,388.0,285.0,93.0,192.0,20.0,20.0,1.0,5.0,1.20,54.0,54.0,5.0,0.0
586,prep_nonlop.F90,23.0,23.0,0.0,137.0,19.0,102.0,19.0,2.0,0.0,1.0,1.0,366.0,41.0,206.0,65.0,140.0,127.0,175.0,33.0,142.0,46.0,46.0,1.0,4.0,0.62,46.0,46.0,1.0,0.0
587,pawxenergy.F90,10.0,10.0,1.0,94.0,14.0,64.0,19.0,1.0,0.0,1.0,1.0,134.0,17.0,66.0,22.0,43.0,56.0,77.0,19.0,58.0,10.0,10.0,1.0,6.0,0.85,10.0,10.0,1.0,0.0
588,m_pspini.F90,42.0,42.0,4.0,326.0,43.0,231.0,63.0,4.0,1.0,1.0,4.0,1612.0,192.0,958.0,208.0,680.0,509.0,760.0,127.0,633.0,84.0,84.0,7.0,12.0,0.53,170.0,170.0,16.0,0.0
589,m_gwls_hamiltonian.F90,6.0,6.0,1.0,86.0,20.0,39.0,30.0,19.0,1.0,1.0,19.0,2403.0,449.0,879.0,399.0,479.0,1189.0,759.0,285.0,474.0,38.0,38.0,1.0,4.0,1.35,116.0,116.0,19.0,0.0
590,m_tetrahedron.F90,8.0,8.0,2.0,138.0,22.0,87.0,33.0,11.0,1.0,1.0,11.0,1978.0,304.0,992.0,172.0,754.0,736.0,881.0,168.0,713.0,28.0,28.0,6.0,5.0,0.74,95.0,95.0,24.0,0.0
591,m_dynmat.F90,20.0,20.0,2.0,127.0,19.0,83.0,26.0,39.0,1.0,1.0,39.0,6609.0,882.0,3301.0,610.0,2690.0,2519.0,3025.0,495.0,2530.0,80.0,80.0,29.0,14.0,0.76,818.0,817.0,110.0,0.0
592,m_cgtools.F90,9.0,9.0,1.0,79.0,13.0,48.0,19.0,50.0,1.0,1.0,50.0,5600.0,803.0,2458.0,600.0,1792.0,2421.0,2332.0,503.0,1829.0,65.0,65.0,12.0,8.0,0.98,491.0,491.0,61.0,0.0
593,setnoccmmp.F90,176.0,176.0,11.0,854.0,59.0,729.0,132.0,1.0,0.0,1.0,1.0,941.0,62.0,731.0,118.0,612.0,216.0,654.0,49.0,605.0,176.0,176.0,11.0,10.0,0.30,176.0,176.0,11.0,0.0
594,m_predtk.F90,12.0,12.0,1.0,83.0,15.0,55.0,12.0,2.0,1.0,1.0,2.0,279.0,45.0,123.0,33.0,89.0,114.0,125.0,32.0,93.0,15.0,15.0,1.0,4.0,0.93,25.0,25.0,2.0,0.0
595,invars1.F90,149.0,149.0,5.0,912.0,148.0,646.0,123.0,1.0,0.0,1.0,1.0,987.0,151.0,648.0,102.0,545.0,195.0,594.0,40.0,554.0,149.0,149.0,5.0,5.0,0.30,149.0,149.0,5.0,0.0
596,xmpi_bcast.finc,1.0,1.0,1.0,35.0,8.0,15.0,11.0,31.0,0.0,31.0,31.0,1804.0,306.0,485.0,187.0,31.0,1013.0,218.0,187.0,31.0,1.0,1.0,1.0,0.0,2.09,31.0,31.0,31.0,0.0
597,m_paw_finegrid.F90,8.0,8.0,1.0,45.0,4.0,32.0,9.0,27.0,0.0,0.0,25.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,183.0,183.0,3.0,7.0,0.00,232.0,232.0,27.0,0.0
598,mkpwind_k.F90,5.0,5.0,4.0,118.0,29.0,56.0,33.0,1.0,0.0,1.0,1.0,175.0,32.0,58.0,25.0,32.0,87.0,51.0,21.0,30.0,5.0,5.0,4.0,3.0,1.50,5.0,5.0,4.0,0.0
599,pawuj_utils.F90,4.0,4.0,0.0,43.0,9.0,27.0,7.0,7.0,0.0,5.0,5.0,455.0,76.0,195.0,76.0,118.0,188.0,178.0,60.0,118.0,8.0,8.0,1.0,2.0,0.96,28.0,28.0,5.0,0.0
600,m_tdep_qpt.F90,23.0,23.0,1.0,218.0,9.0,174.0,36.0,2.0,1.0,1.0,2.0,480.0,33.0,374.0,72.0,310.0,80.0,283.0,41.0,242.0,26.0,26.0,1.0,5.0,0.21,47.0,47.0,2.0,0.0
601,m_elphon.F90,20.0,20.0,2.0,230.0,42.0,143.0,53.0,23.0,1.0,1.0,23.0,6252.0,1039.0,3340.0,738.0,2601.0,2092.0,2823.0,448.0,2375.0,120.0,120.0,14.0,9.0,0.63,461.0,461.0,65.0,0.0
602,m_xmpi.F90,2.0,2.0,1.0,41.0,9.0,18.0,13.0,34.0,1.0,1.0,34.0,4894.0,859.0,1833.0,545.0,196.0,2324.0,733.0,520.0,213.0,6.0,6.0,4.0,3.0,1.27,78.0,78.0,42.0,0.0
603,xmpi_allgather.finc,1.0,1.0,1.0,31.0,6.0,14.0,11.0,8.0,0.0,8.0,8.0,495.0,70.0,112.0,56.0,16.0,313.0,72.0,56.0,16.0,1.0,1.0,1.0,0.0,2.79,8.0,8.0,8.0,0.0
604,xmpi_alltoall.finc,1.0,1.0,1.0,36.0,8.0,16.0,11.0,3.0,0.0,3.0,3.0,162.0,32.0,48.0,24.0,6.0,82.0,30.0,24.0,6.0,1.0,1.0,1.0,0.0,1.71,3.0,3.0,3.0,0.0
605,xmpi_alltoallv.finc,4.0,4.0,1.0,43.0,7.0,22.0,13.0,4.0,0.0,4.0,4.0,244.0,37.0,88.0,38.0,25.0,119.0,86.0,38.0,48.0,5.0,5.0,1.0,1.0,1.35,17.0,17.0,4.0,0.0
606,xmpi_recv.finc,1.0,1.0,1.0,35.0,8.0,14.0,13.0,9.0,0.0,9.0,9.0,599.0,95.0,126.0,56.0,9.0,378.0,65.0,56.0,9.0,1.0,1.0,1.0,0.0,3.00,9.0,9.0,9.0,0.0
607,xmpi_send.finc,1.0,1.0,1.0,36.0,9.0,14.0,13.0,9.0,0.0,9.0,9.0,560.0,99.0,126.0,56.0,9.0,335.0,65.0,56.0,9.0,1.0,1.0,1.0,0.0,2.66,9.0,9.0,9.0,0.0
608,xmpi_land_lor.finc,1.0,1.0,1.0,37.0,9.0,14.0,13.0,4.0,0.0,4.0,4.0,224.0,46.0,59.0,20.0,0.0,119.0,20.0,20.0,0.0,1.0,1.0,1.0,0.0,2.02,4.0,4.0,4.0,0.0
609,dfpt_dyxc1.F90,7.0,7.0,0.0,88.0,15.0,58.0,14.0,2.0,0.0,1.0,1.0,261.0,33.0,119.0,49.0,69.0,111.0,104.0,38.0,66.0,14.0,14.0,1.0,6.0,0.93,14.0,14.0,1.0,0.0
610,m_errors.F90,2.0,2.0,1.0,33.0,8.0,16.0,9.0,27.0,1.0,1.0,26.0,1755.0,338.0,531.0,260.0,156.0,910.0,436.0,258.0,178.0,9.0,9.0,3.0,3.0,1.71,77.0,77.0,28.0,0.0
611,m_lgroup.F90,6.0,6.0,2.0,54.0,11.0,30.0,13.0,3.0,1.0,1.0,3.0,327.0,60.0,115.0,63.0,51.0,160.0,101.0,47.0,54.0,9.0,9.0,5.0,3.0,1.39,19.0,19.0,7.0,0.0
612,m_use_ga.F90,7.0,7.0,1.0,63.0,11.0,41.0,11.0,11.0,1.0,1.0,11.0,818.0,160.0,471.0,160.0,310.0,193.0,437.0,114.0,323.0,54.0,51.0,4.0,6.0,0.41,82.0,79.0,16.0,0.0
613,m_abi_etsf.F90,1.0,1.0,1.0,100.0,16.0,58.0,26.0,2.0,1.0,1.0,2.0,545.0,83.0,238.0,43.0,1.0,231.0,35.0,33.0,2.0,2.0,2.0,1.0,1.0,0.97,3.0,3.0,2.0,0.0
614,wvl_descr_atoms_set.F90,2.0,2.0,1.0,78.0,18.0,40.0,20.0,1.0,0.0,1.0,1.0,123.0,20.0,42.0,13.0,1.0,63.0,13.0,11.0,2.0,2.0,2.0,1.0,1.0,1.50,2.0,2.0,1.0,0.0
615,m_gwls_TimingLog.F90,2.0,2.0,1.0,40.0,11.0,20.0,12.0,5.0,1.0,1.0,5.0,368.0,81.0,119.0,49.0,69.0,189.0,115.0,51.0,64.0,3.0,3.0,1.0,2.0,1.59,12.0,12.0,5.0,0.0
616,m_specialmsg.F90,3.0,3.0,1.0,47.0,10.0,25.0,11.0,4.0,1.0,1.0,4.0,354.0,67.0,119.0,46.0,71.0,175.0,98.0,44.0,54.0,5.0,5.0,1.0,2.0,1.47,13.0,13.0,4.0,0.0
617,dfpt_newvtr.F90,61.0,61.0,1.0,337.0,33.0,271.0,36.0,1.0,0.0,1.0,1.0,437.0,36.0,273.0,71.0,201.0,133.0,249.0,40.0,209.0,61.0,61.0,1.0,6.0,0.49,61.0,61.0,1.0,0.0
618,m_ebands.F90,7.0,7.0,2.0,75.0,13.0,45.0,17.0,51.0,1.0,1.0,51.0,5547.0,907.0,2453.0,840.0,1497.0,2337.0,2147.0,612.0,1535.0,26.0,26.0,14.0,6.0,0.95,396.0,381.0,130.0,0.0
619,m_bessel.F90,5.0,5.0,1.0,125.0,2.0,47.0,75.0,12.0,1.0,1.0,12.0,1605.0,50.0,578.0,264.0,313.0,979.0,443.0,126.0,317.0,21.0,21.0,6.0,4.0,1.69,66.0,66.0,22.0,0.0
620,wvl_mkrho.F90,2.0,2.0,1.0,80.0,16.0,44.0,20.0,1.0,0.0,1.0,1.0,126.0,20.0,46.0,24.0,2.0,62.0,20.0,18.0,2.0,2.0,2.0,1.0,1.0,1.35,2.0,2.0,1.0,0.0
621,m_hide_lapack.F90,7.0,7.0,2.0,111.0,22.0,62.0,29.0,24.0,1.0,1.0,24.0,4262.0,641.0,1565.0,531.0,759.0,2128.0,1086.0,365.0,721.0,21.0,21.0,4.0,6.0,1.36,189.0,189.0,61.0,0.0
622,optics_paw.F90,26.0,26.0,5.0,236.0,33.0,165.0,46.0,2.0,0.0,1.0,1.0,535.0,69.0,333.0,91.0,241.0,152.0,289.0,51.0,238.0,52.0,52.0,11.0,10.0,0.46,52.0,52.0,11.0,0.0
623,spline_paw_fncs.F90,2.0,2.0,1.0,78.0,17.0,43.0,19.0,1.0,0.0,1.0,1.0,123.0,20.0,45.0,26.0,18.0,61.0,45.0,17.0,28.0,2.0,2.0,1.0,1.0,1.36,2.0,2.0,1.0,0.0
624,m_anaddb_dataset.F90,61.0,61.0,1.0,383.0,50.0,284.0,49.0,5.0,1.0,1.0,5.0,2274.0,293.0,1551.0,335.0,1215.0,441.0,1252.0,162.0,1090.0,230.0,230.0,1.0,4.0,0.28,308.0,308.0,5.0,0.0
625,datafordmft.F90,29.0,29.0,2.0,292.0,24.0,188.0,100.0,4.0,0.0,1.0,3.0,1002.0,85.0,586.0,122.0,463.0,389.0,526.0,94.0,432.0,79.0,79.0,8.0,14.0,0.66,117.0,117.0,10.0,0.0
626,m_ptg_C1.F90,2.0,2.0,1.0,46.0,6.0,28.0,12.0,1.0,1.0,1.0,1.0,93.0,12.0,33.0,20.0,12.0,50.0,27.0,14.0,13.0,2.0,2.0,1.0,1.0,1.52,2.0,2.0,1.0,0.0
627,m_paw_io.F90,44.0,44.0,8.0,246.0,23.0,200.0,26.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,44.0,8.0,4.0,0.00,44.0,44.0,8.0,0.0
628,m_atomdata.F90,38.0,4.0,1.0,116.0,14.0,89.0,13.0,6.0,1.0,1.0,6.0,916.0,114.0,558.0,63.0,494.0,257.0,972.0,61.0,911.0,106.0,18.0,1.0,3.0,0.46,233.0,26.0,6.0,0.0
629,m_pimd_langevin.F90,24.0,24.0,1.0,313.0,53.0,198.0,68.0,2.0,1.0,1.0,2.0,791.0,121.0,412.0,128.0,283.0,272.0,337.0,60.0,277.0,27.0,27.0,1.0,4.0,0.66,49.0,49.0,2.0,0.0
630,dfpt_dyfro.F90,15.0,15.0,1.0,165.0,17.0,123.0,27.0,1.0,0.0,1.0,1.0,261.0,20.0,125.0,65.0,59.0,120.0,105.0,41.0,64.0,15.0,15.0,1.0,3.0,0.96,15.0,15.0,1.0,0.0
631,m_libpaw_libxc.F90,6.0,6.0,1.0,160.0,25.0,86.0,50.0,19.0,1.0,2.0,42.0,1936.0,281.0,950.0,344.0,371.0,720.0,691.0,294.0,397.0,32.0,32.0,4.0,7.0,0.76,117.0,117.0,32.0,0.0
632,m_newrho.F90,96.0,96.0,1.0,537.0,41.0,455.0,46.0,1.0,1.0,1.0,1.0,700.0,52.0,466.0,118.0,345.0,189.0,408.0,75.0,333.0,96.0,96.0,1.0,6.0,0.41,96.0,96.0,1.0,0.0
633,m_ddb_diel.F90,43.0,43.0,1.0,342.0,39.0,231.0,74.0,2.0,1.0,1.0,2.0,839.0,92.0,480.0,69.0,394.0,275.0,405.0,46.0,359.0,56.0,56.0,1.0,5.0,0.57,87.0,87.0,2.0,0.0
634,m_inwffil.F90,63.0,63.0,7.0,544.0,73.0,353.0,124.0,5.0,1.0,1.0,5.0,3317.0,388.0,1801.0,356.0,1298.0,1167.0,1492.0,187.0,1305.0,108.0,108.0,17.0,9.0,0.65,316.0,316.0,36.0,0.0
635,m_supercell.F90,4.0,4.0,1.0,50.0,9.0,28.0,13.0,12.0,1.0,1.0,12.0,994.0,158.0,383.0,168.0,214.0,486.0,359.0,146.0,213.0,8.0,8.0,4.0,4.0,1.27,54.0,54.0,18.0,0.0
636,initrhoij.F90,37.0,37.0,1.0,203.0,24.0,155.0,28.0,1.0,0.0,1.0,1.0,262.0,28.0,157.0,36.0,120.0,83.0,163.0,25.0,138.0,37.0,37.0,1.0,7.0,0.53,37.0,37.0,1.0,0.0
637,paw2wvl_ij.F90,2.0,2.0,1.0,101.0,15.0,68.0,18.0,1.0,0.0,1.0,1.0,140.0,18.0,70.0,14.0,1.0,54.0,13.0,11.0,2.0,2.0,2.0,1.0,1.0,0.77,2.0,2.0,1.0,0.0
638,m_eig2d.F90,12.0,12.0,3.0,104.0,16.0,66.0,26.0,17.0,1.0,1.0,17.0,2399.0,334.0,1176.0,336.0,733.0,985.0,984.0,246.0,738.0,87.0,87.0,24.0,13.0,0.84,219.0,219.0,54.0,0.0
639,m_lbfgs.F90,8.0,8.0,1.0,104.0,13.0,60.0,31.0,6.0,1.0,1.0,6.0,846.0,107.0,398.0,115.0,282.0,343.0,372.0,98.0,274.0,22.0,22.0,5.0,3.0,0.86,52.0,52.0,10.0,0.0
640,m_vdw_dftd2.F90,32.0,32.0,1.0,237.0,27.0,158.0,58.0,2.0,1.0,1.0,2.0,547.0,59.0,320.0,83.0,236.0,183.0,293.0,50.0,243.0,64.0,64.0,1.0,0.0,0.57,65.0,65.0,2.0,0.0
641,wvl_rwwf.F90,2.0,2.0,1.0,239.0,23.0,171.0,45.0,2.0,0.0,2.0,2.0,558.0,51.0,344.0,47.0,4.0,165.0,48.0,44.0,4.0,2.0,2.0,1.0,1.0,0.48,4.0,4.0,2.0,0.0
642,m_gpu_detect.F90,3.0,3.0,2.0,59.0,12.0,31.0,19.0,2.0,1.0,1.0,2.0,221.0,41.0,77.0,30.0,15.0,114.0,46.0,27.0,19.0,6.0,6.0,3.0,2.0,1.48,7.0,7.0,4.0,0.0
643,wvl_prcref.F90,13.0,13.0,1.0,94.0,18.0,56.0,21.0,1.0,0.0,1.0,1.0,132.0,21.0,58.0,22.0,35.0,56.0,56.0,17.0,39.0,13.0,13.0,1.0,5.0,0.97,13.0,13.0,1.0,0.0
644,radsintr.F90,13.0,13.0,1.0,149.0,34.0,69.0,49.0,1.0,0.0,1.0,1.0,195.0,37.0,71.0,21.0,49.0,92.0,69.0,14.0,55.0,13.0,13.0,1.0,3.0,1.30,13.0,13.0,1.0,0.0
645,m_ptg_T.F90,2.0,2.0,1.0,128.0,9.0,107.0,12.0,1.0,1.0,1.0,1.0,178.0,18.0,112.0,23.0,88.0,50.0,103.0,14.0,89.0,2.0,2.0,1.0,1.0,0.45,2.0,2.0,1.0,0.0
646,m_work_var_lotf.F90,3.0,3.0,2.0,32.0,7.0,16.0,9.0,4.0,1.0,1.0,4.0,257.0,48.0,87.0,45.0,41.0,129.0,70.0,35.0,35.0,5.0,5.0,5.0,4.0,1.48,12.0,12.0,8.0,0.0
647,fftbox_op_driver.finc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,13.0,54.0,9.0,45.0,13.0,53.0,4.0,49.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0
648,dotprod_set_cgcprj.F90,49.0,49.0,1.0,288.0,31.0,218.0,39.0,1.0,0.0,1.0,1.0,367.0,34.0,220.0,49.0,170.0,115.0,176.0,25.0,151.0,49.0,49.0,1.0,8.0,0.52,49.0,49.0,1.0,0.0
649,m_array.F90,2.0,2.0,1.0,21.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,137.0,31.0,33.0,29.0,2.0,78.0,28.0,26.0,2.0,2.0,2.0,1.0,1.0,2.36,2.0,2.0,1.0,0.0
650,farray_ncwrite.finc,1.0,1.0,1.0,45.0,11.0,22.0,12.0,2.0,0.0,2.0,2.0,94.0,24.0,44.0,14.0,0.0,26.0,12.0,12.0,0.0,1.0,1.0,1.0,0.0,0.59,2.0,2.0,2.0,0.0
651,m_exc_build.F90,59.0,59.0,11.0,562.0,71.0,385.0,136.0,4.0,1.0,1.0,4.0,2570.0,308.0,1575.0,412.0,1047.0,815.0,1258.0,192.0,1066.0,175.0,175.0,23.0,11.0,0.52,236.0,236.0,44.0,0.0
652,m_fft_prof.F90,8.0,7.0,1.0,79.0,15.0,47.0,17.0,20.0,1.0,1.0,20.0,2217.0,397.0,1035.0,409.0,625.0,808.0,959.0,323.0,636.0,39.0,36.0,4.0,7.0,0.78,162.0,158.0,23.0,0.0
653,fold2Bloch.F90,21.0,21.0,1.0,271.0,36.0,198.0,49.0,1.0,0.0,1.0,1.0,311.0,39.0,200.0,52.0,107.0,86.0,136.0,29.0,107.0,21.0,21.0,1.0,5.0,0.43,21.0,21.0,1.0,0.0
654,m_lobpcgwf.F90,9.0,9.0,1.0,110.0,20.0,63.0,28.0,3.0,1.0,1.0,3.0,409.0,74.0,225.0,100.0,123.0,116.0,204.0,88.0,116.0,16.0,16.0,1.0,3.0,0.52,28.0,28.0,3.0,0.0
655,m_ptg_Td.F90,2.0,2.0,1.0,223.0,12.0,198.0,13.0,1.0,1.0,1.0,1.0,273.0,21.0,203.0,24.0,178.0,51.0,193.0,14.0,179.0,2.0,2.0,1.0,1.0,0.25,2.0,2.0,1.0,0.0
656,m_raman.F90,33.0,33.0,1.0,200.0,35.0,140.0,31.0,2.0,1.0,1.0,2.0,531.0,84.0,293.0,55.0,237.0,171.0,269.0,42.0,227.0,35.0,35.0,1.0,7.0,0.58,67.0,67.0,2.0,0.0
657,opernla_ylm.F90,380.0,380.0,1.0,2626.0,64.0,2008.0,598.0,1.0,0.0,1.0,1.0,2737.0,67.0,2010.0,70.0,1937.0,706.0,2219.0,38.0,2181.0,380.0,380.0,1.0,10.0,0.35,380.0,380.0,1.0,0.0
658,m_ddb_internalstr.F90,71.0,71.0,1.0,421.0,43.0,270.0,109.0,1.0,1.0,1.0,1.0,510.0,55.0,285.0,39.0,245.0,173.0,254.0,32.0,222.0,71.0,71.0,1.0,4.0,0.61,71.0,71.0,1.0,0.0
659,pead_nl_loop.F90,51.0,51.0,1.0,581.0,85.0,451.0,63.0,1.0,0.0,1.0,1.0,674.0,89.0,453.0,111.0,341.0,152.0,308.0,62.0,246.0,51.0,51.0,1.0,12.0,0.34,51.0,51.0,1.0,0.0
660,pawpolev.F90,6.0,6.0,1.0,85.0,19.0,45.0,22.0,1.0,0.0,1.0,1.0,126.0,22.0,47.0,24.0,22.0,60.0,42.0,20.0,22.0,6.0,6.0,1.0,4.0,1.28,6.0,6.0,1.0,0.0
661,init_e_field_vars.F90,1.0,1.0,0.0,39.0,6.0,27.0,7.0,2.0,0.0,1.0,1.0,141.0,15.0,56.0,31.0,24.0,73.0,44.0,26.0,18.0,3.0,3.0,1.0,1.0,1.30,3.0,3.0,1.0,0.0
662,multibinit.F90,38.0,38.0,1.0,491.0,78.0,292.0,123.0,1.0,0.0,1.0,1.0,535.0,81.0,294.0,53.0,239.0,164.0,244.0,45.0,199.0,38.0,38.0,1.0,5.0,0.56,38.0,38.0,1.0,0.0
663,m_bs_defs.F90,10.0,9.0,1.0,66.0,12.0,41.0,13.0,7.0,1.0,1.0,7.0,927.0,169.0,411.0,196.0,214.0,435.0,402.0,179.0,223.0,31.0,25.0,1.0,6.0,1.06,74.0,66.0,7.0,0.0
664,m_alloc_hamilt_gpu.F90,3.0,3.0,1.0,58.0,9.0,31.0,18.0,2.0,1.0,1.0,2.0,227.0,31.0,77.0,26.0,8.0,121.0,35.0,25.0,10.0,3.0,3.0,1.0,1.0,1.57,6.0,6.0,2.0,0.0
665,m_qparticles.F90,18.0,18.0,4.0,144.0,24.0,101.0,22.0,5.0,1.0,1.0,5.0,1003.0,149.0,539.0,178.0,360.0,348.0,484.0,122.0,362.0,29.0,29.0,8.0,8.0,0.65,94.0,94.0,24.0,0.0
666,m_gwls_lineqsolver.F90,23.0,23.0,5.0,372.0,68.0,218.0,108.0,2.0,1.0,1.0,2.0,858.0,157.0,457.0,131.0,325.0,292.0,400.0,69.0,331.0,41.0,41.0,7.0,4.0,0.64,47.0,47.0,11.0,0.0
667,m_ptg_Th.F90,2.0,2.0,1.0,319.0,15.0,291.0,13.0,1.0,1.0,1.0,1.0,369.0,24.0,296.0,27.0,268.0,51.0,283.0,14.0,269.0,2.0,2.0,1.0,1.0,0.17,2.0,2.0,1.0,0.0
668,m_ewald.F90,38.0,38.0,2.0,323.0,45.0,211.0,76.0,3.0,1.0,1.0,3.0,1149.0,153.0,651.0,91.0,517.0,379.0,558.0,72.0,486.0,73.0,73.0,4.0,12.0,0.58,116.0,116.0,6.0,0.0
669,m_pseudo_pwscf.F90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,4.0,28.0,27.0,0.0,48.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0
670,m_gwls_valenceWavefunctions.F90,1.0,1.0,1.0,36.0,8.0,4.0,23.0,3.0,1.0,1.0,3.0,225.0,41.0,32.0,29.0,2.0,154.0,30.0,28.0,2.0,1.0,1.0,1.0,0.0,4.81,3.0,3.0,3.0,0.0
671,m_vtorhotf.F90,4.0,4.0,1.0,136.0,18.0,73.0,44.0,19.0,1.0,1.0,19.0,1626.0,215.0,744.0,353.0,390.0,669.0,597.0,214.0,383.0,6.0,6.0,1.0,2.0,0.90,90.0,90.0,19.0,0.0
672,m_symtk.F90,15.0,15.0,2.0,108.0,16.0,66.0,31.0,21.0,1.0,1.0,21.0,3194.0,392.0,1419.0,298.0,1119.0,1521.0,1360.0,273.0,1087.0,51.0,51.0,9.0,6.0,1.07,322.0,317.0,54.0,0.0
673,prtefield.F90,29.0,29.0,1.0,360.0,79.0,224.0,73.0,1.0,0.0,1.0,1.0,409.0,83.0,226.0,19.0,206.0,118.0,147.0,18.0,129.0,29.0,29.0,1.0,3.0,0.52,29.0,29.0,1.0,0.0
674,vlocalstr.F90,1.0,1.0,1.0,39.0,8.0,17.0,13.0,12.0,0.0,1.0,10.0,409.0,77.0,165.0,71.0,93.0,169.0,148.0,65.0,83.0,12.0,12.0,7.0,0.0,1.02,21.0,21.0,16.0,0.0
675,m_dfpt_scfcv.F90,51.0,51.0,4.0,492.0,50.0,351.0,106.0,3.0,1.0,1.0,3.0,1865.0,168.0,1101.0,340.0,751.0,648.0,891.0,220.0,671.0,127.0,127.0,12.0,5.0,0.59,154.0,154.0,14.0,0.0
676,m_mpiotk.F90,1.0,1.0,1.0,14.0,5.0,3.0,6.0,1.0,1.0,1.0,1.0,937.0,148.0,403.0,14.0,0.0,399.0,13.0,13.0,0.0,1.0,1.0,1.0,0.0,0.99,1.0,1.0,1.0,0.0
677,conducti.F90,9.0,9.0,1.0,108.0,23.0,68.0,18.0,1.0,0.0,1.0,1.0,151.0,26.0,70.0,25.0,42.0,58.0,63.0,21.0,42.0,9.0,9.0,1.0,1.0,0.83,9.0,9.0,1.0,0.0
678,m_rhotoxc.F90,171.0,171.0,11.0,1036.0,92.0,783.0,175.0,1.0,1.0,1.0,1.0,1298.0,105.0,807.0,151.0,638.0,402.0,711.0,68.0,643.0,171.0,171.0,11.0,8.0,0.50,171.0,171.0,11.0,0.0
679,m_orbmag.F90,12.0,12.0,0.0,89.0,14.0,62.0,18.0,3.0,1.0,1.0,2.0,501.0,87.0,242.0,117.0,123.0,224.0,203.0,86.0,117.0,22.0,22.0,1.0,9.0,0.93,36.0,36.0,2.0,0.0
680,m_contstr26.F90,13.0,13.0,1.0,936.0,14.0,901.0,21.0,1.0,1.0,1.0,1.0,1000.0,22.0,906.0,20.0,885.0,74.0,196.0,17.0,179.0,13.0,13.0,1.0,2.0,0.08,13.0,13.0,1.0,0.0
681,m_libpaw_tools.F90,3.0,3.0,1.0,37.0,9.0,18.0,10.0,18.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,3.0,3.0,0.00,62.0,61.0,26.0,0.0
682,m_gwls_sternheimer.F90,5.0,5.0,1.0,209.0,55.0,128.0,28.0,1.0,1.0,1.0,1.0,277.0,65.0,136.0,61.0,74.0,80.0,126.0,58.0,68.0,5.0,5.0,1.0,1.0,0.59,5.0,5.0,1.0,0.0
683,linear_optics_paw.F90,20.0,20.0,1.0,275.0,39.0,194.0,64.0,1.0,0.0,1.0,1.0,322.0,42.0,196.0,66.0,129.0,108.0,158.0,34.0,124.0,20.0,20.0,1.0,8.0,0.55,20.0,20.0,1.0,0.0
684,m_plowannier.F90,36.0,36.0,1.0,215.0,30.0,144.0,52.0,11.0,1.0,1.0,11.0,2938.0,451.0,1656.0,365.0,1290.0,966.0,1459.0,219.0,1240.0,255.0,255.0,8.0,12.0,0.58,402.0,402.0,18.0,0.0
685,fourwf.F90,65.0,65.0,2.0,312.0,33.0,241.0,43.0,2.0,0.0,1.0,1.0,747.0,70.0,485.0,75.0,408.0,206.0,447.0,41.0,406.0,131.0,130.0,4.0,12.0,0.42,131.0,130.0,4.0,0.0
686,wvl_wfsinp_disk.F90,2.0,2.0,1.0,132.0,23.0,58.0,51.0,1.0,0.0,1.0,1.0,183.0,26.0,60.0,26.0,2.0,99.0,26.0,24.0,2.0,2.0,2.0,1.0,1.0,1.65,2.0,2.0,1.0,0.0
687,m_timana.F90,170.0,76.0,111.0,1649.0,170.0,1327.0,180.0,1.0,1.0,1.0,1.0,1792.0,182.0,1341.0,40.0,1270.0,299.0,1457.0,37.0,1420.0,170.0,76.0,111.0,8.0,0.22,170.0,76.0,111.0,0.0
688,m_oper.F90,10.0,10.0,1.0,73.0,8.0,48.0,19.0,11.0,1.0,1.0,11.0,1166.0,142.0,573.0,224.0,348.0,496.0,510.0,180.0,330.0,19.0,19.0,1.0,12.0,0.87,113.0,113.0,11.0,0.0
689,m_ptg_D2.F90,2.0,2.0,1.0,88.0,9.0,67.0,12.0,1.0,1.0,1.0,1.0,139.0,19.0,72.0,23.0,48.0,50.0,63.0,14.0,49.0,2.0,2.0,1.0,1.0,0.69,2.0,2.0,1.0,0.0
