index,File,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,Bugs
374,prep_bandfft_tabs.F90,11.0,11.0,1.0,148.0,23.0,112.0,14.0,1.0,0.0,1.0,1.0,188.0,26.0,114.0,54.0,59.0,51.0,79.0,24.0,55.0,11.0,11.0,1.0,2.0,0.45,11.0,11.0,1.0,0.0
375,dfpt_mkvxcstrgga.F90,38.0,38.0,1.0,191.0,25.0,127.0,48.0,1.0,0.0,1.0,1.0,276.0,29.0,129.0,32.0,96.0,129.0,134.0,21.0,113.0,38.0,38.0,1.0,3.0,1.00,38.0,38.0,1.0,0.0
376,m_contistr12.F90,8.0,8.0,1.0,2933.0,13.0,2897.0,23.0,1.0,1.0,1.0,1.0,2995.0,20.0,2902.0,19.0,2882.0,75.0,1045.0,16.0,1029.0,8.0,8.0,1.0,2.0,0.03,8.0,8.0,1.0,0.0
377,dfpt_mkvxc_noncoll.F90,11.0,11.0,1.0,141.0,26.0,87.0,30.0,1.0,0.0,1.0,1.0,213.0,29.0,89.0,44.0,44.0,99.0,65.0,25.0,40.0,11.0,11.0,1.0,3.0,1.11,11.0,11.0,1.0,0.0
378,m_exp_mat.F90,4.0,4.0,1.0,97.0,22.0,40.0,35.0,1.0,1.0,1.0,1.0,175.0,39.0,55.0,34.0,20.0,85.0,45.0,26.0,19.0,4.0,4.0,1.0,1.0,1.55,4.0,4.0,1.0,0.0
379,m_io_tools.F90,3.0,3.0,1.0,33.0,7.0,16.0,9.0,28.0,1.0,1.0,28.0,1654.0,321.0,506.0,212.0,283.0,871.0,539.0,211.0,328.0,12.0,12.0,7.0,4.0,1.72,105.0,101.0,48.0,0.0
380,m_fock.F90,10.0,10.0,2.0,104.0,16.0,57.0,32.0,18.0,1.0,1.0,16.0,2631.0,400.0,1139.0,397.0,739.0,1124.0,1064.0,265.0,799.0,53.0,53.0,10.0,10.0,0.99,191.0,191.0,39.0,0.0
381,m_prcref.F90,23.0,23.0,1.0,215.0,23.0,137.0,58.0,13.0,1.0,1.0,11.0,3457.0,340.0,1822.0,484.0,1337.0,1346.0,1601.0,285.0,1316.0,78.0,78.0,5.0,6.0,0.74,306.0,306.0,21.0,0.0
383,m_matlu.F90,14.0,14.0,1.0,87.0,7.0,58.0,26.0,24.0,1.0,1.0,24.0,2938.0,238.0,1435.0,411.0,1023.0,1378.0,1310.0,340.0,970.0,55.0,55.0,9.0,11.0,0.96,338.0,338.0,32.0,0.0
384,m_kg.F90,9.0,8.0,1.0,92.0,15.0,53.0,25.0,8.0,1.0,1.0,8.0,1111.0,147.0,452.0,136.0,315.0,530.0,398.0,123.0,275.0,16.0,16.0,4.0,4.0,1.17,73.0,71.0,11.0,0.0
385,m_cgtk.F90,14.0,14.0,1.0,135.0,24.0,85.0,31.0,1.0,1.0,1.0,1.0,223.0,36.0,101.0,41.0,59.0,93.0,99.0,33.0,66.0,14.0,14.0,1.0,4.0,0.92,14.0,14.0,1.0,0.0
386,xmpi_isum.finc,1.0,1.0,1.0,39.0,8.0,17.0,14.0,1.0,0.0,1.0,1.0,80.0,11.0,17.0,8.0,3.0,52.0,12.0,8.0,4.0,1.0,1.0,1.0,0.0,3.06,1.0,1.0,1.0,0.0
387,xmpi_allgatherv.finc,3.0,3.0,1.0,66.0,10.0,40.0,15.0,11.0,0.0,11.0,11.0,1048.0,134.0,447.0,116.0,65.0,467.0,211.0,109.0,102.0,4.0,4.0,1.0,2.0,1.04,35.0,35.0,11.0,0.0
388,m_a2ftr.F90,81.0,81.0,20.0,788.0,112.0,577.0,182.0,3.0,1.0,1.0,3.0,2551.0,355.0,1761.0,370.0,1390.0,691.0,1482.0,180.0,1302.0,100.0,100.0,23.0,10.0,0.39,245.0,245.0,62.0,0.0
389,m_atprj.F90,4.0,4.0,1.0,40.0,8.0,24.0,10.0,3.0,1.0,1.0,3.0,260.0,47.0,94.0,51.0,42.0,129.0,83.0,43.0,40.0,5.0,5.0,1.0,4.0,1.37,12.0,12.0,3.0,0.0
390,m_gwls_LanczosBasis.F90,6.0,6.0,1.0,67.0,18.0,30.0,22.0,3.0,1.0,1.0,3.0,348.0,79.0,114.0,49.0,64.0,170.0,102.0,36.0,66.0,14.0,14.0,1.0,3.0,1.49,19.0,19.0,3.0,0.0
391,nullify_wvl_data.F90,1.0,1.0,1.0,136.0,23.0,52.0,61.0,1.0,0.0,1.0,1.0,179.0,27.0,54.0,10.0,0.0,100.0,8.0,8.0,0.0,1.0,1.0,1.0,0.0,1.85,1.0,1.0,1.0,0.0
392,m_self.F90,18.0,18.0,1.0,122.0,11.0,83.0,31.0,8.0,1.0,1.0,8.0,1298.0,135.0,705.0,187.0,516.0,498.0,636.0,157.0,479.0,90.0,90.0,1.0,12.0,0.71,144.0,144.0,8.0,0.0
393,m_pretty_rec.F90,3.0,3.0,1.0,32.0,4.0,17.0,10.0,3.0,1.0,1.0,3.0,213.0,30.0,67.0,36.0,30.0,120.0,66.0,35.0,31.0,6.0,6.0,1.0,2.0,1.79,10.0,10.0,3.0,0.0
394,pead_nl_resp.F90,15.0,15.0,4.0,285.0,56.0,191.0,44.0,1.0,0.0,1.0,1.0,357.0,60.0,193.0,77.0,115.0,112.0,171.0,49.0,122.0,15.0,15.0,4.0,5.0,0.58,15.0,15.0,4.0,0.0
395,invars2.F90,825.0,825.0,5.0,3049.0,592.0,2294.0,186.0,1.0,0.0,1.0,1.0,3119.0,595.0,2296.0,121.0,2120.0,253.0,2600.0,43.0,2557.0,825.0,825.0,5.0,7.0,0.11,825.0,825.0,5.0,0.0
396,m_vtowfk.F90,108.0,108.0,3.0,817.0,107.0,561.0,173.0,1.0,1.0,1.0,1.0,972.0,119.0,588.0,133.0,436.0,291.0,468.0,73.0,395.0,108.0,108.0,3.0,7.0,0.49,108.0,108.0,3.0,0.0
397,math.f90,3.0,3.0,1.0,24.0,4.0,17.0,4.0,3.0,0.0,3.0,3.0,87.0,17.0,51.0,21.0,30.0,21.0,51.0,21.0,30.0,4.0,4.0,1.0,3.0,0.41,9.0,9.0,3.0,0.0
398,indefo.F90,34.0,34.0,1.0,855.0,37.0,700.0,134.0,1.0,0.0,1.0,1.0,901.0,40.0,702.0,16.0,655.0,177.0,685.0,13.0,672.0,34.0,34.0,1.0,3.0,0.25,34.0,34.0,1.0,0.0
399,invars2m.F90,2.0,2.0,0.0,44.0,9.0,23.0,12.0,2.0,0.0,1.0,1.0,150.0,22.0,48.0,23.0,24.0,83.0,42.0,20.0,22.0,4.0,4.0,1.0,2.0,1.73,4.0,4.0,1.0,0.0
400,nhatgrid.F90,11.0,11.0,0.0,72.0,9.0,53.0,10.0,3.0,0.0,1.0,1.0,293.0,33.0,162.0,58.0,103.0,102.0,146.0,32.0,114.0,33.0,33.0,1.0,5.0,0.63,33.0,33.0,1.0,0.0
401,pawuenergy.F90,41.0,41.0,1.0,327.0,26.0,237.0,85.0,1.0,0.0,1.0,1.0,373.0,29.0,239.0,37.0,201.0,128.0,216.0,28.0,188.0,41.0,41.0,1.0,7.0,0.54,41.0,41.0,1.0,0.0
402,m_pawpsp.F90,21.0,20.0,3.0,400.0,42.0,260.0,104.0,23.0,0.0,1.0,23.0,5021.0,530.0,2993.0,342.0,2268.0,1575.0,2794.0,322.0,2472.0,117.0,113.0,31.0,5.0,0.53,493.0,476.0,72.0,0.0
403,m_paw_gaussfit.F90,7.0,7.0,1.0,73.0,9.0,42.0,24.0,25.0,0.0,6.0,25.0,497.0,88.0,164.0,61.0,95.0,252.0,161.0,60.0,101.0,54.0,54.0,10.0,5.0,1.54,192.0,192.0,41.0,0.0
404,m_pred_srkna14.F90,15.0,15.0,1.0,219.0,41.0,126.0,55.0,1.0,1.0,1.0,1.0,308.0,53.0,139.0,35.0,103.0,121.0,134.0,34.0,100.0,15.0,15.0,1.0,3.0,0.87,15.0,15.0,1.0,0.0
405,m_efmas.F90,13.0,13.0,1.0,157.0,21.0,115.0,25.0,12.0,1.0,1.0,12.0,2268.0,306.0,1411.0,484.0,769.0,616.0,1006.0,237.0,769.0,63.0,63.0,1.0,9.0,0.44,157.0,157.0,12.0,0.0
406,m_sigc.F90,45.0,43.0,4.0,345.0,44.0,237.0,80.0,5.0,1.0,1.0,4.0,2036.0,241.0,1229.0,343.0,873.0,651.0,1064.0,176.0,888.0,166.0,161.0,9.0,9.0,0.53,225.0,219.0,21.0,0.0
407,m_paral_atom.F90,5.0,5.0,1.0,47.0,8.0,24.0,14.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,13.0,1.0,6.0,0.00,28.0,28.0,5.0,0.0
408,m_outxml.F90,4.0,4.0,1.0,54.0,8.0,33.0,13.0,4.0,1.0,1.0,4.0,371.0,52.0,152.0,51.0,100.0,171.0,144.0,47.0,97.0,10.0,10.0,1.0,3.0,1.12,18.0,18.0,4.0,0.0
409,mknucdipmom_k.F90,7.0,7.0,4.0,107.0,19.0,52.0,41.0,1.0,0.0,1.0,1.0,156.0,23.0,54.0,16.0,37.0,86.0,52.0,15.0,37.0,7.0,7.0,4.0,3.0,1.59,7.0,7.0,4.0,0.0
410,m_optic_tools.F90,30.0,30.0,4.0,299.0,23.0,236.0,66.0,8.0,1.0,1.0,8.0,2804.0,223.0,1914.0,416.0,1475.0,889.0,1751.0,298.0,1453.0,67.0,67.0,10.0,10.0,0.46,242.0,242.0,35.0,0.0
411,m_eliashberg_1d.F90,7.0,7.0,1.0,91.0,18.0,45.0,31.0,6.0,1.0,1.0,6.0,789.0,133.0,290.0,85.0,204.0,390.0,267.0,76.0,191.0,11.0,11.0,4.0,4.0,1.34,43.0,43.0,9.0,0.0
412,m_effective_potential.F90,10.0,10.0,1.0,117.0,18.0,76.0,23.0,24.0,1.0,1.0,24.0,3934.0,564.0,1908.0,432.0,1383.0,1487.0,1546.0,352.0,1194.0,49.0,47.0,1.0,9.0,0.78,249.0,245.0,24.0,0.0
413,m_spin_current.F90,28.0,28.0,8.0,380.0,59.0,204.0,136.0,2.0,1.0,1.0,2.0,885.0,132.0,426.0,126.0,299.0,368.0,317.0,72.0,245.0,32.0,32.0,11.0,7.0,0.86,57.0,57.0,17.0,0.0
414,m_pred_delocint.F90,10.0,10.0,1.0,124.0,21.0,71.0,32.0,13.0,1.0,1.0,13.0,2060.0,317.0,947.0,231.0,715.0,806.0,852.0,199.0,653.0,71.0,71.0,3.0,4.0,0.85,140.0,140.0,15.0,0.0
415,pawdenpot.F90,54.0,54.0,0.0,310.0,33.0,242.0,43.0,3.0,0.0,1.0,1.0,1030.0,103.0,729.0,132.0,596.0,226.0,650.0,56.0,594.0,163.0,163.0,1.0,7.0,0.31,163.0,163.0,1.0,0.0
416,calc_ucrpa.F90,21.0,21.0,2.0,254.0,31.0,141.0,83.0,6.0,0.0,1.0,6.0,1256.0,143.0,639.0,141.0,496.0,484.0,637.0,99.0,538.0,78.0,76.0,6.0,5.0,0.76,129.0,127.0,13.0,0.0
417,m_ifc.F90,14.0,14.0,3.0,136.0,21.0,89.0,28.0,20.0,1.0,1.0,20.0,3647.0,552.0,1876.0,586.0,1224.0,1284.0,1678.0,413.0,1265.0,54.0,54.0,8.0,6.0,0.68,287.0,286.0,63.0,0.0
418,m_dens.F90,28.0,28.0,5.0,254.0,37.0,167.0,55.0,6.0,1.0,1.0,6.0,1785.0,251.0,1024.0,182.0,841.0,553.0,959.0,148.0,811.0,69.0,69.0,9.0,9.0,0.54,173.0,173.0,30.0,0.0
419,pawuj_ini.F90,3.0,3.0,1.0,61.0,9.0,38.0,14.0,1.0,0.0,1.0,1.0,98.0,12.0,40.0,17.0,22.0,48.0,33.0,11.0,22.0,3.0,3.0,1.0,2.0,1.20,3.0,3.0,1.0,0.0
420,m_MatrixHyb.F90,5.0,5.0,1.0,42.0,5.0,27.0,9.0,10.0,1.0,1.0,10.0,838.0,81.0,306.0,104.0,165.0,453.0,314.0,103.0,211.0,13.0,13.0,1.0,3.0,1.48,59.0,58.0,10.0,0.0
421,qijb_kk.F90,7.0,7.0,1.0,131.0,25.0,83.0,35.0,1.0,0.0,1.0,1.0,185.0,29.0,85.0,37.0,47.0,85.0,70.0,27.0,43.0,7.0,7.0,1.0,5.0,1.00,7.0,7.0,1.0,0.0
422,dmft_solve.F90,10.0,10.0,1.0,232.0,31.0,121.0,86.0,2.0,0.0,1.0,1.0,516.0,66.0,244.0,53.0,190.0,219.0,211.0,45.0,166.0,21.0,21.0,3.0,2.0,0.90,21.0,21.0,3.0,0.0
423,m_epjdos.F90,22.0,22.0,3.0,173.0,25.0,122.0,34.0,14.0,1.0,1.0,13.0,2814.0,384.0,1663.0,420.0,1156.0,877.0,1377.0,269.0,1108.0,70.0,70.0,18.0,10.0,0.53,312.0,311.0,45.0,0.0
424,m_nonlinear.F90,28.0,28.0,2.0,325.0,47.0,233.0,50.0,5.0,1.0,1.0,4.0,1769.0,238.0,1185.0,375.0,809.0,379.0,900.0,165.0,735.0,108.0,108.0,10.0,6.0,0.32,141.0,141.0,13.0,0.0
425,m_ptg_C2.F90,2.0,2.0,1.0,58.0,7.0,39.0,12.0,1.0,1.0,1.0,1.0,105.0,13.0,44.0,21.0,22.0,50.0,37.0,14.0,23.0,2.0,2.0,1.0,1.0,1.14,2.0,2.0,1.0,0.0
426,m_outscfcv.F90,60.0,60.0,0.0,533.0,78.0,387.0,84.0,2.0,1.0,1.0,1.0,1221.0,167.0,783.0,201.0,564.0,308.0,616.0,134.0,482.0,120.0,120.0,1.0,6.0,0.39,120.0,120.0,1.0,0.0
427,m_epweights.F90,94.0,94.0,1.0,348.0,35.0,283.0,42.0,5.0,1.0,1.0,5.0,1995.0,199.0,1435.0,156.0,1278.0,429.0,1491.0,126.0,1365.0,268.0,268.0,1.0,10.0,0.30,471.0,471.0,5.0,0.0
428,dfpt_rhofermi.F90,10.0,10.0,0.0,94.0,12.0,70.0,13.0,7.0,0.0,1.0,1.0,794.0,88.0,493.0,173.0,319.0,223.0,419.0,98.0,321.0,70.0,70.0,4.0,6.0,0.45,70.0,70.0,4.0,0.0
429,m_pred_verlet.F90,70.0,70.0,1.0,479.0,51.0,326.0,102.0,1.0,1.0,1.0,1.0,578.0,63.0,340.0,61.0,278.0,177.0,301.0,39.0,262.0,70.0,70.0,1.0,5.0,0.52,70.0,70.0,1.0,0.0
430,m_ptg_C2v.F90,2.0,2.0,1.0,88.0,9.0,67.0,12.0,1.0,1.0,1.0,1.0,138.0,18.0,72.0,23.0,48.0,50.0,63.0,14.0,49.0,2.0,2.0,1.0,1.0,0.69,2.0,2.0,1.0,0.0
431,psolver_rhohxc.F90,1.0,1.0,0.0,220.0,29.0,124.0,69.0,2.0,0.0,1.0,1.0,499.0,62.0,250.0,39.0,3.0,192.0,33.0,31.0,2.0,2.0,2.0,1.0,1.0,0.77,2.0,2.0,1.0,0.0
432,forstr.F90,15.0,15.0,0.0,157.0,15.0,123.0,20.0,2.0,0.0,1.0,1.0,488.0,34.0,248.0,111.0,135.0,212.0,194.0,83.0,111.0,30.0,30.0,1.0,4.0,0.85,30.0,30.0,1.0,0.0
433,m_electronpositron.F90,19.0,19.0,2.0,129.0,17.0,95.0,17.0,5.0,1.0,1.0,5.0,1004.0,128.0,553.0,200.0,352.0,360.0,512.0,139.0,373.0,46.0,46.0,7.0,8.0,0.65,96.0,96.0,11.0,0.0
434,impurity_solve.F90,10.0,10.0,0.0,129.0,18.0,66.0,49.0,2.0,0.0,1.0,1.0,304.0,40.0,135.0,39.0,95.0,140.0,123.0,35.0,88.0,20.0,20.0,1.0,3.0,1.04,20.0,20.0,1.0,0.0
435,m_ptg_C6.F90,2.0,2.0,1.0,126.0,11.0,103.0,12.0,1.0,1.0,1.0,1.0,176.0,20.0,108.0,25.0,82.0,50.0,97.0,14.0,83.0,2.0,2.0,1.0,1.0,0.46,2.0,2.0,1.0,0.0
436,m_invovl.F90,9.0,9.0,2.0,96.0,16.0,63.0,17.0,6.0,1.0,1.0,6.0,784.0,128.0,410.0,144.0,265.0,256.0,367.0,112.0,255.0,27.0,27.0,6.0,6.0,0.62,54.0,54.0,13.0,0.0
437,m_wfd.F90,8.0,8.0,1.0,74.0,14.0,43.0,17.0,64.0,1.0,1.0,64.0,7347.0,1214.0,2976.0,1166.0,1811.0,3324.0,2782.0,886.0,1896.0,35.0,35.0,6.0,8.0,1.12,537.0,529.0,85.0,0.0
438,fftug_driver.finc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,16.0,69.0,15.0,54.0,24.0,71.0,8.0,63.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0
439,pawmknhat.F90,53.0,53.0,1.0,261.0,20.0,215.0,31.0,2.0,0.0,1.0,1.0,598.0,43.0,433.0,93.0,339.0,134.0,399.0,47.0,352.0,107.0,107.0,3.0,9.0,0.31,107.0,107.0,3.0,0.0
440,m_wfk.F90,10.0,9.0,4.0,128.0,25.0,79.0,27.0,29.0,1.0,1.0,29.0,5233.0,969.0,2568.0,679.0,1030.0,1819.0,1454.0,421.0,1033.0,38.0,37.0,25.0,6.0,0.71,294.0,289.0,120.0,0.0
441,multithreaded_getghc.F90,7.0,7.0,1.0,125.0,14.0,80.0,35.0,1.0,0.0,1.0,1.0,205.0,18.0,82.0,34.0,38.0,111.0,63.0,31.0,32.0,7.0,7.0,1.0,3.0,1.35,7.0,7.0,1.0,0.0
442,m_vdw_dftd3.F90,76.0,72.0,9.0,521.0,25.0,407.0,115.0,3.0,1.0,1.0,3.0,1639.0,74.0,1222.0,266.0,955.0,427.0,1124.0,136.0,988.0,226.0,215.0,26.0,0.0,0.35,228.0,217.0,28.0,0.0
443,qmc_prep_ctqmc.F90,115.0,115.0,0.0,1053.0,126.0,565.0,425.0,2.0,0.0,1.0,1.0,2158.0,255.0,1133.0,175.0,948.0,899.0,998.0,89.0,909.0,231.0,231.0,1.0,11.0,0.79,231.0,231.0,1.0,0.0
444,m_read_upf_pwscf.F90,5.0,5.0,4.0,37.0,4.0,21.0,11.0,10.0,1.0,1.0,10.0,443.0,53.0,224.0,83.0,140.0,168.0,222.0,83.0,139.0,23.0,23.0,19.0,4.0,0.75,58.0,58.0,46.0,0.0
445,m_ingeo_img.F90,15.0,15.0,1.0,121.0,18.0,84.0,19.0,2.0,1.0,1.0,2.0,366.0,56.0,185.0,61.0,123.0,129.0,164.0,44.0,120.0,15.0,15.0,1.0,4.0,0.70,30.0,30.0,2.0,0.0
446,m_atm2fft.F90,43.0,43.0,1.0,266.0,28.0,201.0,40.0,5.0,1.0,1.0,5.0,1569.0,150.0,1004.0,171.0,832.0,437.0,970.0,116.0,854.0,124.0,124.0,1.0,11.0,0.44,218.0,218.0,5.0,0.0
447,m_symlist.F90,68.0,63.0,3.0,197.0,36.0,140.0,21.0,4.0,1.0,1.0,4.0,968.0,164.0,573.0,40.0,532.0,235.0,818.0,39.0,779.0,165.0,157.0,10.0,3.0,0.41,273.0,255.0,13.0,0.0
448,abi_xhpev.f90,2.0,2.0,1.0,36.0,8.0,19.0,10.0,7.0,0.0,7.0,7.0,388.0,77.0,134.0,89.0,24.0,182.0,116.0,86.0,30.0,5.0,5.0,1.0,1.0,1.36,14.0,14.0,7.0,0.0
449,m_outvars.F90,44.0,44.0,1.0,300.0,42.0,208.0,53.0,1.0,1.0,1.0,1.0,418.0,54.0,228.0,47.0,156.0,141.0,188.0,39.0,149.0,44.0,44.0,1.0,5.0,0.62,44.0,44.0,1.0,0.0
450,dynamic_pol.f,8.0,8.0,1.0,79.0,20.0,56.0,3.0,1.0,0.0,1.0,1.0,79.0,20.0,56.0,7.0,49.0,3.0,56.0,9.0,47.0,8.0,8.0,1.0,2.0,0.05,8.0,8.0,1.0,0.0
451,m_libpaw_defs.F90,1.0,1.0,1.0,12.0,3.0,4.0,5.0,5.0,1.0,1.0,5.0,176.0,32.0,81.0,76.0,5.0,81.0,81.0,76.0,5.0,1.0,1.0,1.0,0.0,1.00,5.0,5.0,5.0,0.0
452,xmpi_irecv.finc,1.0,1.0,1.0,35.0,8.0,15.0,12.0,4.0,0.0,4.0,4.0,282.0,40.0,60.0,28.0,4.0,182.0,32.0,28.0,4.0,1.0,1.0,1.0,0.0,3.03,4.0,4.0,4.0,0.0
453,paw_dfptnl_xc.F90,29.0,29.0,1.0,183.0,26.0,119.0,39.0,1.0,0.0,1.0,1.0,245.0,29.0,121.0,37.0,83.0,98.0,104.0,25.0,79.0,29.0,29.0,1.0,5.0,0.81,29.0,29.0,1.0,0.0
454,pawdensities.F90,76.0,76.0,1.0,364.0,26.0,301.0,46.0,1.0,0.0,1.0,1.0,437.0,29.0,303.0,53.0,249.0,116.0,266.0,30.0,236.0,76.0,76.0,1.0,9.0,0.38,76.0,76.0,1.0,0.0
455,compute_anharmonics.F90,55.0,55.0,5.0,490.0,55.0,383.0,54.0,1.0,0.0,1.0,1.0,528.0,58.0,385.0,56.0,328.0,89.0,315.0,39.0,276.0,55.0,55.0,5.0,7.0,0.23,55.0,55.0,5.0,0.0
456,m_gwls_ComputePoles.F90,12.0,12.0,3.0,153.0,41.0,86.0,44.0,4.0,1.0,1.0,5.0,781.0,190.0,382.0,128.0,253.0,281.0,351.0,109.0,242.0,27.0,27.0,9.0,4.0,0.74,48.0,48.0,12.0,0.0
457,m_iterators.F90,2.0,2.0,1.0,28.0,7.0,11.0,8.0,10.0,1.0,1.0,10.0,654.0,139.0,178.0,127.0,44.0,349.0,173.0,121.0,52.0,7.0,7.0,1.0,2.0,1.96,23.0,23.0,10.0,0.0
458,m_spin_hist.F90,4.0,4.0,1.0,32.0,4.0,21.0,6.0,8.0,1.0,1.0,8.0,606.0,66.0,220.0,118.0,101.0,322.0,179.0,80.0,99.0,15.0,15.0,1.0,1.0,1.46,34.0,34.0,8.0,0.0
459,m_melemts.F90,9.0,8.0,2.0,67.0,13.0,42.0,13.0,9.0,1.0,1.0,9.0,1109.0,191.0,441.0,184.0,257.0,505.0,407.0,134.0,273.0,20.0,20.0,5.0,9.0,1.15,86.0,79.0,22.0,0.0
460,m_ab7_symmetry.F90,5.0,5.0,1.0,36.0,7.0,22.0,6.0,31.0,1.0,1.0,31.0,1282.0,290.0,775.0,297.0,477.0,219.0,786.0,266.0,520.0,21.0,21.0,5.0,3.0,0.28,166.0,166.0,49.0,0.0
461,leave_new.F90,6.0,6.0,2.0,57.0,14.0,32.0,11.0,1.0,0.0,1.0,1.0,94.0,16.0,28.0,12.0,15.0,52.0,28.0,11.0,17.0,6.0,6.0,2.0,1.0,1.86,6.0,6.0,2.0,0.0
462,m_xpapi.F90,1.0,1.0,1.0,44.0,9.0,19.0,15.0,5.0,1.0,1.0,5.0,375.0,73.0,114.0,45.0,13.0,194.0,55.0,41.0,14.0,4.0,4.0,1.0,1.0,1.70,8.0,8.0,5.0,0.0
463,m_spin_ncfile.F90,1.0,1.0,1.0,28.0,5.0,14.0,9.0,7.0,1.0,1.0,7.0,279.0,50.0,122.0,57.0,2.0,108.0,52.0,50.0,2.0,1.0,1.0,1.0,0.0,0.89,7.0,7.0,7.0,0.0
464,m_scf_history.F90,11.0,11.0,1.0,69.0,12.0,44.0,13.0,3.0,1.0,1.0,3.0,469.0,87.0,174.0,82.0,91.0,213.0,151.0,56.0,95.0,17.0,17.0,1.0,5.0,1.22,33.0,33.0,3.0,0.0
465,overlap_k1k2_paw.F90,3.0,3.0,0.0,42.0,8.0,26.0,10.0,2.0,0.0,1.0,1.0,144.0,21.0,55.0,29.0,25.0,76.0,48.0,23.0,25.0,7.0,7.0,1.0,6.0,1.38,7.0,7.0,1.0,0.0
466,m_eprenorms.F90,4.0,4.0,1.0,48.0,11.0,25.0,12.0,5.0,1.0,1.0,5.0,480.0,97.0,161.0,88.0,57.0,228.0,124.0,67.0,57.0,9.0,9.0,1.0,4.0,1.42,21.0,21.0,5.0,0.0
467,m_psp8.F90,27.0,27.0,14.0,263.0,34.0,141.0,90.0,2.0,1.0,1.0,2.0,664.0,82.0,298.0,74.0,223.0,290.0,245.0,46.0,199.0,45.0,45.0,26.0,5.0,0.97,54.0,54.0,29.0,0.0
468,m_crystal_io.F90,1.0,1.0,1.0,53.0,11.0,28.0,14.0,4.0,1.0,1.0,4.0,346.0,61.0,130.0,46.0,9.0,163.0,51.0,42.0,9.0,3.0,3.0,1.0,1.0,1.25,6.0,6.0,4.0,0.0
469,m_ddb_hdr.F90,27.0,27.0,1.0,174.0,15.0,127.0,33.0,15.0,1.0,1.0,15.0,3355.0,311.0,1988.0,375.0,1612.0,1086.0,1836.0,260.0,1576.0,110.0,110.0,3.0,8.0,0.55,408.0,408.0,19.0,0.0
470,detect_fc.F90,1.0,1.0,1.0,45.0,5.0,19.0,21.0,1.0,0.0,1.0,1.0,45.0,5.0,19.0,3.0,0.0,21.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.11,1.0,1.0,1.0,0.0
471,m_abiimages.F90,2.0,2.0,1.0,31.0,9.0,12.0,10.0,2.0,1.0,1.0,2.0,214.0,41.0,46.0,35.0,10.0,129.0,42.0,32.0,10.0,2.0,2.0,1.0,1.0,2.80,4.0,4.0,2.0,0.0
472,m_pred_isokinetic.F90,52.0,52.0,1.0,383.0,58.0,255.0,71.0,1.0,1.0,1.0,1.0,470.0,72.0,269.0,41.0,227.0,132.0,258.0,34.0,224.0,52.0,52.0,1.0,4.0,0.49,52.0,52.0,1.0,0.0
473,libtetrabz_common.F90,3.0,3.0,1.0,43.0,2.0,25.0,16.0,19.0,1.0,1.0,19.0,931.0,40.0,492.0,161.0,313.0,402.0,461.0,155.0,306.0,13.0,13.0,8.0,5.0,0.82,59.0,59.0,31.0,0.0
474,pawmknhat_psipsi.F90,69.0,69.0,1.0,390.0,37.0,320.0,50.0,1.0,0.0,1.0,1.0,458.0,40.0,322.0,73.0,248.0,115.0,307.0,46.0,261.0,69.0,69.0,1.0,8.0,0.36,69.0,69.0,1.0,0.0
475,m_contstr23.F90,13.0,13.0,1.0,3599.0,13.0,3563.0,23.0,1.0,1.0,1.0,1.0,3663.0,21.0,3568.0,20.0,3547.0,76.0,386.0,17.0,369.0,13.0,13.0,1.0,2.0,0.02,13.0,13.0,1.0,0.0
476,m_double_grid.F90,5.0,5.0,2.0,68.0,13.0,40.0,14.0,10.0,1.0,1.0,10.0,1131.0,201.0,447.0,202.0,244.0,494.0,383.0,157.0,226.0,19.0,19.0,9.0,8.0,1.11,59.0,59.0,23.0,0.0
477,libtetrabz_fermigr_mod.F90,9.0,9.0,1.0,97.0,2.0,58.0,37.0,4.0,1.0,1.0,4.0,439.0,10.0,243.0,59.0,183.0,193.0,213.0,47.0,166.0,15.0,15.0,1.0,4.0,0.79,38.0,38.0,4.0,0.0
478,symkpt.F90,48.0,48.0,25.0,304.0,43.0,182.0,91.0,1.0,0.0,1.0,1.0,367.0,46.0,184.0,30.0,153.0,151.0,170.0,21.0,149.0,48.0,48.0,25.0,8.0,0.82,48.0,48.0,25.0,0.0
479,defs_fftdata.F90,5.0,5.0,3.0,51.0,12.0,29.0,10.0,1.0,1.0,1.0,1.0,219.0,23.0,135.0,112.0,22.0,64.0,41.0,23.0,18.0,5.0,5.0,3.0,2.0,0.47,5.0,5.0,3.0,0.0
