,File,Hash,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_buggy
2168,src/57_iovars/chkinp.F90,7e82a30,234.0,234.0,,5.0,1676.0,151.0,1254.0,300.0,,2.0,,0.0,1.0,1.0,3401.0,305.0,2510.0,194.0,2291.0,647.0,,,2103.0,41.0,2062.0,,,,,469.0,469.0,,11.0,7.0,0.26,469.0,469.0,,11.0,0.0
2169,src/95_drive/eph.F90,7e82a30,48.0,44.0,,1.0,519.0,73.0,320.0,134.0,,1.0,,0.0,1.0,1.0,594.0,76.0,322.0,100.0,215.0,206.0,,,294.0,78.0,216.0,,,,,48.0,44.0,,1.0,4.0,0.64,48.0,44.0,,1.0,0.0
2170,src/72_response/ddb_io_out.F90,7e82a30,31.0,31.0,,1.0,262.0,16.0,188.0,58.0,,1.0,,0.0,1.0,1.0,349.0,19.0,190.0,32.0,157.0,142.0,,,169.0,23.0,146.0,,,,,31.0,31.0,,1.0,3.0,0.75,31.0,31.0,,1.0,0.0
2171,src/72_response/m_strain.F90,7e82a30,5.0,5.0,,1.0,52.0,7.0,32.0,12.0,,7.0,,1.0,1.0,7.0,606.0,82.0,248.0,70.0,177.0,279.0,,,226.0,67.0,159.0,,,,,13.0,13.0,,1.0,4.0,1.12,41.0,39.0,,7.0,0.0
2172,src/56_xc/hybrid_corr.F90,7e82a30,3.0,3.0,,0.0,50.0,10.0,26.0,13.0,,2.0,,0.0,1.0,1.0,152.0,24.0,55.0,27.0,27.0,75.0,,,48.0,23.0,25.0,,,,,6.0,6.0,,1.0,1.0,1.36,6.0,6.0,,1.0,0.0
2173,src/66_nonlocal/opernlc_ylm.F90,7e82a30,182.0,182.0,,1.0,1334.0,27.0,1033.0,346.0,,1.0,,0.0,1.0,1.0,1428.0,30.0,1035.0,83.0,717.0,437.0,,,817.0,32.0,785.0,,,,,182.0,182.0,,1.0,9.0,0.42,182.0,182.0,,1.0,0.0
2174,src/78_effpot/m_anharmonics_terms.F90,7e82a30,4.0,4.0,,1.0,51.0,10.0,25.0,15.0,,7.0,,1.0,1.0,7.0,626.0,110.0,207.0,99.0,107.0,312.0,,,175.0,77.0,98.0,,,,,8.0,8.0,,1.0,2.0,1.51,34.0,34.0,,7.0,0.0
2175,src/72_response/m_dvdb.F90,7e82a30,11.0,11.0,,5.0,97.0,18.0,58.0,22.0,,25.0,,1.0,1.0,25.0,3382.0,593.0,1541.0,569.0,959.0,1312.0,,,1457.0,397.0,1060.0,,,,,36.0,36.0,,16.0,7.0,0.85,281.0,279.0,,132.0,0.0
2176,src/78_effpot/m_polynomial_coeff.F90,7e82a30,6.0,6.0,,1.0,60.0,10.0,36.0,14.0,,9.0,,1.0,1.0,9.0,850.0,129.0,353.0,131.0,221.0,373.0,,,312.0,109.0,203.0,,,,,15.0,15.0,,6.0,7.0,1.06,60.0,59.0,,14.0,0.0
2177,src/77_ddb/complete_gamma_tr.F90,7e82a30,41.0,41.0,,9.0,330.0,61.0,218.0,63.0,,1.0,,0.0,1.0,1.0,374.0,64.0,220.0,36.0,183.0,104.0,,,178.0,30.0,148.0,,,,,41.0,41.0,,9.0,8.0,0.47,41.0,41.0,,9.0,0.0
2178,src/41_xc_lowlevel/size_dvxc.F90,7e82a30,24.0,24.0,,1.0,100.0,15.0,58.0,30.0,,1.0,,0.0,1.0,1.0,146.0,19.0,60.0,11.0,48.0,72.0,,,68.0,10.0,58.0,,,,,24.0,24.0,,1.0,3.0,1.20,24.0,24.0,,1.0,0.0
2179,src/77_ddb/m_phonons.F90,7e82a30,11.0,11.0,,2.0,124.0,21.0,78.0,28.0,,18.0,,1.0,1.0,18.0,2864.0,465.0,1473.0,437.0,978.0,1022.0,,,1255.0,290.0,965.0,,,,,51.0,50.0,,6.0,10.0,0.69,204.0,198.0,,47.0,0.0
2180,src/72_response/dfpt_prtene.F90,7e82a30,43.0,43.0,,1.0,291.0,24.0,253.0,15.0,,1.0,,0.0,1.0,1.0,361.0,28.0,255.0,23.0,231.0,81.0,,,231.0,16.0,215.0,,,,,43.0,43.0,,1.0,3.0,0.32,43.0,43.0,,1.0,0.0
2181,src/66_nonlocal/m_vkbr.F90,7e82a30,5.0,5.0,,2.0,67.0,12.0,38.0,18.0,,8.0,,1.0,1.0,7.0,879.0,144.0,341.0,152.0,188.0,405.0,,,318.0,117.0,201.0,,,,,14.0,14.0,,7.0,6.0,1.19,47.0,47.0,,22.0,0.0
2182,src/56_recipspace/kpgstr.F90,7e82a30,7.0,7.0,,1.0,93.0,12.0,59.0,22.0,,1.0,,0.0,1.0,1.0,139.0,15.0,61.0,19.0,41.0,65.0,,,49.0,17.0,32.0,,,,,7.0,7.0,,1.0,3.0,1.07,7.0,7.0,,1.0,0.0
2183,src/14_hidewrite/m_fstrings.F90,7e82a30,3.0,3.0,,1.0,27.0,6.0,13.0,7.0,,47.0,,1.0,1.0,47.0,2202.0,483.0,725.0,344.0,380.0,1045.0,,,774.0,342.0,432.0,,,,,12.0,12.0,,6.0,3.0,1.44,155.0,155.0,,85.0,0.0
2184,src/61_occeig/m_fstab.F90,7e82a30,8.0,8.0,,1.0,91.0,17.0,54.0,22.0,,5.0,,1.0,1.0,5.0,731.0,130.0,316.0,138.0,177.0,310.0,,,283.0,101.0,182.0,,,,,22.0,22.0,,1.0,5.0,0.98,44.0,43.0,,5.0,0.0
2185,src/67_common/energy.F90,7e82a30,44.0,44.0,,3.0,364.0,37.0,282.0,46.0,,2.0,,0.0,1.0,1.0,882.0,78.0,567.0,158.0,400.0,242.0,,,474.0,95.0,379.0,,,,,88.0,88.0,,6.0,6.0,0.43,88.0,88.0,,6.0,0.0
2186,src/41_xc_lowlevel/m_libxc_functionals.F90,7e82a30,6.0,6.0,,1.0,65.0,11.0,40.0,14.0,,18.0,,1.0,1.0,18.0,2047.0,288.0,972.0,210.0,368.0,837.0,,,586.0,198.0,388.0,,,,,32.0,32.0,,4.0,7.0,0.86,115.0,115.0,,31.0,0.0
2187,src/94_scfcv/afterscfloop.F90,7e82a30,38.0,38.0,,0.0,408.0,42.0,300.0,70.0,,2.0,,0.0,1.0,1.0,1016.0,88.0,602.0,149.0,352.0,337.0,,,442.0,109.0,333.0,,,,,76.0,76.0,,1.0,6.0,0.56,76.0,76.0,,1.0,0.0
2188,src/52_fft_mpi_noabirule/getng.F90,7e82a30,33.0,33.0,,11.0,207.0,27.0,139.0,49.0,,2.0,,0.0,1.0,1.0,487.0,57.0,280.0,44.0,235.0,168.0,,,274.0,37.0,237.0,,,,,66.0,66.0,,22.0,7.0,0.60,66.0,66.0,,22.0,0.0
2189,src/70_gw/gwls_hamiltonian.F90,7e82a30,5.0,5.0,,0.0,82.0,19.0,37.0,29.0,,20.0,,1.0,1.0,19.0,2413.0,459.0,880.0,400.0,479.0,1188.0,,,760.0,286.0,474.0,,,,,38.0,38.0,,1.0,4.0,1.35,116.0,116.0,,19.0,0.0
2190,src/78_effpot/m_harmonics_terms.F90,7e82a30,6.0,6.0,,1.0,67.0,13.0,37.0,16.0,,5.0,,1.0,1.0,5.0,555.0,104.0,213.0,98.0,114.0,241.0,,,158.0,63.0,95.0,,,,,11.0,11.0,,1.0,1.0,1.13,31.0,31.0,,5.0,0.0
2191,src/98_main/anaddb.F90,7e82a30,69.0,69.0,,1.0,847.0,157.0,509.0,198.0,,1.0,,0.0,1.0,1.0,891.0,160.0,511.0,99.0,369.0,239.0,,,417.0,64.0,353.0,,,,,69.0,69.0,,1.0,6.0,0.47,69.0,69.0,,1.0,0.0
2192,src/32_util/m_optic_tools.F90,7e82a30,29.0,29.0,,4.0,291.0,19.0,226.0,70.0,,8.0,,1.0,1.0,8.0,2765.0,196.0,1835.0,415.0,1418.0,939.0,,,1697.0,302.0,1395.0,,,,,66.0,66.0,,10.0,10.0,0.51,232.0,232.0,,35.0,0.0
2193,src/42_libpaw/m_paw_atom.F90,7e82a30,11.0,11.0,,1.0,93.0,12.0,65.0,15.0,,5.0,,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,,,,18.0,18.0,,1.0,4.0,0.00,55.0,55.0,,5.0,0.0
2194,src/95_drive/nonlinear.F90,7e82a30,27.0,27.0,,0.0,301.0,37.0,239.0,29.0,,2.0,,0.0,1.0,1.0,667.0,78.0,480.0,152.0,327.0,120.0,,,327.0,69.0,258.0,,,,,54.0,54.0,,1.0,7.0,0.25,54.0,54.0,,1.0,0.0
2195,src/72_response/d2frnl.F90,7e82a30,166.0,166.0,,9.0,962.0,79.0,793.0,127.0,,1.0,,0.0,1.0,1.0,1063.0,82.0,795.0,187.0,607.0,225.0,,,712.0,96.0,616.0,,,,,166.0,166.0,,9.0,9.0,0.28,166.0,166.0,,9.0,0.0
2196,src/77_ddb/thmeig.F90,7e82a30,28.0,28.0,,6.0,457.0,74.0,273.0,136.0,,3.0,,0.0,1.0,3.0,1256.0,202.0,721.0,205.0,515.0,395.0,,,578.0,103.0,475.0,,,,,71.0,71.0,,18.0,3.0,0.55,86.0,86.0,,20.0,0.0
2197,src/72_response/m_ddb.F90,7e82a30,18.0,18.0,,1.0,130.0,17.0,88.0,25.0,,27.0,,1.0,1.0,27.0,4742.0,602.0,2463.0,571.0,1891.0,1726.0,,,2254.0,384.0,1870.0,,,,,110.0,110.0,,5.0,13.0,0.70,500.0,495.0,,33.0,0.0
2198,src/72_response/dfpt_scfcv.F90,7e82a30,130.0,130.0,,6.0,964.0,106.0,717.0,158.0,,2.0,,0.0,1.0,1.0,2086.0,215.0,1437.0,317.0,1089.0,471.0,,,1189.0,171.0,1018.0,,,,,261.0,261.0,,12.0,5.0,0.33,261.0,261.0,,12.0,0.0
2199,src/94_scfcv/outscfcv.F90,7e82a30,130.0,130.0,,6.0,964.0,106.0,717.0,158.0,,2.0,,0.0,1.0,1.0,2086.0,215.0,1437.0,317.0,1089.0,471.0,,,1189.0,171.0,1018.0,,,,,261.0,261.0,,12.0,5.0,0.33,261.0,261.0,,12.0,0.0
2200,src/94_scfcv/scfcv.F90,7e82a30,130.0,130.0,,6.0,964.0,106.0,717.0,158.0,,2.0,,0.0,1.0,1.0,2086.0,215.0,1437.0,317.0,1089.0,471.0,,,1189.0,171.0,1018.0,,,,,261.0,261.0,,12.0,5.0,0.33,261.0,261.0,,12.0,0.0
2201,src/65_paw/chkpawovlp.F90,7e82a30,9.0,9.0,,1.0,100.0,20.0,63.0,20.0,,2.0,,0.0,1.0,2.0,228.0,39.0,122.0,28.0,93.0,76.0,,,98.0,24.0,74.0,,,,,17.0,17.0,,1.0,0.0,0.62,18.0,18.0,,2.0,0.0
2202,src/67_common/posdoppler.F90,7e82a30,102.0,102.0,,8.0,591.0,54.0,491.0,69.0,,3.0,,0.0,1.0,1.0,1584.0,150.0,1236.0,285.0,950.0,262.0,,,1032.0,114.0,918.0,,,,,200.0,200.0,,23.0,22.0,0.21,308.0,308.0,,24.0,0.0
2203,src/41_xc_lowlevel/check_kxc.F90,7e82a30,6.0,6.0,,1.0,59.0,11.0,40.0,11.0,,1.0,,0.0,1.0,1.0,94.0,14.0,42.0,11.0,30.0,43.0,,,27.0,9.0,18.0,,,,,6.0,6.0,,1.0,2.0,1.02,6.0,6.0,,1.0,0.0
2204,src/66_nonlocal/mkffnl.F90,7e82a30,118.0,118.0,,1.0,510.0,34.0,386.0,99.0,,1.0,,0.0,1.0,1.0,662.0,37.0,388.0,70.0,317.0,248.0,,,365.0,29.0,336.0,,,,,118.0,118.0,,1.0,11.0,0.64,118.0,118.0,,1.0,0.0
2205,src/57_iovars/indefo1.F90,7e82a30,4.0,4.0,,1.0,159.0,13.0,105.0,44.0,,1.0,,0.0,1.0,1.0,197.0,17.0,107.0,11.0,95.0,78.0,,,106.0,8.0,98.0,,,,,4.0,4.0,,1.0,1.0,0.73,4.0,4.0,,1.0,0.0
2206,src/77_ddb/ddb_compare.F90,7e82a30,22.0,22.0,,1.0,164.0,16.0,90.0,56.0,,3.0,,0.0,1.0,3.0,505.0,38.0,246.0,49.0,196.0,223.0,,,224.0,38.0,186.0,,,,,62.0,62.0,,3.0,1.0,0.91,66.0,66.0,,5.0,0.0
2207,src/77_ddb/m_gruneisen.F90,7e82a30,7.0,7.0,,2.0,107.0,17.0,69.0,22.0,,6.0,,1.0,1.0,6.0,928.0,146.0,459.0,173.0,202.0,345.0,,,315.0,118.0,197.0,,,,,11.0,11.0,,6.0,3.0,0.75,44.0,44.0,,13.0,0.0
2208,src/66_nonlocal/m_fock.F90,7e82a30,12.0,12.0,,2.0,127.0,17.0,68.0,42.0,,15.0,,1.0,1.0,13.0,2655.0,378.0,1126.0,361.0,759.0,1186.0,,,1061.0,237.0,824.0,,,,,55.0,55.0,,11.0,12.0,1.05,194.0,194.0,,37.0,0.0
2209,src/69_wfdesc/outkss.F90,7e82a30,38.0,38.0,,3.0,419.0,42.0,300.0,123.0,,3.0,,0.0,1.0,3.0,1210.0,111.0,779.0,159.0,615.0,410.0,,,639.0,100.0,539.0,,,,,106.0,106.0,,7.0,1.0,0.53,115.0,115.0,,9.0,0.0
2210,src/57_iovars/invars2.F90,7e82a30,395.0,395.0,,2.0,1468.0,284.0,1098.0,97.0,,2.0,,0.0,1.0,1.0,3004.0,571.0,2199.0,113.0,2031.0,260.0,,,2494.0,42.0,2452.0,,,,,791.0,791.0,,5.0,6.0,0.12,791.0,791.0,,5.0,0.0
2211,src/70_gw/gwls_GenerateEpsilon.F90,7e82a30,6.0,6.0,,1.0,207.0,65.0,125.0,42.0,,3.0,,1.0,1.0,5.0,775.0,216.0,404.0,174.0,229.0,235.0,,,325.0,115.0,210.0,,,,,8.0,8.0,,1.0,4.0,0.58,18.0,18.0,,3.0,0.0
2212,src/57_iovars/indefo.F90,7e82a30,31.0,31.0,,1.0,816.0,37.0,668.0,127.0,,1.0,,0.0,1.0,1.0,862.0,40.0,670.0,16.0,622.0,170.0,,,650.0,13.0,637.0,,,,,31.0,31.0,,1.0,3.0,0.25,31.0,31.0,,1.0,0.0
2213,src/42_libpaw/m_pawpsp.F90,7e82a30,20.0,20.0,,3.0,396.0,42.0,255.0,104.0,,23.0,,0.0,1.0,23.0,4967.0,530.0,2942.0,342.0,2227.0,1573.0,,,2741.0,322.0,2419.0,,,,,105.0,104.0,,31.0,5.0,0.53,481.0,464.0,,72.0,0.0
2214,src/78_effpot/m_effective_potential.F90,7e82a30,9.0,9.0,,1.0,111.0,17.0,72.0,22.0,,30.0,,1.0,1.0,30.0,4339.0,623.0,2244.0,551.0,1600.0,1500.0,,,1916.0,469.0,1447.0,,,,,39.0,39.0,,3.0,8.0,0.67,290.0,288.0,,32.0,0.0
2215,src/65_paw/pawdenpot.F90,7e82a30,51.0,51.0,,0.0,293.0,31.0,231.0,39.0,,3.0,,0.0,1.0,1.0,977.0,96.0,696.0,126.0,569.0,212.0,,,618.0,55.0,563.0,,,,,154.0,154.0,,1.0,7.0,0.30,154.0,154.0,,1.0,0.0
2216,src/77_ddb/m_ifc.F90,7e82a30,13.0,13.0,,3.0,131.0,20.0,85.0,27.0,,20.0,,1.0,1.0,19.0,3504.0,528.0,1803.0,565.0,1176.0,1235.0,,,1617.0,397.0,1220.0,,,,,54.0,54.0,,10.0,6.0,0.68,275.0,274.0,,64.0,0.0
2217,src/64_psp/pspini.F90,7e82a30,41.0,41.0,,3.0,261.0,31.0,194.0,47.0,,2.0,,0.0,1.0,1.0,594.0,65.0,391.0,94.0,296.0,164.0,,,355.0,54.0,301.0,,,,,82.0,82.0,,7.0,12.0,0.42,82.0,82.0,,7.0,0.0
2218,src/67_common/prtene.F90,7e82a30,38.0,38.0,,1.0,326.0,27.0,246.0,54.0,,1.0,,0.0,1.0,1.0,373.0,31.0,248.0,19.0,221.0,97.0,,,183.0,18.0,165.0,,,,,38.0,38.0,,1.0,4.0,0.39,38.0,38.0,,1.0,0.0
2219,src/72_response/dfpt_prtene.F90,7e82a30,38.0,38.0,,1.0,326.0,27.0,246.0,54.0,,1.0,,0.0,1.0,1.0,373.0,31.0,248.0,19.0,221.0,97.0,,,183.0,18.0,165.0,,,,,38.0,38.0,,1.0,4.0,0.39,38.0,38.0,,1.0,0.0
2220,src/72_response/dfpt_rhofermi.F90,7e82a30,8.0,8.0,,0.0,86.0,10.0,60.0,16.0,,8.0,,0.0,1.0,1.0,825.0,89.0,488.0,172.0,315.0,256.0,,,414.0,97.0,317.0,,,,,68.0,68.0,,4.0,6.0,0.52,68.0,68.0,,4.0,0.0
2221,src/57_iovars/outvar_i_n.F90,7e82a30,50.0,50.0,,0.0,486.0,98.0,339.0,63.0,,2.0,,0.0,1.0,1.0,1050.0,199.0,681.0,73.0,597.0,202.0,,,646.0,34.0,612.0,,,,,101.0,101.0,,1.0,4.0,0.30,101.0,101.0,,1.0,0.0
2222,src/95_drive/gstateimg.F90,7e82a30,37.0,37.0,,3.0,305.0,35.0,234.0,48.0,,2.0,,0.0,1.0,1.0,738.0,73.0,470.0,124.0,336.0,222.0,,,401.0,77.0,324.0,,,,,75.0,75.0,,7.0,5.0,0.47,75.0,75.0,,7.0,0.0
2223,src/67_common/forstr.F90,7e82a30,13.0,13.0,,0.0,134.0,15.0,102.0,19.0,,2.0,,0.0,1.0,1.0,442.0,33.0,206.0,98.0,106.0,209.0,,,170.0,78.0,92.0,,,,,26.0,26.0,,1.0,4.0,1.01,26.0,26.0,,1.0,0.0
2224,src/69_wfdesc/m_wfd.F90,7e82a30,7.0,7.0,,1.0,71.0,14.0,41.0,17.0,,62.0,,1.0,1.0,62.0,6568.0,1171.0,2735.0,1093.0,1643.0,2829.0,,,2563.0,846.0,1717.0,,,,,35.0,35.0,,6.0,8.0,1.03,494.0,486.0,,83.0,0.0
2225,src/79_seqpar_mpi/inwffil.F90,7e82a30,54.0,54.0,,3.0,428.0,48.0,318.0,66.0,,2.0,,0.0,1.0,1.0,980.0,100.0,639.0,139.0,497.0,254.0,,,567.0,59.0,508.0,,,,,109.0,109.0,,7.0,8.0,0.40,109.0,109.0,,7.0,0.0
2226,src/78_effpot/compute_anharmonics.F90,7e82a30,28.0,28.0,,2.0,245.0,28.0,190.0,26.0,,2.0,,0.0,1.0,1.0,528.0,60.0,383.0,54.0,328.0,87.0,,,318.0,39.0,279.0,,,,,56.0,56.0,,5.0,7.0,0.23,56.0,56.0,,5.0,0.0
2227,src/56_xc/rhohxc.F90,7e82a30,77.0,77.0,,5.0,476.0,42.0,356.0,84.0,,2.0,,0.0,1.0,1.0,1166.0,89.0,714.0,137.0,559.0,378.0,,,637.0,57.0,580.0,,,,,155.0,155.0,,11.0,8.0,0.53,155.0,155.0,,11.0,0.0
2228,src/78_effpot/m_monte_carlo.F90,7e82a30,7.0,7.0,,1.0,80.0,14.0,46.0,20.0,,3.0,,1.0,1.0,3.0,392.0,72.0,166.0,67.0,97.0,158.0,,,159.0,63.0,96.0,,,,,17.0,17.0,,1.0,3.0,0.95,21.0,21.0,,3.0,0.0
2229,src/78_eph/m_gkk.F90,7e82a30,5.0,5.0,,2.0,95.0,17.0,62.0,18.0,,5.0,,1.0,1.0,1.0,578.0,100.0,337.0,170.0,158.0,157.0,,,273.0,101.0,172.0,,,,,26.0,26.0,,13.0,5.0,0.47,26.0,26.0,,13.0,0.0
2230,src/72_response/dfpt_nselt.F90,7e82a30,18.0,18.0,,2.0,185.0,30.0,127.0,30.0,,2.0,,0.0,1.0,1.0,478.0,64.0,257.0,100.0,156.0,165.0,,,214.0,62.0,152.0,,,,,37.0,37.0,,4.0,6.0,0.64,37.0,37.0,,4.0,0.0
2231,src/78_eph/m_phgamma.F90,7e82a30,10.0,9.0,,2.0,107.0,18.0,66.0,26.0,,22.0,,1.0,1.0,19.0,3124.0,507.0,1512.0,571.0,890.0,1188.0,,,1338.0,384.0,954.0,,,,,53.0,53.0,,13.0,8.0,0.79,221.0,218.0,,45.0,0.0
2232,src/67_common/setup_positron.F90,7e82a30,72.0,72.0,,0.0,351.0,24.0,278.0,54.0,,2.0,,0.0,1.0,1.0,813.0,51.0,559.0,131.0,427.0,215.0,,,507.0,88.0,419.0,,,,,145.0,145.0,,1.0,7.0,0.38,145.0,145.0,,1.0,0.0
2233,src/72_response/outddbnc.F90,7e82a30,1.0,1.0,,1.0,99.0,16.0,61.0,22.0,,2.0,,0.0,1.0,2.0,236.0,33.0,120.0,39.0,1.0,85.0,,,38.0,37.0,1.0,,,,,1.0,1.0,,1.0,0.0,0.71,2.0,2.0,,2.0,0.0
2234,src/44_abitypes_defs/m_args_gs.F90,7e82a30,1.0,1.0,,1.0,29.0,8.0,11.0,10.0,,2.0,,1.0,1.0,2.0,207.0,43.0,42.0,29.0,12.0,124.0,,,40.0,28.0,12.0,,,,,1.0,1.0,,1.0,0.0,2.95,2.0,2.0,,2.0,0.0
2235,src/66_wfs/getgh1c.F90,7e82a30,53.0,51.0,,1.0,332.0,34.0,242.0,69.0,,3.0,,0.0,3.0,3.0,1139.0,111.0,729.0,179.0,549.0,339.0,,,670.0,89.0,581.0,,,,,113.0,113.0,,1.0,6.0,0.47,161.0,154.0,,3.0,0.0
2236,src/78_effpot/m_effective_potential_file.F90,7e82a30,19.0,19.0,,4.0,188.0,23.0,136.0,28.0,,15.0,,1.0,1.0,14.0,3480.0,433.0,2221.0,414.0,1570.0,845.0,,,1719.0,254.0,1465.0,,,,,109.0,109.0,,27.0,14.0,0.38,289.0,289.0,,68.0,0.0
2237,src/42_libpaw/m_pawxmlps.F90,7e82a30,36.0,35.0,,9.0,600.0,56.0,467.0,80.0,,7.0,,0.0,1.0,7.0,2714.0,293.0,1977.0,155.0,1128.0,459.0,,,1391.0,155.0,1236.0,,,,,135.0,135.0,,50.0,6.0,0.23,252.0,248.0,,67.0,0.0
2238,src/72_response/eig2tot.F90,7e82a30,29.0,29.0,,8.0,199.0,16.0,154.0,38.0,,3.0,,0.0,1.0,1.0,684.0,54.0,464.0,106.0,332.0,199.0,,,384.0,66.0,318.0,,,,,87.0,87.0,,24.0,13.0,0.43,87.0,87.0,,24.0,0.0
2239,src/28_numeric_noabirule/m_abi_linalg.F90,7e82a30,1.0,1.0,,0.0,20.0,4.0,9.0,6.0,,18.0,,1.0,1.0,7.0,992.0,194.0,354.0,182.0,66.0,472.0,,,219.0,149.0,70.0,,,,,9.0,9.0,,3.0,2.0,1.33,25.0,25.0,,11.0,0.0
2240,src/68_rsprc/prcref.F90,7e82a30,39.0,39.0,,0.0,268.0,26.0,203.0,42.0,,2.0,,0.0,1.0,1.0,671.0,56.0,408.0,137.0,270.0,215.0,,,342.0,64.0,278.0,,,,,78.0,78.0,,1.0,6.0,0.53,78.0,78.0,,1.0,0.0
2241,src/72_response/dfptnl_doutput.F90,7e82a30,4.0,4.0,,0.0,45.0,13.0,25.0,7.0,,2.0,,0.0,1.0,1.0,134.0,30.0,52.0,15.0,36.0,55.0,,,44.0,14.0,30.0,,,,,8.0,8.0,,1.0,7.0,1.06,8.0,8.0,,1.0,0.0
2242,src/72_response/dfpt_nstpaw.F90,7e82a30,81.0,81.0,,3.0,514.0,44.0,398.0,79.0,,3.0,,0.0,1.0,1.0,1699.0,136.0,1197.0,293.0,903.0,391.0,,,1061.0,140.0,921.0,,,,,245.0,245.0,,10.0,10.0,0.33,245.0,245.0,,10.0,0.0
2243,src/66_nonlocal/opernlb_ylm.F90,7e82a30,253.0,253.0,,1.0,1078.0,87.0,812.0,216.0,,1.0,,0.0,1.0,1.0,1195.0,91.0,814.0,46.0,765.0,329.0,,,836.0,25.0,811.0,,,,,253.0,253.0,,1.0,10.0,0.40,253.0,253.0,,1.0,0.0
2244,src/52_fft_mpi_noabirule/m_fft_mesh.F90,7e82a30,6.0,6.0,,1.0,67.0,11.0,38.0,17.0,,17.0,,1.0,1.0,16.0,1690.0,258.0,698.0,211.0,486.0,760.0,,,656.0,187.0,469.0,,,,,29.0,27.0,,12.0,5.0,1.09,108.0,106.0,,29.0,0.0
2245,src/41_geometry/symfind.F90,7e82a30,42.0,42.0,,22.0,363.0,40.0,210.0,115.0,,1.0,,0.0,1.0,1.0,427.0,43.0,212.0,39.0,172.0,176.0,,,170.0,24.0,146.0,,,,,42.0,42.0,,22.0,7.0,0.83,42.0,42.0,,22.0,0.0
2246,src/95_drive/dfpt_looppert.F90,7e82a30,68.0,68.0,,5.0,696.0,53.0,541.0,119.0,,3.0,,0.0,1.0,1.0,2212.0,165.0,1627.0,399.0,1173.0,477.0,,,1211.0,167.0,1044.0,,,,,204.0,204.0,,17.0,5.0,0.29,204.0,204.0,,17.0,0.0
2247,src/57_iovars/ingeo.F90,7e82a30,75.0,73.0,,4.0,498.0,74.0,343.0,85.0,,2.0,,0.0,1.0,1.0,1099.0,152.0,689.0,110.0,578.0,271.0,,,584.0,51.0,533.0,,,,,150.0,146.0,,8.0,7.0,0.39,150.0,146.0,,8.0,0.0
2248,src/67_common/cgwf.F90,7e82a30,68.0,68.0,,7.0,611.0,78.0,404.0,145.0,,2.0,,0.0,1.0,1.0,1329.0,160.0,811.0,181.0,629.0,395.0,,,659.0,70.0,589.0,,,,,136.0,136.0,,14.0,9.0,0.49,136.0,136.0,,14.0,0.0
2249,src/94_scfcv/outscfcv.F90,7e82a30,57.0,57.0,,0.0,527.0,78.0,382.0,84.0,,2.0,,0.0,1.0,1.0,1182.0,159.0,767.0,193.0,556.0,293.0,,,597.0,127.0,470.0,,,,,114.0,114.0,,1.0,6.0,0.38,114.0,114.0,,1.0,0.0
2250,src/72_response/d2kindstr2.F90,7e82a30,16.0,16.0,,1.0,140.0,20.0,98.0,27.0,,1.0,,0.0,1.0,1.0,198.0,24.0,100.0,18.0,81.0,81.0,,,78.0,16.0,62.0,,,,,16.0,16.0,,1.0,5.0,0.81,16.0,16.0,,1.0,0.0
2251,src/57_iovars/invars1.F90,7e82a30,73.0,73.0,,2.0,454.0,73.0,322.0,61.0,,2.0,,0.0,1.0,1.0,983.0,149.0,647.0,99.0,547.0,194.0,,,593.0,39.0,554.0,,,,,147.0,147.0,,5.0,5.0,0.30,147.0,147.0,,5.0,0.0
2252,src/12_hide_mpi/m_xmpi.F90,7e82a30,2.0,2.0,,1.0,41.0,9.0,18.0,13.0,,34.0,,1.0,1.0,34.0,4879.0,859.0,1824.0,538.0,196.0,2318.0,,,726.0,513.0,213.0,,,,,6.0,6.0,,4.0,3.0,1.27,78.0,78.0,,42.0,0.0
2253,src/61_occeig/m_ebands.F90,7e82a30,7.0,7.0,,2.0,72.0,13.0,44.0,16.0,,52.0,,1.0,1.0,50.0,5449.0,892.0,2410.0,835.0,1480.0,2296.0,,,2126.0,610.0,1516.0,,,,,26.0,26.0,,14.0,6.0,0.95,389.0,374.0,,129.0,0.0
2254,src/77_ddb/m_anaddb_dataset.F90,7e82a30,60.0,60.0,,1.0,377.0,50.0,280.0,48.0,,5.0,,1.0,1.0,5.0,2239.0,291.0,1526.0,327.0,1198.0,432.0,,,1233.0,159.0,1074.0,,,,,226.0,226.0,,1.0,4.0,0.28,304.0,304.0,,5.0,0.0
