index,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
0,GenericPacketMath.h,0.0,2.0,0.0,65.0,192.0,96.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,45.0,350.0,65.0,175.0,134.0,50.0,96.0,0.0,17.0,64.0,124.0,65.0,0.0,59.0,2.0,2.0,2.0,1.0,1.0,0.55,47.0,47.0,47.0,45.0,5.0
1,DisableStupidWarnings.h,0.0,0.0,0.0,2.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,1.0,31.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3,RandomGenerator.cc,4.0,20.0,4.0,100.0,394.0,167.0,4.0,4.0,5.0,1.0,27.0,4.0,20.0,4.0,1.0,19.0,659.0,100.0,387.0,118.0,249.0,167.0,0.0,7.0,236.0,311.0,97.0,0.0,214.0,16.0,16.0,26.0,6.0,5.0,0.43,73.0,73.0,92.0,37.0,74.0
4,RandomGenerator.h,0.0,2.0,0.0,41.0,124.0,140.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,8.0,266.0,41.0,111.0,84.0,5.0,140.0,1.0,13.0,66.0,74.0,72.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.26,8.0,8.0,8.0,8.0,78.0
9,EvaluatorPairMorse.h,0.0,4.0,0.0,18.0,56.0,60.0,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,7.0,128.0,18.0,42.0,20.0,15.0,60.0,1.0,14.0,19.0,28.0,18.0,0.0,10.0,3.0,3.0,3.0,1.0,2.0,1.43,9.0,9.0,9.0,7.0,36.0
10,GPUFlags.h,1.0,18.0,2.0,45.0,251.0,101.0,1.0,1.0,1.0,1.0,21.0,1.0,7.0,2.0,1.0,12.0,392.0,45.0,100.0,38.0,34.0,92.0,116.0,54.0,44.0,59.0,26.0,0.0,33.0,2.0,2.0,2.0,1.0,1.0,0.92,16.0,16.0,16.0,12.0,74.0
12,HOOMDMath.h,0.0,6.0,0.0,73.0,377.0,95.0,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,0.0,55.0,544.0,73.0,301.0,82.0,110.0,91.0,23.0,60.0,102.0,159.0,75.0,0.0,84.0,2.0,2.0,4.0,1.0,1.0,0.3,56.0,56.0,62.0,55.0,143.0
13,cudacpu_host_defines.h,0.0,0.0,0.0,40.0,107.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,19.0,0.0,0.0,0.0,55.0,84.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,gsd.c,6.0,31.0,5.0,115.0,504.0,218.0,8.0,8.0,8.0,6.0,41.0,6.0,30.0,5.0,0.0,14.0,837.0,115.0,484.0,105.0,356.0,218.0,2.0,19.0,248.0,364.0,65.0,0.0,299.0,27.0,27.0,30.0,23.0,3.0,0.45,105.0,105.0,113.0,91.0,39.0
20,gsd.h,0.0,0.0,0.0,23.0,89.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,23.0,80.0,80.0,0.0,53.0,0.0,9.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,35.0
22,FIREEnergyMinimizer.cc,2.0,18.0,0.0,39.0,189.0,49.0,3.0,3.0,3.0,1.0,21.0,2.0,18.0,0.0,0.0,10.0,277.0,39.0,186.0,49.0,98.0,49.0,0.0,3.0,89.0,118.0,35.0,0.0,83.0,12.0,12.0,14.0,4.0,2.0,0.26,27.0,27.0,32.0,13.0,81.0
23,FIREEnergyMinimizer.h,0.0,2.0,0.0,27.0,53.0,57.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,7.0,119.0,27.0,45.0,36.0,9.0,57.0,1.0,8.0,37.0,44.0,36.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,1.27,7.0,7.0,7.0,7.0,81.0
24,TwoStepNVE.h,0.0,4.0,0.0,15.0,28.0,25.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,64.0,15.0,21.0,14.0,2.0,25.0,1.0,7.0,12.0,13.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.19,1.0,1.0,1.0,1.0,74.0
