index,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
0,GenericPacketMath.h,0.0,2.0,0.0,65.0,192.0,96.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,45.0,350.0,65.0,175.0,134.0,50.0,96.0,0.0,17.0,64.0,124.0,65.0,0.0,59.0,2.0,2.0,2.0,1.0,1.0,0.55,47.0,47.0,47.0,45.0,0.0
1,DisableStupidWarnings.h,0.0,0.0,0.0,2.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,1.0,31.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
3,RandomGenerator.cc,4.0,22.0,4.0,96.0,383.0,156.0,4.0,4.0,5.0,2.0,30.0,4.0,22.0,4.0,0.0,17.0,633.0,96.0,378.0,116.0,250.0,156.0,0.0,5.0,233.0,305.0,94.0,0.0,211.0,16.0,16.0,26.0,6.0,5.0,0.41,71.0,71.0,90.0,35.0,0.0
4,RandomGenerator.h,0.0,2.0,0.0,41.0,125.0,140.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,10.0,267.0,41.0,111.0,84.0,4.0,140.0,1.0,14.0,65.0,75.0,72.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.26,10.0,10.0,10.0,10.0,0.0
7,EvaluatorPairMorse.h,0.0,4.0,0.0,18.0,56.0,60.0,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,7.0,128.0,18.0,42.0,20.0,15.0,60.0,1.0,14.0,19.0,28.0,18.0,0.0,10.0,3.0,3.0,3.0,1.0,2.0,1.43,9.0,9.0,9.0,7.0,0.0
8,GPUFlags.h,1.0,18.0,2.0,45.0,251.0,101.0,1.0,1.0,1.0,1.0,21.0,1.0,7.0,2.0,1.0,12.0,392.0,45.0,100.0,38.0,34.0,92.0,116.0,54.0,44.0,59.0,26.0,0.0,33.0,2.0,2.0,2.0,1.0,1.0,0.92,16.0,16.0,16.0,12.0,0.0
10,HOOMDMath.h,0.0,6.0,0.0,80.0,405.0,99.0,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,0.0,59.0,583.0,80.0,325.0,86.0,122.0,95.0,23.0,64.0,106.0,167.0,79.0,0.0,88.0,2.0,2.0,4.0,1.0,1.0,0.29,60.0,60.0,70.0,59.0,0.0
11,cudacpu_host_defines.h,0.0,0.0,0.0,40.0,107.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,19.0,0.0,0.0,0.0,55.0,84.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
12,gsd.c,6.0,32.0,5.0,131.0,589.0,246.0,7.0,7.0,8.0,6.0,43.0,6.0,31.0,5.0,0.0,15.0,963.0,124.0,521.0,117.0,373.0,244.0,45.0,44.0,260.0,382.0,71.0,0.0,311.0,28.0,28.0,31.0,24.0,3.0,0.47,112.0,112.0,119.0,96.0,0.0
21,gsd.h,0.0,0.0,0.0,23.0,89.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,23.0,80.0,80.0,0.0,53.0,0.0,9.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0
