index,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
0,ParticleData.h,0.0,2.0,0.0,168.0,393.0,516.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,63.0,999.0,162.0,317.0,224.0,85.0,477.0,72.0,53.0,222.0,288.0,207.0,0.0,81.0,3.0,3.0,3.0,1.0,2.0,1.50,66.0,66.0,67.0,63.0,0.0
1,Analyzer.h,0.0,3.0,0.0,21.0,43.0,110.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,4.0,169.0,21.0,24.0,13.0,2.0,106.0,9.0,14.0,11.0,14.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.42,4.0,4.0,4.0,4.0,0.0
3,GPUArray.h,3.0,24.0,3.0,150.0,808.0,408.0,2.0,2.0,2.0,1.0,30.0,2.0,10.0,2.0,2.0,25.0,1338.0,114.0,329.0,118.0,148.0,308.0,505.0,117.0,163.0,209.0,72.0,2.0,135.0,6.0,6.0,6.0,4.0,3.0,0.94,51.0,51.0,54.0,28.0,0.0
4,GPUVector.h,0.0,5.0,0.0,54.0,156.0,146.0,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,2.0,20.0,352.0,52.0,130.0,52.0,39.0,136.0,24.0,15.0,53.0,77.0,44.0,0.0,33.0,4.0,4.0,4.0,1.0,2.0,1.05,25.0,25.0,25.0,20.0,0.0
5,ExecutionConfiguration.h,0.0,5.0,0.0,43.0,133.0,116.0,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0,4.0,278.0,27.0,45.0,32.0,15.0,91.0,91.0,36.0,18.0,22.0,18.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,2.02,4.0,4.0,4.0,4.0,0.0
7,BoxDim.h,0.0,10.0,0.0,50.0,322.0,218.0,2.0,2.0,2.0,1.0,11.0,0.0,9.0,0.0,1.0,27.0,581.0,48.0,269.0,52.0,133.0,217.0,35.0,24.0,119.0,169.0,53.0,0.0,116.0,10.0,10.0,10.0,4.0,2.0,0.81,52.0,52.0,52.0,30.0,0.0
13,Index1D.h,0.0,4.0,0.0,27.0,98.0,129.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,3.0,17.0,247.0,27.0,88.0,30.0,23.0,129.0,1.0,10.0,30.0,48.0,29.0,0.0,19.0,2.0,2.0,2.0,1.0,1.0,1.47,18.0,18.0,18.0,17.0,0.0
14,DomainDecomposition.h,0.0,0.0,0.0,18.0,38.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,139.0,9.0,3.0,1.0,0.0,68.0,50.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.67,0.0,0.0,0.0,0.0,0.0
19,cudacpu_host_defines.h,0.0,0.0,0.0,40.0,107.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,19.0,0.0,0.0,0.0,55.0,84.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
20,ConstExternalFieldDipoleForceCompute.h,0.0,0.0,0.0,12.0,19.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,12.0,11.0,6.0,0.0,61.0,1.0,8.0,6.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.0,0.0,0.0
